wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,TT lemma,para_id,syntag,syntag2,lemma,synfunc,syllabified
1,1,1,a,a,PRE,12,a_S,1,Pre,Pre,à,,/V\
2,1,2,tous,tous,DET:ind,13,tot_S,1,QIs,QIs,tout,,C/V\
3,1,3,ceulx,ceulx,PRO:demo,14,cel_S,1,Dem,Dem,cil,,C/V\
4,1,4,qui,qui,PROCON,15,qui_S,1,Qux,Qux,qui,s,C/V\
5,1,5,mon,mon,DET:poss,16,mon1_S,1,Det,Det,mon1,,C/V\
6,1,6,livre,livre,NOM,17,lievre|livre2|livre3_+T|+IT|+IT,1,N,N,,,'C/V\.C/(e)\
7,1,7,orront,orront,VER,18,öir_+I,1,Vfin,Vfin,ouïr,,/V\.'C/V\
8,2,1,que,que,PROCON,19,que3_S,1,Sub,Sub,que,,C/(e)\
9,2,2,",",",",PON,20,",",1,Pnc,Pnc,,,
10,2,3,se,se,PRO:pers,21,soi1_S,1,Sub,Sub,si3,,C/(e)\
11,2,4,je,je,PRO:pers,22,je_S,1,Prn,Prn$,1ps,s,C/(e)\
12,2,5,di,di,VER,23,dire_+MI,1,Vfin,Vfin,dire,,C/V\
13,2,6,aucune,aucune,DET:ind,24,aucun_S,1,QIs,QIs,aucun,,/V\.'C/V\.C/(e)\
14,2,7,chose,chose,NOM,25,chose_+CIT,1,N,N,,,'C/V\.C/(e)\
15,3,1,qui,qui,PROCON,79,qui_S,1,Qux,Qux,qui,s,C/V\
16,3,2,puist,puist,VER,80,pöoir_+I,1,Vfin,Vfin,pouvoir2,,C/V\
17,3,3,dire,dire,VER,81,dire_+MIT,1,Vinf,Vinf,dire,,'C/V\.C/(e)\
18,3,4,a,a,PRE,82,a_S,1,Pre,Pre,à,,/V\
19,3,5,la,la,DET:def,83,le_S,1,Det,Det,le,,C/V\
20,3,6,volenté,volenté,NOM,84,volenté_+IT,1,N,N,,,C/V\.C/V\.'C/V\
21,4,1,car,car,CON:coord,111,car_S,1,Crd,Crd,car,,C/V\
22,4,2,je,je,PRO:pers,112,je_S,1,Prn,Prn$,1ps,s,C/(e)\
23,4,3,l',l',PRO:pers,113,il_S,1,Prn,Prn$$,3p,c,C/\
24,4,4,ay,ay,VER,114,aidier|avoir_+Md|+CMI,1,Vfin,Vfin,avoir1,,/V\
25,4,5,fait,fait,VER,115,faire|farre_+CMI|M,1,Vpp,Vpp,faire,,C/V\
26,4,6,a,a,PRE,116,a_S,1,Pre,Pre,à,,/V\
27,4,7,la,la,DET:def,117,le_S,1,Det,Det,le,,C/V\
28,4,8,priere,priere,NOM,118,priiere_+CI,1,N,N,,,C/V\.'C/V\.C/(e)\
29,5,1,et,et,CON:coord,119,et_S,1,Crd,Crd,et,,/V\
30,5,2,requeste,requeste,NOM,120,requeste_+CIT,1,N,N,,,C/V\.'C/V\.C/(e)\
31,5,3,d',d',PRE,121,de_+S,1,Pre,Pre,de,,C/\
32,5,4,un,un,DET:ndf,122,un_S,1,QIs,QIs,un,,/V\
33,5,5,mien,mien,ADJ:poss,123,mien_S,1,Adj,Adj,mon1,,C/V\
34,5,6,seigneur,seigneur,NOM,124,seignor_+CI,1,N,N,,,C/V\.'C/V\
35,6,1,car,car,CON:coord,155,car_S,1,Crd,Crd,car,,C/V\
36,6,2,la,la,DET:def,156,le_S,1,Det,Det,le,,C/V\
37,6,3,matiere,matiere,NOM,157,matiere_+T,1,N,N,,,C/V\.'C/V\.C/(e)\
38,6,4,est,est,VER,158,ester|estre1_+M|+I,1,Vfin,Vfin,être1|ester,,/V\
39,6,5,delitable,delitable,ADJ,159,delitable_+IT,1,Adj,Adj,,,C/V\.C/V\.'C/V\.C/(e)\
40,7,1,et,et,CON:coord,162,et_S,1,Crd,Crd,et,,/V\
41,7,2,proufitable,proufitable,ADJ,163,porfitable_*+T,1,Adj,Adj,,,C/V\.C/V\.'C/V\.C/(e)\
42,7,3,a,a,PRE,164,a_S,1,Pre,Pre,à,,/V\
43,7,4,retenir,retenir,VER,165,retenir|tenir_+IT|M,1,Vinf,Vinf,retenir,,C/V\.C/e\.'C/V\
44,8,1,qui,qui,PROCON,175,qui_S,1,Qux,Qux,qui,s,C/V\
45,8,2,jadiz,jadiz,ADV,176,jadis_+C,1,Adv,Adv,jadis,,C/V\.'C/V\
46,8,3,furent,furent,VER,177,estre1|estre_+I|CMI,1,Vfin,Vfin,être1|ester,,'C/V\.C/e\
47,8,4,n',n',PRO:clit,178,en2_S,1,Neg,Neg$$,ne1,,C/\
48,8,5,en,en,PRO:clit,179,en2_S,1,Prn,Prn$$,en2,,/V\
49,8,6,ont,ont,VER,180,avoir|devoir_+CIM|+M,1,Vfin,Vfin,avoir1,,/V\
50,8,7,fait,fait,VER,181,faire|farre_+CMI|M,1,Vpp,Vpp,faire,,C/V\
51,9,1,n',n',PRO:clit,178,en2_S,1,Neg,Neg$$,ne1,,C/\
52,9,2,en,en,PRO:clit,179,en2_S,1,Prn,Prn$$,en2,,/V\
53,9,3,ont,ont,VER,180,avoir|devoir_+CIM|+M,1,Vfin,Vfin,avoir1,,/V\
54,9,4,fait,fait,VER,181,faire|farre_+CMI|M,1,Vpp,Vpp,faire,,C/V\
55,9,5,plus,plus,ADV,182,plus_CI,1,Adv,Adv,plus,,C/V\
56,9,6,grant,grant,ADJ,183,grant_+CIT,1,Adj,Adj,grand,,C/V\
57,9,7,mencion,mencion,NOM,184,mencïon_+IdTd,1,N,N,,,C/V\.C/{V}\.'/V\
58,10,1,Car,car,CON:coord,236,car_S,1,Crd,Crd,car,,C/V\
59,10,2,adonques,adonques,ADV,237,adonc|adonques_+IT|G,1,Adv,Adv,adonc,,/V\.'C/V\.C/e\
60,10,3,les,les,DET:def,238,le_S,1,Det,Det,le,,C/V\
61,10,4,roys,roys,NOM,239,roi2|rois1|rois2|roix_+I|+T|+T|+T,1,N,N,,,C/V\
62,10,5,",",",",PON,240,",",1,Pnc,Pnc,,,
63,10,6,ducs,ducs,NOM,241,duc1|duc2_*+T|+IT,1,N,N,,&,C/V\
64,10,7,",",",",PON,242,",",1,Pnc,Pnc,,,
65,10,8,princes,princes,NOM,243,prince_+C,1,N,N,,&,'C/V\.C/e\
66,11,1,princes,princes,NOM,243,prince_+C,1,N,N,,&,'C/V\.C/e\
67,11,2,et,et,CON:coord,244,et_S,1,Crd,Crd,et,,/V\
68,11,3,autres,autres,ADJ,245,autre_CI,1,Adj,Adj,autre,,'/V\.C/e\
69,11,4,grans,grans,ADJ,246,grant_+I,1,Adj,Adj,grand,,C/V\
70,11,5,seigneurs,seigneurs,NOM,247,seignor_+C,1,N,N,,,C/V\.'C/V\
71,12,1,a,a,PRE,271,a_S,1,Pre,Pre,à,,/V\
72,12,2,besongner,besongner,ADJ,272,<unknown>,1,Vinf,Vinf,,,C/V\.C/V\.'C/V\
73,12,3,",",",",PON,273,",",1,Pnc,Pnc,,,
74,12,4,fors,fors,ADV,274,fors2|fuer1_+T|+T,1,PrA,PrA,hors,,C/V\
75,12,5,que,que,PROCON,275,que3_S,1,Sub,Sub,que,,C/(e)\
76,12,6,de,de,PRE,276,de_+S,1,Pre,Pre,de,,C/(e)\
77,12,7,faire,faire,VER,277,faire_+MIT,1,Vinf,Vinf,faire,,'C/V\.C/(e)\
78,13,1,et,et,CON:coord,304,et_S,1,Crd,Crd,et,,/V\
79,13,2,courtoisie,courtoisie,NOM,305,cortoisie_+C,1,N,N,,,C/V\.C/V\.'C/V\./(e)\
80,13,3,si,si,ADV,306,si_+IT,1,Adv,Adv,si4,,C/V\
81,13,4,perie,perie,VER,307,perir_+IM,1,Vpp,Vpp,,,C/V\.'C/V\./(e)\
82,14,1,et,et,CON:coord,327,et_S,1,Crd,Crd,et,,/V\
83,14,2,ce,ce,PRO:invar,328,ce1_S,1,Prn,Prn,ce1,s,C/(e)\
84,14,3,toult,toult,VER,329,toldre|tollir|toudre_M|M|M,1,Vfin,Vfin,tolir,,C/V\
85,14,4,aux,aux,PREDET:a,330,a+le_S,1,Pre+Det,Pre+Det,à+le,,/V\
86,14,5,bons,bons,ADJ,331,bon_+CI,1,Adj,Adj,bon,,C/V\
87,14,6,entendeurs,entendeurs,NOM,332,<unknown>,1,N,N,,,/V\.C/V\.'C/V\
88,15,1,de,de,PRE,333,de_+S,1,Pre,Pre,de,,C/(e)\
89,15,2,faire,faire,VER,334,faire_+MIT,1,Vinf,Vinf,faire,,'C/V\.C/(e)\
90,15,3,aucune,aucune,DET:ind,335,aucun_S,1,QIs,QIs,aucun,,/V\.'C/V\.C/(e)\
91,15,4,bonne,bonne,ADJ,336,bon_+C,1,Adj,Adj,bon,,'C/V\.C/(e)\
92,15,5,chose,chose,NOM,337,chose_+CIT,1,N,N,,,'C/V\.C/(e)\
93,16,1,qu',qu',PROCON,344,que1|que2|que3|que4_S|S|S|S,1,Qux,Qux,que,c,C/\
94,16,2,ilz,ilz,PRO:pers,345,il_S,1,Prn,Prn$,3p,s,/V\
95,16,3,se,se,PRO:pers,346,soi1_S,1,Prn,Prn$$,soi,,C/(e)\
96,16,4,voulsissent,voulsissent,VER,347,<unknown>,1,Vfin,Vfin,vouloir,,C/V\.'C/V\.C/e\
97,16,5,traveillier,traveillier,VER,348,travaillier_+IT,1,Vinf,Vinf,,,C/V\.C/V\.'C/V\
98,17,1,car,car,CON:coord,369,car_S,1,Crd,Crd,car,,C/V\
99,17,2,de,de,PRE,370,de_+S,1,Pre,Pre,de,,C/(e)\
100,17,3,tant,tant,ADV,371,tant_CI,1,QIs,QIs,tant,,C/V\
101,17,4,comme,comme,VER,372,commer_M,1,Sub,Sub,comme,,'C/V\.C/(e)\
102,17,5,la,la,DET:def,373,le_S,1,Det,Det,le,,C/V\
103,17,6,personne,personne,NOM,374,persone_+C,1,N,N,,,C/V\.'C/V\.C/(e)\
104,18,1,et,et,CON:coord,393,et_S,1,Crd,Crd,et,,/V\
105,18,2,de,de,PRE,394,de_+S,1,Pre,Pre,de,,C/(e)\
106,18,3,plus,plus,ADV,395,plus_CI,1,Adv,Adv,plus,,C/V\
107,18,4,grant,grant,ADJ,396,grant_+CIT,1,Adj,Adj,grand,,C/V\
108,18,5,auttorité,auttorité,VER,397,<unknown>,1,N,N,,,/V\.C/V\.C/V\.'C/V\
109,19,1,et,et,CON:coord,429,et_S,1,Crd,Crd,et,,/V\
110,19,2,avecques,avecques,PRE,430,avuec_S,1,PrA,PrA,avec,,/V\.'C/V\.C/e\
111,19,3,ce,ce,PRO:invar,431,ce1_S,1,Prn,Prn,ce1,,C/(e)\
112,19,4,la,la,DET:def,432,le_S,1,Det,Det,le,,C/V\
113,19,5,matiere,matiere,NOM,433,matiere_+T,1,N,N,,,C/V\.'C/V\.C/(e)\
114,20,1,Salemon,salemon,NPR,485,salomon_I|Z,1,N,N,,&,C/V\.C/e\.'C/V\
115,20,2,et,et,CON:coord,486,et_S,1,Crd,Crd,et,,/V\
116,20,3,autres,autres,ADJ,487,autre_CI,1,Adj,Adj,autre,,'/V\.C/e\
117,20,4,pluseurs,pluseurs,PRO:ind,488,plusor_S,1,QIs,QIs,plusieurs,,C/V\.'C/V\
118,21,1,qui,qui,PROCON,516,qui_S,1,Qux,Qux,qui,,C/V\
119,21,2,pourroit,pourroit,VER,517,pooir|pouvoir_C|M,1,Vfin,Vfin,pouvoir2,,C/V\.'C/V\
120,21,3,estre,estre,VER,518,entr'estre|estre1_+M|+IT,1,Vinf,Vinf,être1|ester,,'/V\.C/(e)\
121,21,4,converti,converti,VER,519,convertir_+M,1,Vpp,Vpp,,,C/V\.C/V\.'C/V\
122,22,1,converti,converti,VER,519,convertir_+M,1,Vpp,Vpp,,,C/V\.C/V\.'C/V\
123,22,2,a,a,PRE,520,a_S,1,Pre,Pre,à,,/V\
124,22,3,l',l',DET:def,521,le_S,1,Det,Det,le,,C/\
125,22,4,onneur,onneur,NOM,522,onor_*+IT,1,N,N,,,/V\.'C/V\
126,22,5,du,du,PREDET:de,523,de+le_S,1,Pre+Det,Pre+Det,de+le,,C/V\
127,22,6,corps,corps,NOM,524,cors_C,1,N,N,,,C/V\
128,23,1,du,du,PREDET:de,523,de+le_S,1,Pre+Det,Pre+Det,de+le,,C/V\
129,23,2,corps,corps,NOM,524,cors_C,1,N,N,,,C/V\
130,23,3,et,et,CON:coord,525,et_S,1,Crd,Crd,et,,/V\
131,23,4,au,au,PREDET:a,526,a+le_S,1,Pre+Det,Pre+Det,à+le,,/V\
132,23,5,proufit,proufit,NOM,527,porfit2_*T,1,N,N,,,C/V\.'C/V\
133,23,6,de,de,PRE,528,de_+S,1,Pre,Pre,de,,C/(e)\
134,23,7,l',l',DET:def,529,le_S,1,Det,Det,le,,C/\
135,23,8,ame,ame,NOM,530,ame_+CGIT,1,N,N,,,'/V\.C/(e)\
136,24,1,se,se,PRO:invar,551,ce1_S,1,Sub,Sub,si3,,C/(e)\
137,24,2,je,je,PRO:pers,552,je_S,1,Prn,Prn$,1ps,s,C/(e)\
138,24,3,vous,vous,PRO:pers,553,vos1_S,1,Prn,Prn$$,2pp,,C/V\
139,24,4,vouloye,vouloye,VER,554,voloir_*+I,1,Vfin,Vfin,vouloir,,C/V\.'C/V\./(e)\
140,24,5,compter,compter,VER,555,conter_+Z,1,Vinf,Vinf,,,C/V\.'C/V\
141,25,1,comment,comment,ADV,556,coment1|coment_*+T|I,1,Qux,Qux,comment,,C/V\.'C/V\
142,25,2,Adam,adam,NPR,557,adam_Z,1,N,N,,s,/V\.'C/V\
143,25,3,menga,menga,VER,558,mangier_*+I,1,Vfin,Vfin,manger,,C/V\.'C/V\
144,25,4,la,la,DET:def,559,le_S,1,Det,Det,le,,C/V\
145,25,5,pomme,pomme,NOM,560,pome_*+IT,1,N,N,,,'C/V\.C/(e)\
146,26,1,pour,pour,PRE,584,por2_+S,1,Pre,Pre,pour,,C/V\
147,26,2,la,la,DET:def,585,le_S,1,Det,Det,le,,C/V\
148,26,3,grant,grant,ADJ,586,grant_+CIT,1,Adj,Adj,grand,,C/V\
149,26,4,euvre,euvre,NOM,587,uevre_+Z,1,N,N,,,'/V\.C/(e)\
150,26,5,de,de,PRE,588,de_+S,1,Pre,Pre,de,,C/(e)\
151,26,6,Babel,babel,NPR,589,<nolem>,1,N,N,,,C/V\.'C/V\
152,27,1,a,a,PRE,611,a_S,1,Pre,Pre,à,,/V\
153,27,2,m',m',DET:poss,612,mon1_S,1,Det,Det,mon1,,C/\
154,27,3,entente,entente,NOM,613,entente_+IT,1,N,N,,,/V\.'C/V\.C/(e)\
155,27,4,et,et,CON:coord,614,et_S,1,Crd,Crd,et,,/V\
156,27,5,a,a,PRE,615,a_S,1,Pre,Pre,à,,/V\
157,27,6,la,la,DET:def,616,le_S,1,Det,Det,le,,C/V\
158,27,7,matiere,matiere,NOM,617,matiere_+T,1,N,N,,,C/V\.'C/V\.C/(e)\
159,28,1,pour,pour,PRE,618,por2_+S,1,Pre,Pre,pour,,C/V\
160,28,2,quoy,quoy,PRO:invar,619,coi2_S,1,Qux,Qux,que,,C/V\
161,28,3,j',j',PRO:pers,620,je_S,1,Prn,Prn$,1ps,s,C/\
162,28,4,ay,ay,VER,621,aidier|avoir_+Md|+CMI,1,Vfin,Vfin,avoir1,,/V\
163,28,5,ce,ce,DET:demo,622,cel|cist_S|S,1,Dem,Dem,cist,,C/(e)\
164,28,6,livre,livre,NOM,623,lievre|livre2|livre3_+T|+IT|+IT,1,N,N,,,'C/V\.C/(e)\
165,28,7,entrepris,entrepris,VER,624,entreprendre_+I,1,Vpp,Vpp,entreprendre,,/V\.C/e\.'C/V\
166,29,1,est,est,VER,631,ester|estre1_+M|+I,2,Vfin,Vfin,être1|ester,,/V\
167,29,2,que,que,PROCON,632,que3_S,2,Sub,Sub,que,,C/(e)\
168,29,3,depuis,depuis,PRE,633,depuis_S,2,PrA,PrA,depuis,,C/V\.'C/V\
169,29,4,que,que,PROCON,634,que3_S,2,Sub,Sub,que,,C/(e)\
170,29,5,la,la,DET:def,635,le_S,2,Det,Det,le,,C/V\
171,29,6,cité,cité,NOM,636,cité_+IT,2,N,N,,,C/V\.'C/V\
172,30,1,a,a,PRE,649,a_S,2,Pre,Pre,à,,/V\
173,30,2,l',l',DET:def,650,le_S,2,Det,Det,le,,C/\
174,30,3,aide,aide,NOM,651,äie_+IdTd,2,N,N,,,'/V\.C/(e)\
175,30,4,de,de,PRE,652,de_+S,2,Pre,Pre,de,,C/(e)\
176,30,5,Romus,romus,NPR,653,<unknown>,2,N,N,,,C/V\.'C/V\
177,30,6,son,son,DET:poss,654,son4_S,2,Det,Det,son4,,C/V\
178,30,7,frere,frere,NOM,655,frere_+CIT,2,N,N,,,'C/V\.C/(e)\
179,31,1,si,si,ADV,721,si_+IT,2,Adv,Adv,si4,,C/V\
180,31,2,que,que,PROCON,722,que3_S,2,Sub,Sub,que,,C/(e)\
181,31,3,l',l',PRO:pers,723,il_S,2,Det,Det,le,,C/\
182,31,4,en,en,PRO:clit,724,en2_S,2,Prn,Prn$,en2,,/V\
183,31,5,l',l',PRO:pers,725,il_S,2,Prn,Prn$$,3p,c,C/\
184,31,6,appeloit,appeloit,VER,726,apeler_+M,2,Vfin,Vfin,appeler,,/V\.C/e\.'C/V\
185,31,7,le,le,DET:def,727,le_S,2,Det,Det,le,,C/(e)\
186,31,8,chief,chief,NOM,728,chief1|chief2_+IT|+T,2,N,N,,,C/V\
187,32,1,qui,qui,PROCON,749,qui_S,3,Qux,Qux,qui,s,C/V\
188,32,2,vont,vont,VER,750,aler_+MI,3,Vfin,Vfin,aller,,C/V\
189,32,3,en,en,PRO:clit,751,en2_S,3,Pre,Pre,en1,,/V\
190,32,4,admenuisant,admenuisant,VER,752,<unknown>,3,Vprs,Vprs,,,/V\.C/V\.C/V\.C/V\.'C/V\
191,33,1,est,est,VER,758,ester|estre1_+M|+I,3,Vfin,Vfin,être1|ester,,/V\
192,33,2,la,la,DET:def,759,le_S,3,Det,Det,le,,C/V\
193,33,3,seignourie,seignourie,NOM,760,seignorie_*+CIT,3,N,N,,,C/V\.C/V\.'C/V\./(e)\
194,33,4,de,de,PRE,761,de_+S,3,Pre,Pre,de,,C/(e)\
195,33,5,Romme,romme,NPR,762,rome_Z,3,N,N,,,'C/V\.C/(e)\
196,34,1,amenuisee,amenuisee,VER,763,<unknown>,3,Vpp,Vpp,,,/V\.C/e\.C/V\.'C/V\./(e)\
197,34,2,et,et,CON:coord,764,et_S,3,Crd,Crd,et,,/V\
198,34,3,abaissee,abaissee,VER,765,abaissier_*+M,3,Vpp,Vpp,,,/V\.C/V\.'C/V\./(e)\
199,35,1,sur,sur,PRE,787,sor2_+S,3,PrA,PrA,sur,,C/V\
200,35,2,tout,tout,DET:ind,788,tot_S,3,QIs,QIs,tout,,C/V\
201,35,3,le,le,DET:def,789,le_S,3,Det,Det,le,,C/(e)\
202,35,4,peuple,peuple,NOM,790,pueple_+T,3,N,N,,,'C/V\.C/(e)\
203,35,5,crestien,crestien,NOM,791,crestiien_IIdT,3,Adj,Adj,,,C/V\.C/{V}\.'/V\
204,36,1,qui,qui,PROCON,813,qui_S,3,Qux,Qux,qui,s,C/V\
205,36,2,maintenoient,maintenoient,VER,814,tenir_*M,3,Vfin,Vfin,maintenir,,C/V\.C/e\.'C/V\./e\
206,36,3,les,les,DET:def,815,le_S,3,Det,Det,le,,C/V\
207,36,4,grans,grans,ADJ,816,grant_+I,3,Adj,Adj,grand,,C/V\
208,36,5,guerres,guerres,NOM,817,guerre_+I,3,N,N,,,'C/V\.C/e\
209,37,1,Cesar,cesar,NPR,837,cesar_I|Z,3,N,N,,,C/V\.'C/V\
210,37,2,",",",",PON,838,",",3,Pnc,Pnc,,,
211,37,3,Augustus,augustus,NPR,839,augustus_Z,3,N,N,,&,/V\.C/V\.'C/V\
212,37,4,",",",",PON,840,",",3,Pnc,Pnc,,,
213,37,5,Constantins,constantins,NPR,841,<nolem>,3,N,N,,&,C/V\.C/V\.'C/V\
214,38,1,et,et,CON:coord,842,et_S,3,Crd,Crd,et,,/V\
215,38,2,autres,autres,ADJ,843,autre_CI,3,Adj,Adj,autre,,'/V\.C/e\
216,38,3,pluseurs,pluseurs,DET:ind,844,plusor_S,3,QIs,QIs,plusieurs,,C/V\.'C/V\
217,38,4,empereurs,empereurs,NOM,845,emperëor_*+Id,3,N,N,,,/V\.C/e\.'C/V\
218,39,1,et,et,CON:coord,879,et_S,4,Crd,Crd,et,,/V\
219,39,2,prisiee,prisiee,VER,880,prisier_+I,4,Vpp,Vpp,prisier,,C/V\.'C/V\./e\
220,39,3,entre,entre,PRE,881,entre2_+S,4,PrA,PrA,entre,,'/V\.C/(e)\
221,39,4,les,les,DET:def,882,le_S,4,Det,Det,le,,C/V\
222,39,5,autres,autres,ADJ,883,autre_CI,4,Adj,Adj,autre,,'/V\.C/e\
223,40,1,Il,il,PRO:pers,885,il_S,4,Prn,Prn$,3p,s,/V\
224,40,2,y,y,PRO:clit,886,i2_S,4,Prn,Prn$$,y,,/V\
225,40,3,ot,ot,VER,887,avoir|öir_+IM|+I,4,Vfin,Vfin,avoir1|ouïr,,/V\
226,40,4,un,un,DET:ndf,888,un_S,4,QIs,QIs,un,,/V\
227,40,5,empereur,empereur,NOM,889,emperëor_+Id,4,N,N,,,/V\.C/V\.C/(V)\.'/V\
228,41,1,qui,qui,PROCON,899,qui_S,4,Qux,Qux,qui,s,C/V\
229,41,2,tout,tout,DET:ind,900,tot_S,4,QIs,QIs,tout,,C/V\
230,41,3,l',l',DET:def,901,le_S,4,Det,Det,le,,C/\
231,41,4,empire,empire,NOM,902,empire_+IT,4,N,N,,,/V\.'C/V\.C/(e)\
232,41,5,aprés,aprés,ADV,903,après_I,4,PrA,PrA,après,,/V\.'C/V\
233,41,6,la,la,DET:def,904,le_S,4,Det,Det,le,,C/V\
234,41,7,mort,mort,NOM,905,mort_+CIT,4,N,N,,,C/V\
235,42,1,Au,au,PREDET:a,914,a+le_S,4,Pre+Det,Pre+Det,à+le,,/V\
236,42,2,temps,temps,NOM,915,tens_+CT,4,N,N,,,C/V\
237,42,3,de,de,PRE,916,de_+S,4,Pre,Pre,de,,C/(e)\
238,42,4,cel,cel,DET:demo,917,cel_S,4,Dem,Dem,cil,,C/V\
239,42,5,empereur,empereur,NOM,918,emperëor_+Id,4,N,N,,,/V\.C/V\.C/(V)\.'/V\
240,43,1,pour,pour,PRE,923,por2_+S,4,Pre,Pre,pour,,C/V\
241,43,2,quoy,quoy,PRO:invar,924,coi2_S,4,Qux,Qux,que,,C/V\
242,43,3,j',j',PRO:pers,925,je_S,4,Prn,Prn$,1ps,s,C/\
243,43,4,ay,ay,VER,926,aidier|avoir_+Md|+CMI,4,Vfin,Vfin,avoir1,,/V\
244,43,5,ce,ce,DET:demo,927,cel|cist_S|S,4,Dem,Dem,cist,,C/(e)\
245,43,6,livre,livre,NOM,928,lievre|livre2|livre3_+T|+IT|+IT,4,N,N,,,'C/V\.C/(e)\
246,43,7,entrepris,entrepris,VER,929,entreprendre_+I,4,Vpp,Vpp,entreprendre,,/V\.C/e\.'C/V\
247,44,1,et,et,CON:coord,931,et_S,4,Crd,Crd,et,,/V\
248,44,2,le,le,PRO:pers,932,il_S,4,Prn,Prn$$,3p,c,C/(e)\
249,44,3,mist,mist,VER,933,manoir|metre|mettre_M|CIM|M,4,Vfin,Vfin,mettre,,C/V\
250,44,4,en,en,PRO:clit,934,en2_S,4,Pre,Pre,en1,,/V\
251,44,5,escript,escript,VER,935,escrire_+CZ,4,N,N,,,/V\.'C/V\
252,44,6,un,un,DET:ndf,936,un_S,4,QIs,QIs,un,,/V\
