wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,para_id,syntag,syntag2,lemma,lemma_auto,NCA_src,NCA_line,synfunc,NCA_taggerpos,syllabified
1,1,1,envoia,envoia,VER:simp:3:sg,4,12,Vfin,Vfin,envoyer,envoiier,+IM,2,,VER,/V\.C/V\.'C/V\
2,1,2,thiebauz,thiebauz,NPR:suj:masc:sg,5,12,N,N,,UNKNOWN,C,2,,NPR,C/V\.C/e\.'C/V\
3,1,3,li,li,DET:def:suj:masc:sg,6,12,Det,Det,le,le,CST,3,,DET:def,C/V\
4,1,4,quens,quens,NOM:suj:masc:sg,7,12,N,N,,conte1|conte,+T|I,3,,NOM,C/V\
5,2,1,de,de,PRE,8,12,Pre,Pre,de,de,+CIST,3,,PRE,C/(e)\
6,2,2,campaigne,campaigne,NPR:obj:femi:sg,9,12,N,N,,campaigne|champaigne,Z|Z,3,,NPR,C/V\.'C/V\.C/(e)\
7,2,3,et,et,CON:coord,10,12,Crd,Crd,et,et,ST,3,,CON:coord,/V\
8,2,4,de,de,PRE,11,12,Pre,Pre,de,de,+CIST,3,,PRE,C/(e)\
9,2,5,brie,brie,NPR:obj:femi:sg,12,12,N,N,,UNKNOWN,C,4,,NPR,'C/V\./(e)\
10,2,6,.ii.,.ii.,ADJ:card,13,12,QIs,QIs,2,deus|ii,*I|C,4,,ADJ:card,C/V\
11,3,1,.ii.,.ii.,ADJ:card,13,12,QIs,QIs,2,deus|ii,*I|C,4,,ADJ:card,C/V\
12,3,2,et,et,CON:coord,14,12,Crd,Crd,et,et,ST,4,,CON:coord,/V\
13,3,3,baudoins,baudoins,NPR:suj:masc:sg,15,12,N,N,,baudoin,Z,4,,NPR,C/V\.'C/V\
14,3,4,li,li,DET:def:suj:masc:sg,16,12,Det,Det,le,le,CST,4,,DET:def,C/V\
15,3,5,quens,quens,NOM:suj:masc:sg,17,12,N,N,,conte1|conte,+T|I,4,,NOM,C/V\
16,3,6,de,de,PRE,18,12,Pre,Pre,de,de,+CIST,5,,PRE,C/(e)\
17,3,7,flandres,flandres,NPR:obj:femi:pl,19,12,N,N,,flandres,I|Z,5,,NPR,'C/V\.C/e\
18,4,1,.ii.,.ii.,ADJ:card,22,12,QIs,QIs,2,deus|ii,*I|C,5,,ADJ:card,C/V\
19,4,2,et,et,CON:coord,23,12,Crd,Crd,et,et,ST,5,,CON:coord,/V\
20,4,3,lois,loïs,NPR:suj:masc:sg,24,12,N,N,,loi3|loi|loëiz,+I|I|Td,6,,NOM,C/V\.'C/V\
21,4,4,li,li,DET:def:suj:masc:sg,25,12,Det,Det,le,le,CST,6,,DET:def,C/V\
22,4,5,quens,quens,NOM:suj:masc:sg,26,12,N,N,,conte1|conte,+T|I,6,,NOM,C/V\
23,4,6,de,de,PRE,27,12,Pre,Pre,de,de,+CIST,6,,PRE,C/(e)\
24,4,7,blois,blois,NPR:obj:masc:sg,28,12,N,N,,blois,Z,6,,NPR,C/V\
25,5,1,et,et,CON:coord,23,12,Crd,Crd,et,et,ST,5,,CON:coord,/V\
26,5,2,lois,loïs,NPR:suj:masc:sg,24,12,N,N,,loi3|loi|loëiz,+I|I|Td,6,,NOM,C/V\.'C/V\
27,5,3,li,li,DET:def:suj:masc:sg,25,12,Det,Det,le,le,CST,6,,DET:def,C/V\
28,5,4,quens,quens,NOM:suj:masc:sg,26,12,N,N,,conte1|conte,+T|I,6,,NOM,C/V\
29,5,5,de,de,PRE,27,12,Pre,Pre,de,de,+CIST,6,,PRE,C/(e)\
30,5,6,blois,blois,NPR:obj:masc:sg,28,12,N,N,,blois,Z,6,,NPR,C/V\
31,5,7,.ii.,.ii.,ADJ:card,29,12,QIs,QIs,2,deus|ii,*I|C,6,,ADJ:card,C/V\
32,6,1,entierement,entierement,ADV,80,13,Adv,Adv,,entierement,*C,17,,ADV,/V\.C/V\.C/e\.'C/V\
33,6,2,en,en,PRE,81,13,Pre,Pre,en1,en1|en,+IST|CI,17,,PRE,/V\
34,6,3,tel,tel,ADJ:obj:femi:sg,82,13,Adj,Adj,tel,tel,+CIT,17,,ADJ,C/V\
35,6,4,maniere,maniere,NOM:obj:femi:sg,83,13,N,N,,maniere,+CIT,17,,NOM,C/V\.'C/V\.C/(e)\
36,7,1,ensi,ensi,ADV,118,14,Adv,Adv,ainsi,ainsi,+IT,24,,ADV,/V\.'C/V\
37,7,2,murent,murent,VER:simp:3:pl,119,14,Vfin,Vfin,mouvoir,movoir,+I,24,,VER,'C/V\.C/e\
38,7,3,li,li,DET:def:suj:masc:pl,120,14,Det,Det,le,le,CST,24,,DET:def,C/V\
39,7,4,.vi.,.vi.,ADJ:card,121,14,QIs,QIs,6,deus|ii,*I|C,24,,ADJ:card,C/V\
40,7,5,message,message,NOM:suj:masc:pl,122,14,N,N,,message1|message2|message3,+IT|+IT|+T,24,,NOM,C/V\.'C/V\.C/(e)\
41,8,1,lor,lor,DET:poss:suj:masc:sg,135,14,Det,Det,leur2,lor2|lor,S|C,27,,DET:poss,C/V\
42,8,2,consaux,consaux,NOM:suj:masc:sg,136,14,N,N,,UNKNOWN,,27,,NOM,C/V\.'C/V\
43,8,3,entr,entr,PRE,137,14,PrA,PrA,entre,entre2,+S,27,,PRE,/V\
44,8,4,aus,aus,PRO:pers:acc:3:masc:pl:bet,138,14,Prn,Prn,3p,il,CS,27,,PRO:pers,/V\
45,8,5,acordez,acordez,VER:pper:masc:pl,139,14,Vpp,Vpp,,acorder,+I,28,,VER,/V\.C/V\.'C/V\
46,9,1,entr,entr,PRE,137,14,PrA,PrA,entre,entre2,+S,27,,PRE,/V\
47,9,2,aus,aus,PRO:pers:acc:3:masc:pl:bet,138,14,Prn,Prn,3p,il,CS,27,,PRO:pers,/V\
48,9,3,acordez,acordez,VER:pper:masc:pl,139,14,Vpp,Vpp,,acorder,+I,28,,VER,/V\.C/V\.'C/V\
49,9,4,que,que,PROCON,140,14,Sub,Sub,que,que2|que3|que,T|S|C,28,,PROCON,C/(e)\
50,9,5,en,en,PRE,141,14,Pre,Pre,en1,en1|en,+IST|CI,28,,PRE,/V\
51,9,6,venise,venise,NPR:obj:masc:sg,142,14,N,N,,venise,Z,28,,NPR,C/V\.'C/V\.C/(e)\
52,10,1,de,de,PRE,148,14,Pre,Pre,de,de,+CIST,29,,PRE,C/(e)\
53,10,2,vaisiax,vaisiax,NOM:obj:masc:pl,149,14,N,N,,UNKNOWN,,29,,NOM,C/V\.'C/V\
54,10,3,que,que,PROCON,150,14,Sub,Sub,que,que2|que3|que,T|S|C,30,,PROCON,C/(e)\
55,10,4,a,a,PRE,151,14,Pre,Pre,à,a3|a,+T|CGIS,30,,PRE,/V\
56,10,5,nul,nul,DET:ind:obj:masc:sg,152,14,QIs,QIs,nul,nul,CS,30,,DET:ind,C/V\
57,10,6,autre,autre,ADJ:obj:masc:sg,153,14,Adj,Adj,autre,autre,CIId,30,,ADJ,'/V\.C/(e)\
58,10,7,port,port,NOM:obj:masc:sg,154,14,N,N,,port1|port2,+T|+IT,30,,NOM,C/V\
59,11,1,de,de,PRE,171,15,Pre,Pre,de,de,+CIST,34,,PRE,C/(e)\
60,11,2,venise,venise,NPR:obj:masc:sg,172,15,N,N,,venise,Z,34,,NPR,C/V\.'C/V\.C/(e)\
61,11,3,qui,qui,PROCON,173,15,Qux,Qux,qui,qui,CST,34,s,PROCON,C/V\
62,11,4,ot,ot,VER:simp:3:sg,174,15,Vfin,Vfin,avoir1|ouïr,avoir|öir,+IM|+I,34,,VER,/V\
63,11,5,a,a,PRE,175,15,Pre,Pre,à,a3|a,+T|CGIS,34,,PRE,/V\
64,11,6,nom,nom,NOM:obj:masc:sg,176,15,N,N,,nom,+CIT,35,,NOM,C/V\
65,12,1,qui,qui,PROCON,173,15,Qux,Qux,qui,qui,CST,34,s,PROCON,C/V\
66,12,2,ot,ot,VER:simp:3:sg,174,15,Vfin,Vfin,avoir1|ouïr,avoir|öir,+IM|+I,34,,VER,/V\
67,12,3,a,a,PRE,175,15,Pre,Pre,à,a3|a,+T|CGIS,34,,PRE,/V\
68,12,4,nom,nom,NOM:obj:masc:sg,176,15,N,N,,nom,+CIT,35,,NOM,C/V\
69,12,5,henris,henris,NPR:suj:masc:sg,177,15,N,N,,henri,C|Z,35,,NPR,C/V\.'C/V\
70,12,6,dandole,dandole,NPR:suj:masc:sg,178,15,N,N,,UNKNOWN,,35,,NPR,C/V\.'C/V\.C/(e)\
71,13,1,et,et,CON:coord,196,15,Crd,Crd,et,et,ST,37,,CON:coord,/V\
72,13,2,les,les,PRO:pers:acc:3:masc:pl,197,15,Prn,Prn$$,3p,il,CIST,37,c,PRO:pers,C/V\
73,13,3,virent,virent,VER:simp:3:pl,198,15,Vfin,Vfin,voir1,vëoir,+I,38,,VER,'C/V\.C/e\
74,13,4,mult,mult,ADV,199,15,QIs,QIs,moult,mout,I,38,,ADV,C/V\
75,13,5,volentiers,volentiers,ADV,200,15,Adv,Adv,volentiers,volentiers,+IT,38,,ADV,C/V\.C/V\.'C/V\
76,14,1,et,et,CON:coord,201,15,Crd,Crd,et,et,ST,38,,CON:coord,/V\
77,14,2,quant,quant,ADV,202,15,Sub,Sub,quand,cant,CI,38,,ADV,C/V\
78,14,3,il,il,PRO:pers:suj:3:masc:pl,203,15,Prn,Prn$,3p,il,CIST,39,s,PRO:pers,/V\
79,14,4,baillerent,baillerent,VER:simp:3:pl,204,15,Vfin,Vfin,bailler,baillier,+M,39,,VER,C/V\.'C/V\.C/e\
80,14,5,les,les,DET:def:obj:femi:pl,205,15,Det,Det,le,le,CST,39,,DET:def,C/V\
81,14,6,letres,letres,NOM:obj:femi:pl,206,15,N,N,,letre,+CI,39,,NOM,'C/V\.C/e\
82,15,1,il,il,PRO:pers:suj:3:masc:pl,216,15,Prn,Prn$,3p,il,CIST,41,s,PRO:pers,/V\
83,15,2,erent,erent,VER:impf:3:pl,217,15,Vfin,Vfin,être1|ester,arer|arer|estre1,+M|+MI|+I,41,,VER,'/V\.C/e\
84,15,3,venu,venu,VER:pper:masc:sg,218,15,Vpp,Vpp,venir,venir,+I,41,,VER,C/V\.'C/V\
85,15,4,en,en,PRO:clit,219,15,Pre,Pre,en1,en1|en,+IST|CI,41,,PRE,/V\
86,15,5,la,la,DET:def:obj:femi:sg,220,15,Det,Det,le,le,CST,41,,DET:def,C/V\
87,15,6,terre,terre,NOM:obj:femi:sg,221,15,N,N,,terre,+CIT,41,,NOM,'C/V\.C/(e)\
88,16,1,les,les,DET:def:suj:femi:pl,222,15,Det,Det,le,le,CST,41,,DET:def,C/V\
89,16,2,letres,letres,NOM:suj:femi:pl,223,15,N,N,,letre,+CI,42,,NOM,'C/V\.C/e\
90,16,3,erent,erent,VER:impf:3:pl,224,15,Vfin,Vfin,être1|ester,arer|arer|estre1,+M|+MI|+I,42,,VER,'/V\.C/e\
91,16,4,de,de,PRE,225,15,Pre,Pre,de,de,+CIST,42,,PRE,C/(e)\
92,16,5,creance,creance,NOM:obj:femi:sg,226,15,N,N,,crëance,+IIdTd,42,,NOM,C/V\.'C/V\.C/(e)\
93,17,1,et,et,CON:coord,227,15,Crd,Crd,et,et,ST,42,,CON:coord,/V\
94,17,2,distrent,distrent,VER:simp:3:pl,228,15,Vfin,Vfin,dire,dire,+IM,42,,VER,'C/V\.C/e\
95,17,3,li,li,DET:def:suj:masc:pl,229,15,Det,Det,le,le,CST,43,,DET:def,C/V\
96,17,4,conte,conte,NOM:suj:masc:pl,230,15,N,N,,conte1|conte2,+IT|+IT,43,,NOM,'C/V\.C/(e)\
97,17,5,que,que,PROCON,231,15,Sub,Sub,que,que2|que3|que,T|S|C,43,,PROCON,C/(e)\
98,17,6,autant,autant,ADV,232,15,Adv,Adv,autant,autant,I,43,,ADV,/V\.'C/V\
99,18,1,seingnor,seingnor,NOM:suj:masc:pl,253,16,N,N,,seignor,+C,48,,NOM,C/V\.'C/V\
100,18,2,je,je,PRO:pers:suj:1:sg:unb,254,16,Prn,Prn$,1ps,je,CIST,48,s,PRO:pers,C/(e)\
101,18,3,ai,ai,VER:pres:1:sg,255,16,Vfin,Vfin,avoir1,aidier|avoir,+Md|+CMI,48,,VER,/V\
102,18,4,veues,veües,VER:pper:femi:pl,256,16,Vpp,Vpp,voir1,vëoir,+Id,48,,VER,C/(V)\.'/V\./e\
103,18,5,vos,vos,DET:poss:obj:femi:pl,257,16,Det,Det,votre,vostre,S,48,,DET:poss,C/V\
104,18,6,letres,letres,NOM:obj:femi:pl,258,16,N,N,,letre,+CI,48,,NOM,'C/V\.C/e\
105,19,1,or,or,ADV,293,16,Adv,Adv,or2,or4|or,+IT|CI,54,,ADV,/V\
106,19,2,dites,dites,VER:impe:2:pl,294,16,Vfin,Vfin,dire,dire,+CMI,54,,VER,'C/V\.C/e\
107,19,3,ce,ce,PRO:invar,295,16,Prn,Prn,ce1,ce1|ce,S|C,54,,PRO:invar,C/(e)\
108,19,4,que,que,PROCON,296,16,Qux,Qux,que,que2|que3|que,T|S|C,54,s,PROCON,C/(e)\
109,19,5,vos,vos,PRO:pers:2:pl,297,16,Prn,Prn$$,2pp,ous2|vos1|vos,T|S|I,54,,PRO:pers,C/V\
110,19,6,plaira,plaira,VER:futu:3:sg,298,16,Vfin,Vfin,plaire,plaire,+CM,55,,VER,C/V\.'C/V\
111,20,1,et,et,CON:coord,300,17,Crd,Crd,et,et,ST,57,,CON:coord,/V\
112,20,2,li,li,DET:def:suj:masc:pl,301,17,Det,Det,le,le,CST,57,,DET:def,C/V\
113,20,3,message,message,NOM:suj:masc:pl,302,17,N,N,,message1|message2|message3,+IT|+IT|+T,57,,NOM,C/V\.'C/V\.C/(e)\
114,20,4,respondirent,respondirent,VER:simp:3:pl,303,17,Vfin,Vfin,répondre,respondre1|respondre,+I|M,57,,VER,C/V\.C/V\.'C/V\.C/e\
115,21,1,vos,vos,PRO:pers:2:pl,324,17,Prn,Prn$$,2pp,ous2|vos1|vos,T|S|I,61,,PRO:pers,C/V\
116,21,2,mandent,mandent,VER:pres:3:pl,325,17,Vfin,Vfin,mander,mander,+IM,61,,VER,'C/V\.C/e\
117,21,3,demain,demain,ADV,326,17,Adv,Adv,demain,demain,+IT,61,,ADV,C/V\.'C/V\
118,21,4,se,se,PROCON,327,17,Sub,Sub,si3,se,C,61,,PROCON,C/(e)\
119,21,5,il,il,PRO:pers:suj:3:masc:sg:unb,328,17,Prn,Prn$,3p,il,CIST,61,s,PRO:pers,/V\
120,21,6,vos,vos,PRO:pers:2:pl,329,17,Prn,Prn$$,2pp,ous2|vos1|vos,T|S|I,62,,PRO:pers,C/V\
121,21,7,plaist,plaist,VER:pres:3:sg,330,17,Vfin,Vfin,plaire,plaire,+MI,62,,VER,C/V\
122,22,1,et,et,CON:coord,345,17,Crd,Crd,et,et,ST,64,,CON:coord,/V\
123,22,2,adonc,adonc,ADV,346,17,Adv,Adv,adonc,adonc,+GIT,64,,ADV,/V\.'C/V\
124,22,3,aroit,aroit,VER:cond:3:sg,347,17,Vfin,Vfin,être1|ester,arer|avoir,+M|+M,64,,VER,/V\.'C/V\
125,22,4,son,son,DET:poss:obj:masc:sg,348,17,Det,Det,son4,son4|son,S|C,64,,DET:poss,C/V\
126,22,5,conseil,conseil,NOM:obj:masc:sg,349,17,N,N,,conseil,+IT,65,,NOM,C/V\.'C/V\
127,23,1,qui,qui,PROCON,372,18,Qux,Qux,qui,qui,CST,70,s,PROCON,C/V\
128,23,2,mult,mult,ADV,373,18,QIs,QIs,moult,mout,I,70,,ADV,C/V\
129,23,3,ere,ere,VER:impf:3:sg,374,18,Vfin,Vfin,être1|ester,arer|estre1,+M|+I,70,,VER,'/V\.C/(e)\
130,23,4,riches,riches,ADJ:suj:masc:sg,375,18,Adj,Adj,riche,riche,+I,70,,ADJ,'C/V\.C/e\
131,23,5,et,et,CON:coord,376,18,Crd,Crd,et,et,ST,70,,CON:coord,/V\
132,23,6,biax,biax,ADJ:suj:masc:sg,377,18,Adj,Adj,beau,bel,I,71,,ADJ,C/V\
133,24,1,et,et,CON:coord,382,18,Crd,Crd,et,et,ST,71,,CON:coord,/V\
134,24,2,son,son,DET:poss:obj:masc:sg,383,18,Det,Det,son4,son4|son,S|C,71,,DET:poss,C/V\
135,24,3,conseil,conseil,NOM:obj:masc:sg,384,18,N,N,,conseil,+IT,72,,NOM,C/V\.'C/V\
136,24,4,en,en,PRE,385,18,Pre,Pre,en1,en1|en,+IST|CI,72,,PRE,/V\
137,24,5,une,une,DET:ndf:obj:femi:sg,386,18,QIs,QIs,un,un,CS,72,,DET:ndf,'/V\.C/(e)\
138,24,6,chambre,chambre,NOM:obj:femi:sg,387,18,N,N,,chambre1|chambre,+T|CI,72,,NOM,'C/V\.C/(e)\
139,25,1,de,de,PRE,402,18,Pre,Pre,de,de,+CIST,74,,PRE,C/(e)\
140,25,2,par,par,PRE,403,18,Pre,Pre,par1,par,CIS,74,,PRE,C/V\
141,25,3,les,les,DET:def:obj:masc:pl,404,18,Det,Det,le,le,CST,75,,DET:def,C/V\
142,25,4,hals,hals,ADJ:obj:masc:pl,405,18,Adj,Adj,haut,haut,+Z,75,,ADJ,C/V\
143,25,5,barons,barons,NOM:obj:masc:pl,406,18,N,N,,baron,+I,75,,NOM,C/V\.'C/V\
144,25,6,de,de,PRE,407,18,Pre,Pre,de,de,+CIST,75,,PRE,C/(e)\
145,25,7,france,france,NPR:obj:femi:sg,408,18,N,N,,france,CI|Z,75,,NPR,'C/V\.C/(e)\
146,26,1,de,de,PRE,407,18,Pre,Pre,de,de,+CIST,75,,PRE,C/(e)\
147,26,2,france,france,NPR:obj:femi:sg,408,18,N,N,,france,CI|Z,75,,NPR,'C/V\.C/(e)\
148,26,3,qui,qui,PROCON,409,18,Qux,Qux,qui,qui,CST,75,s,PROCON,C/V\
149,26,4,ont,ont,VER:pres:3:pl,410,18,Vfin,Vfin,avoir1,avoir|devoir,+CIM|+M,75,,VER,/V\
150,26,5,pris,pris,VER:pper:masc:sg,411,18,Vpp,Vpp,prendre,prendre|prisier,+CMI|+IM,75,,VER,C/V\
151,26,6,le,le,DET:def:obj:masc:sg,412,18,Det,Det,le,le,CST,76,,DET:def,C/(e)\
152,26,7,sine,sine,NOM:obj:masc:sg,413,18,N,N,,signe3|signe4|sine|sines,+T|+T|+T|+T,76,,NOM,'C/V\.C/(e)\
153,27,1,vengier,vengier,VER:infi,422,18,Vinf,Vinf,,vengier,+IT,77,,VER,C/V\.'C/V\
154,27,2,et,et,CON:coord,423,18,Crd,Crd,et,et,ST,77,,CON:coord,/V\
155,27,3,por,por,PRE,424,18,Pre,Pre,pour,por2|por,+IST|CI,77,,PRE,C/V\
156,27,4,jerusalem,jerusalem,NPR:obj:masc:sg,425,18,N,N,,jerusalem,I|Z,77,c,NPR,C/V\.C/V\.C/V\.'C/V\
157,28,1,et,et,CON:coord,423,18,Crd,Crd,et,et,ST,77,,CON:coord,/V\
158,28,2,por,por,PRE,424,18,Pre,Pre,pour,por2|por,+IST|CI,77,,PRE,C/V\
159,28,3,jerusalem,jerusalem,NPR:obj:masc:sg,425,18,N,N,,jerusalem,I|Z,77,c,NPR,C/V\.C/V\.C/V\.'C/V\
160,28,4,conquerre,conquerre,VER:infi,426,18,Vinf,Vinf,,conquerre,+IT,78,,VER,C/V\.'C/V\.C/(e)\
161,29,1,en,en,PRE,480,19,Pre,Pre,en1,en1|en,+IST|CI,87,,PRE,/V\
162,29,2,quel,quel,ADJ:obj:femi:sg,481,19,Qux,Qux,quel,quel1|quel,I|CI,87,,ADJ,C/V\
163,29,3,maniere,maniere,NOM:obj:femi:sg,482,19,N,N,,maniere,+CIT,87,,NOM,C/V\.'C/V\.C/(e)\
164,29,4,"""","""",PON:cit,483,19,Pnc,Pnc,,QUOTED,,87,,PON:cit,
165,29,5,fait,fait,VER:pres:3:sg,484,19,Vfin,Vfin,faire,faire|farre,+CMI|M,87,,VER,C/V\
166,29,6,li,li,DET:def:suj:masc:sg,485,19,Det,Det,le,le,CST,87,,DET:def,C/V\
167,29,7,dux,dux,NOM:suj:masc:sg,486,19,N,N,,duc,I,88,,NOM,C/V\
168,30,1,li,li,DET:def:suj:masc:sg,560,20,Det,Det,le,le,CST,100,,DET:def,C/V\
169,30,2,termes,termes,NOM:suj:masc:sg,561,20,N,N,,terme|termes,+CI|+T,100,,NOM,'C/V\.C/e\
170,30,3,que,que,PROCON,562,20,Qux,Qux,que,que2|que3|que,T|S|C,100,c,PROCON,C/(e)\
171,30,4,li,li,DET:def:suj:masc:sg,563,20,Det,Det,le,le,CST,100,,DET:def,C/V\
172,30,5,dux,dux,NOM:suj:masc:sg,564,20,N,N,,duc,I,100,,NOM,C/V\
173,30,6,lor,lor,PRO:pers:dat:3:pl,565,20,Prn,Prn$$,3p,il|lor2,CIST|S,100,,PRO:pers,C/V\
174,30,7,mist,mist,VER:simp:3:sg,566,20,Vfin,Vfin,mettre,manoir|metre|mettre,M|CIM|M,101,,VER,C/V\
175,31,1,ne,ne,PRO:clit,580,20,Neg,Neg$$,ne1,en2|ne,S|C,103,,PRO:clit,C/(e)\
176,31,2,vos,vos,PRO:pers:2:pl,581,20,Prn,Prn$$,2pp,ous2|vos1|vos,T|S|I,103,,PRO:pers,C/V\
177,31,3,puis,puis,VER:pres:1:sg,582,20,Vfin,Vfin,pouvoir2,pondre|pöoir,+M|+I,103,,VER,C/V\
178,31,4,mie,mie,ADV,583,20,Neg,Neg,mie3,mie,C,103,,ADV,'C/V\./(e)\
179,31,5,raconter,raconter,VER:infi,584,20,Vinf,Vinf,raconter,raconter,+MT,103,,VER,C/V\.C/V\.'C/V\
180,32,1,nos,nos,PRO:pers:1:pl,639,21,Prn,Prn$,1pp,nos1|nos|noz1,S|CI|T,113,s,PRO:pers,C/V\
181,32,2,ferons,ferons,VER:futu:1:pl,640,21,Vfin,Vfin,faire,faire|ferir,+CIM|+M,113,,VER,C/V\.'C/V\
182,32,3,uissiers,uissiers,NOM:obj:masc:pl,641,21,N,N,,uissier,*+T,113,,NOM,/V\.'C/V\
183,32,4,a,a,PRE,642,21,Pre,Pre,à,a3|a,+T|CGIS,113,,PRE,/V\
184,32,5,passer,passer,VER:infi,643,21,Vinf,Vinf,passer,passer1|passer,+T|IM,113,,VER,C/V\.'C/V\
185,33,1,a,a,PRE,642,21,Pre,Pre,à,a3|a,+T|CGIS,113,,PRE,/V\
186,33,2,passer,passer,VER:infi,643,21,Vinf,Vinf,passer,passer1|passer,+T|IM,113,,VER,C/V\.'C/V\
187,33,3,.iv.,.iv.,ADJ:card,644,21,QIs,QIs,4,deus|ii,*I|C,113,,ADJ:card,'C/V\.C/(e)\
188,33,4,.m.,.m.,ADJ:card,645,21,QIs,QIs,1000,deus|ii,*I|C,114,,ADJ:card,'C/V\.C/(e)\
189,33,5,et,et,CON:coord,646,21,Crd,Crd,et,et,ST,114,,CON:coord,/V\
190,33,6,.v.,.v.,ADJ:card,647,21,QIs,QIs,5,deus|ii,*I|C,114,,ADJ:card,C/V\
191,34,1,.iv.,.iv.,ADJ:card,644,21,QIs,QIs,4,deus|ii,*I|C,113,,ADJ:card,'C/V\.C/(e)\
192,34,2,.m.,.m.,ADJ:card,645,21,QIs,QIs,1000,deus|ii,*I|C,114,,ADJ:card,'C/V\.C/(e)\
193,34,3,et,et,CON:coord,646,21,Crd,Crd,et,et,ST,114,,CON:coord,/V\
194,34,4,.v.,.v.,ADJ:card,647,21,QIs,QIs,5,deus|ii,*I|C,114,,ADJ:card,C/V\
195,34,5,.c.,.c.,ADJ:card,648,21,QIs,QIs,100,deus|ii,*I|C,114,,ADJ:card,C/V\
196,34,6,chevaus,chevaus,NOM:obj:masc:pl,649,21,N,N,,chevel,*+IT,114,,NOM,C/V\.'C/V\
197,35,1,.m.,.m.,ADJ:card,645,21,QIs,QIs,1000,deus|ii,*I|C,114,,ADJ:card,'C/V\.C/(e)\
198,35,2,et,et,CON:coord,646,21,Crd,Crd,et,et,ST,114,,CON:coord,/V\
199,35,3,.v.,.v.,ADJ:card,647,21,QIs,QIs,5,deus|ii,*I|C,114,,ADJ:card,C/V\
200,35,4,.c.,.c.,ADJ:card,648,21,QIs,QIs,100,deus|ii,*I|C,114,,ADJ:card,C/V\
201,35,5,chevaus,chevaus,NOM:obj:masc:pl,649,21,N,N,,chevel,*+IT,114,,NOM,C/V\.'C/V\
202,35,6,et,et,CON:coord,650,21,Crd,Crd,et,et,ST,115,,CON:coord,/V\
