wd_id,line_id,linewd,word,lex_id,old_wd_id,para_id,ch_id,verse_id,syntag,syntag2,lemma,syllabified
1,1,1,é,e,10,1,1,1,Crd,Crd,et,/V\
2,1,2,out,out,11,1,1,1,Vfin,Vfin,avoir,/V\
3,1,3,num,num,12,1,1,1,N,N,,C/V\
4,1,4,Helcana,helcana,13,1,1,1,N,N,,/V\.C/V\.'C/V\
5,2,1,é,e,31,1,1,1,Crd,Crd,et,/V\
6,2,2,fud,fud,32,1,1,1,Vfin,Vfin,être,C/V\
7,2,3,de,de,33,1,1,1,Pre,Pre,de,C/(e)\
8,2,4,Effratá,effrata,34,1,1,1,N,N,,/V\.C/V\.'C/V\
9,3,1,ki,ki,45,1,1,1,Qux,Qux,qui,C/V\
10,3,2,puis,puis,46,1,1,1,PrA,PrA,puis,C/V\
11,3,3,fud,fud,47,1,1,1,Vfin,Vfin,être,C/V\
12,3,4,apeléé,apelee,48,1,1,1,Vpp,Vpp,appeler,/V\.C/e\.'C/V\./(e)\
13,4,1,Ramathaïm,ramathaim,64,1,1,1,N,N,,C/V\.C/V\.C/V\.'C/V\
14,4,2,-,-,65,1,1,1,Pnc,Pnc,,
15,4,3,Sophim,sophim,66,1,1,1,N,N,,C/V\.'C/V\
16,5,1,ki,ki,68,1,1,1,Qux,Qux,qui,C/V\
17,5,2,puis,puis,69,1,1,1,PrA,PrA,puis,C/V\
18,5,3,fud,fud,70,1,1,1,Vfin,Vfin,être,C/V\
19,5,4,apeléé,apelee,71,1,1,1,Vpp,Vpp,appeler,/V\.C/e\.'C/V\./(e)\
20,6,1,ki,ki,80,1,1,1,Qux,Qux,qui,C/V\
21,6,2,le,le,81,1,1,1,Det,Det,le,C/(e)\
22,6,3,precius,precius,82,1,1,1,Adj,Adj,,C/V\.C/V\.'C/V\
23,6,4,cors,cors,83,1,1,1,N,N,,C/V\
24,7,1,fud,fud,118,1,1,2,Vfin,Vfin,être,C/V\
25,7,2,claméé,clamee,119,1,1,2,Vpp,Vpp,clamer,C/V\.'C/V\./(e)\
26,7,3,Anna,annä,120,1,1,2,N,N,,'/V\.C/(e)\
27,7,4,é,e,121,1,1,2,Crd,Crd,et,/V\
28,7,5,l',l',122,1,1,2,Det,Det,le,C/\
29,7,6,altre,altre,123,1,1,2,Adj,Adj,autre,'/V\.C/(e)\
30,8,1,Anna,annä,120,1,1,2,N,N,,'/V\.C/(e)\
31,8,2,é,e,121,1,1,2,Crd,Crd,et,/V\
32,8,3,l',l',122,1,1,2,Det,Det,le,C/\
33,8,4,altre,altre,123,1,1,2,Adj,Adj,autre,'/V\.C/(e)\
34,8,5,Phenenna,phenennä,124,1,1,2,N,N,,C/V\.'C/V\.C/(e)\
35,9,1,mais,mais,131,1,1,2,Crd,Crd,mais,C/V\
36,9,2,Anna,annä,132,1,1,2,N,N,,'/V\.C/(e)\
37,9,3,n',n',133,1,1,2,Neg,Neg$$,ne,C/\
38,9,4,en,en,134,1,1,2,Prn,Prn$$,en2,/V\
39,9,5,out,out,135,1,1,2,Vfin,Vfin,avoir,/V\
40,9,6,nul,nul,136,1,1,2,QIs,QIs,nul,C/V\
41,10,1,Bien,bien,138,1,1,2,Adv,Adv,bien,C/V\
42,10,2,lut,lut,139,1,1,2,Vfin,Vfin,lire,C/V\
43,10,3,en,en,140,1,1,2,Pre,Pre,en,/V\
44,10,4,la,la,141,1,1,2,Det,Det,le,C/V\
45,10,5,vielz,vielz,142,1,1,2,Adj,Adj,vieux,C/V\
46,10,6,lei,lei,143,1,1,2,N,N,,C/V\
47,11,1,oüssent,oussent,147,1,1,2,Vfin,Vfin,avoir,/(V)\.'/V\.C/e\
48,11,2,od,od,148,1,1,2,Pre,Pre,o,/V\
49,11,3,cumpáigne,cumpaigne,149,1,1,2,N,N,,C/V\.'C/V\.C/(e)\
50,12,1,Kar,kar,152,1,1,2,Crd,Crd,car,C/V\
51,12,2,des,des,153,1,1,2,Pre+Det,Pre+Det,de.le,C/V\
52,12,3,treze,treze,154,1,1,2,QIs,QIs,treize,'C/V\.C/(e)\
53,12,4,lignees,lignees,155,1,1,2,N,N,,C/V\.'C/V\./e\
54,13,1,ki,ki,178,1,1,2,Qux,Qux,qui,C/V\
55,13,2,primes,primes,179,1,1,2,Adv,Adv,primes,'C/V\.C/e\
56,13,3,fud,fud,180,1,1,2,Vfin,Vfin,être,C/V\
57,13,4,levez,levez,181,1,1,2,Vpp,Vpp,lever,C/V\.'C/V\
58,14,1,que,que,189,1,1,2,Qux,Qux,que,C/(e)\
59,14,2,li,li,190,1,1,2,Det,Det,le,C/V\
60,14,3,reis,reis,191,1,1,2,N,N,,C/V\
61,14,4,Salemun,salemun,192,1,1,2,N,N,,C/V\.C/e\.'C/V\
62,15,1,que,que,222,1,1,2,Sub,Sub,que,C/(e)\
63,15,2,li,li,223,1,1,2,Det,Det,le,C/V\
64,15,3,servises,servises,224,1,1,2,N,N,,C/V\.'C/V\.C/e\
65,15,4,Deu,deu,225,1,1,2,N,N,,C/V\
66,16,1,de,de,255,1,1,2,Pre,Pre,de,C/(e)\
67,16,2,mescreantes,mescreantes,256,1,1,2,Vprs,Vprs,mécroire,C/V\.C/(V)\.'/V\.C/e\
68,16,3,genz,genz,257,1,1,2,N,N,,C/V\
69,17,1,que,que,273,2,1,2,Qux,Qux,que,C/(e)\
70,17,2,Deu,deu,274,2,1,2,N,N,,C/V\
71,17,3,out,out,275,2,1,2,Vfin,Vfin,avoir,/V\
72,17,4,á,a,276,2,1,2,Pre,Pre,à,/V\
73,17,5,sun,sun,277,2,1,2,Det,Det,son4,C/V\
74,17,6,oes,oes,278,2,1,2,N,N,,/V\
75,18,1,out,out,275,2,1,2,Vfin,Vfin,avoir,/V\
76,18,2,á,a,276,2,1,2,Pre,Pre,à,/V\
77,18,3,sun,sun,277,2,1,2,Det,Det,son4,C/V\
78,18,4,oes,oes,278,2,1,2,N,N,,/V\
79,18,5,saisie,saisie,279,2,1,2,Vpp,Vpp,saisir,C/V\.'C/V\./(e)\
80,19,1,é,e,280,2,1,2,Crd,Crd,et,/V\
81,19,2,sacréé,sacree,281,2,1,2,Vpp,Vpp,,C/V\.'C/V\./(e)\
82,19,3,.,.,282,2,1,2,Pnc,Pnc,,
83,19,4,La,la,283,2,1,2,Adv,Adv,là,C/V\
84,19,5,fud,fud,284,2,1,2,Vfin,Vfin,être,C/V\
85,20,1,La,la,283,2,1,2,Adv,Adv,là,C/V\
86,20,2,fud,fud,284,2,1,2,Vfin,Vfin,être,C/V\
87,20,3,é,e,285,2,1,2,Crd,Crd,et,/V\
88,20,4,out,out,286,2,1,2,Vfin,Vfin,avoir,/V\
89,20,5,ested,estéd,287,2,1,2,Vpp,Vpp,être,/V\.'C/V\
90,21,1,li,li,331,2,1,2,Det,Det,le,C/V\
91,21,2,tresors,tresors,332,2,1,2,N,N,,C/V\.'C/V\
92,21,3,precius,precius,333,2,1,2,Adj,Adj,,C/V\.C/V\.'C/V\
93,22,1,fud,fud,389,2,1,3,Vfin,Vfin,être,C/V\
94,22,2,li,li,390,2,1,3,Det,Det,le,C/V\
95,22,3,bers,bers,391,2,1,3,N,N,,C/V\
96,22,4,Helchana,helchana,392,2,1,3,N,N,,/V\.C/V\.'C/V\
97,23,1,á,a,394,2,1,3,Pre,Pre,à,/V\
98,23,2,visiter,visiter,395,2,1,3,Vinf,Vinf,,C/V\.C/V\.'C/V\
99,23,3,pur,pur,396,2,1,3,Pre,Pre,pour,C/V\
100,23,4,Deu,deu,397,2,1,3,N,N,,C/V\
101,24,1,faire,faire,401,2,1,3,Vinf,Vinf,faire,'C/V\.C/(e)\
102,24,2,é,e,402,2,1,3,Crd,Crd,et,/V\
103,24,3,sacrifier,sacrifier,403,2,1,3,Vinf,Vinf,,C/V\.C/V\.C/V\.'C/V\
104,25,1,asis,asis,406,2,1,3,Vpp,Vpp,asseoir,/V\.'C/V\
105,25,2,é,e,407,2,1,3,Crd,Crd,et,/V\
106,25,3,par,par,408,2,1,3,Pre,Pre,par,C/V\
107,25,4,la,la,409,2,1,3,Det,Det,le,C/V\
108,25,5,lei,lei,410,2,1,3,N,N,,C/V\
109,26,1,á,a,421,2,1,3,Pre,Pre,à,/V\
110,26,2,la,la,422,2,1,3,Det,Det,le,C/V\
111,26,3,feste,feste,423,2,1,3,N,N,,'C/V\.C/(e)\
112,26,4,Salceie,salceie,424,2,1,3,N,N,,C/V\.'C/V\./(e)\
113,27,1,átitele,atitelé,472,3,1,3,Vpp,Vpp,,/V\.C/V\.C/e\.'C/V\
114,27,2,",",",",473,3,1,3,Pnc,Pnc,,
115,27,3,Ofni,ofni,474,3,1,3,N,N,,/V\.'C/V\
116,28,1,é,e,486,3,1,3,Crd,Crd,et,/V\
117,28,2,maistre,maistre,487,3,1,3,N,N,,'C/V\.C/(e)\
118,28,3,principals,principals,488,3,1,3,Adj,Adj,,C/V\.C/V\.'C/V\
119,29,1,avint,avint,494,3,1,4,Vfin,Vfin,avenir,/V\.'C/V\
120,29,2,que,que,495,3,1,4,Qux,Qux,que,C/(e)\
121,29,3,Elchana,elchana,496,3,1,4,N,N,,/V\.C/V\.'C/V\
122,30,1,á,a,503,3,1,4,Pre,Pre,à,/V\
123,30,2,sei,sei,504,3,1,4,Prn,Prn,soi,C/V\
124,30,3,retint,retint,505,3,1,4,Vfin,Vfin,retenir,C/V\.'C/V\
125,30,4,partie,partie,506,3,1,4,N,N,,C/V\.'C/V\./(e)\
126,31,1,É,e,565,3,1,7,Crd,Crd,et,/V\
127,31,2,la,la,566,3,1,7,Det,Det,le,C/V\
128,31,3,bonuréé,bonuree,567,3,1,7,Adj,Adj,,C/V\.C/V\.'C/V\./(e)\
129,31,4,Anna,annä,568,3,1,7,N,N,,'/V\.C/(e)\
130,32,1,Anna,annä,568,3,1,7,N,N,,'/V\.C/(e)\
131,32,2,nen,nen,569,3,1,7,Neg,Neg$$,ne,C/V\
132,32,3,out,out,570,3,1,7,Vfin,Vfin,avoir,/V\
133,32,4,retur,retur,571,3,1,7,N,N,,C/V\.'C/V\
134,33,1,mais,mais,573,3,1,7,Crd,Crd,mais,C/V\
135,33,2,un,un,574,3,1,7,QIs,QIs,un,/V\
136,33,3,duleir,duleir,575,3,1,7,N,N,,C/V\.'C/V\
137,33,4,",",",",576,3,1,7,Pnc,Pnc,,
138,33,5,plurer,plurer,577,3,1,7,Vinf,Vinf,pleurer,C/V\.'C/V\
139,34,1,Sis,sis,582,3,1,8,Det,Det,son4,C/V\
140,34,2,mariz,mariz,583,3,1,8,N,N,,C/V\.'C/V\
141,34,3,Helchana,helchana,584,3,1,8,N,N,,/V\.C/V\.'C/V\
142,35,1,si,si,588,3,1,8,Adv,Adv,si4,C/V\
143,35,2,li,li,589,3,1,8,Prn,Prn$$,li,C/V\
144,35,3,dist,dist,590,3,1,8,Vfin,Vfin,dire,C/V\
145,35,4,:,:,591,3,1,8,Pnc,Pnc,,
146,35,5,‘,‘,592,3,1,8,Pnc,Pnc,,
147,35,6,Purquei,purquei,593,3,1,8,Qux,Qux,pourquoi,C/V\.'C/V\
148,35,7,plures,plures,594,3,1,8,Vfin,Vfin,pleurer,'C/V\.C/e\
149,36,1,É,e,600,3,1,8,Crd,Crd,et,/V\
150,36,2,purquei,purquei,601,3,1,8,Qux,Qux,pourquoi,C/V\.'C/V\
151,36,3,est,est,602,3,1,8,Vfin,Vfin,être,/V\
152,36,4,tis,tis,603,3,1,8,Det,Det,ton2,C/V\
153,36,5,quers,quers,604,3,1,8,N,N,,C/V\
154,37,1,puis,puis,634,3,1,9,PrA,PrA,puis,C/V\
155,37,2,que,que,635,3,1,9,Sub,Sub,que,C/(e)\
156,37,3,ele,ele,636,3,1,9,Prn,Prn$,elle,'/V\.C/(e)\
157,37,4,out,out,637,3,1,9,Vfin,Vfin,avoir,/V\
158,37,5,mangied,mangiéd,638,3,1,9,Vpp,Vpp,manger,C/V\.'C/V\
159,38,1,requerre,requerre,646,3,1,9,Vinf,Vinf,requérir,C/V\.'C/V\.C/(e)\
160,38,2,tut,tut,647,3,1,9,QIs,QIs,tout,C/V\
161,38,3,sun,sun,648,3,1,9,Det,Det,son4,C/V\
162,38,4,quer,quer,649,3,1,9,N,N,,C/V\
163,39,1,Vint,vint,652,3,1,9,Vfin,Vfin,venir,C/V\
164,39,2,s',s',653,3,1,9,Prn,Prn%%,se,C/\
165,39,3,en,en,654,3,1,9,Prn,Prn,en2,/V\
166,39,4,al,al,655,3,1,9,Pre+Det,Pre+Det,à.le,/V\
167,39,5,tabernacle,tabernacle,656,3,1,9,N,N,,C/V\.C/e\.'C/V\.C/(e)\
168,40,1,truvad,truvad,658,3,1,9,Vfin,Vfin,trouver,C/V\.'C/V\
169,40,2,l',l',659,3,1,9,Det,Det,le,C/\
170,40,3,evesche,evesche,660,3,1,9,N,N,,/V\.'C/V\.C/(e)\
171,40,4,Hely,hely,661,3,1,9,N,N,,/V\.'C/V\
172,41,1,í,i,668,3,1,9,Prn,Prn$$,y2,/V\
173,41,2,ért,ert,669,3,1,9,Vfin,Vfin,être,/V\
174,41,3,qu',qu',670,3,1,9,Sub,Sub,que,C/\
175,41,4,il,il,671,3,1,9,Prn,Prn,il,/V\
176,41,5,as,as,672,3,1,9,Vfin,Vfin,avoir,/V\
177,41,6,alanz,alanz,673,3,1,9,Vprs,Vprs,aller,/V\.'C/V\
178,42,1,parole,parole,677,3,1,9,N,N,,C/V\.'C/V\.C/(e)\
179,42,2,de,de,678,3,1,9,Pre,Pre,de,C/(e)\
180,42,3,salu,salu,679,3,1,9,N,N,,C/V\.'C/V\
181,43,1,La,la,682,3,1,10,Det,Det,le,C/V\
182,43,2,dame,dame,683,3,1,10,N,N,,'C/V\.C/(e)\
183,43,3,fist,fist,684,3,1,10,Vfin,Vfin,faire,C/V\
184,43,4,á,a,685,3,1,10,Pre,Pre,à,/V\
185,43,5,Deu,deu,686,3,1,10,N,N,,C/V\
186,44,1,fist,fist,684,3,1,10,Vfin,Vfin,faire,C/V\
187,44,2,á,a,685,3,1,10,Pre,Pre,à,/V\
188,44,3,Deu,deu,686,3,1,10,N,N,,C/V\
189,44,4,sun,sun,687,3,1,10,Det,Det,son4,C/V\
190,44,5,present,present,688,3,1,10,N,N,,C/V\.'C/V\
191,45,1,é,e,689,3,1,10,Crd,Crd,et,/V\
192,45,2,sa,sa,690,3,1,10,Det,Det,son4,C/V\
193,45,3,oblatiun,oblatiun,691,3,1,10,N,N,,/V\.C/V\.C/{V}\.'/V\
194,46,1,é,e,701,3,1,10,Crd,Crd,et,/V\
195,46,2,en,en,702,3,1,10,Pre,Pre,en,/V\
196,46,3,ceste,ceste,703,3,1,10,Dem,Dem,cist,'C/V\.C/(e)\
197,46,4,baillie,baillie,704,3,1,10,Vfin,Vfin,bailler,C/V\.'C/V\./(e)\
198,47,1,é,e,729,3,1,11,Crd,Crd,et,/V\
199,47,2,ma,ma,730,3,1,11,Det,Det,mon,C/V\
200,47,3,afflictiun,afflictiun,731,3,1,11,N,N,,/V\.C/V\.C/{V}\.'/V\
201,48,1,á,a,768,3,1,11,Pre,Pre,à,/V\
202,48,2,tei,tei,769,3,1,11,Prn,Prn,toi,C/V\
203,48,3,iert,iert,770,3,1,11,Vfin,Vfin,être,/V\
204,48,4,ádetid,adetid,771,3,1,11,Vpp,Vpp,,/V\.C/e\.'C/V\
205,49,1,La,la,803,4,1,12,Det,Det,le,C/V\
206,49,2,dame,dame,804,4,1,12,N,N,,'C/V\.C/(e)\
207,49,3,en,en,805,4,1,12,Pre,Pre,en,/V\
208,49,4,sa,sa,806,4,1,12,Det,Det,son4,C/V\
209,49,5,préére,preere,807,4,1,12,N,N,,C/V\.'C/V\.C/(e)\
210,50,1,l',l',822,4,1,13,Prn,Prn$$,le,C/\
211,50,2,esguardad,esguardad,823,4,1,13,Vfin,Vfin,égarder,/V\.C/V\.'C/V\
212,50,3,é,e,824,4,1,13,Crd,Crd,et,/V\
213,50,4,pur,pur,825,4,1,13,Pre,Pre,pour,C/V\
214,50,5,ívre,ivre,826,4,1,13,Adj,Adj,,'/V\.C/(e)\
215,51,1,á,a,841,4,1,14,Pre,Pre,à,/V\
216,51,2,tun,tun,842,4,1,14,Det,Det,ton2,C/V\
217,51,3,ostel,ostel,843,4,1,14,N,N,,/V\.'C/V\
218,51,4,dormir,dormir,844,4,1,14,Vinf,Vinf,dormir,C/V\.'C/V\
219,52,1,á,a,895,4,1,16,Pre,Pre,à,/V\
220,52,2,Deu,deu,896,4,1,16,N,N,,C/V\
221,52,3,áí,ai,897,4,1,16,Vfin,Vfin,avoir,/V\
222,52,4,reveled,reveléd,898,4,1,16,Vpp,Vpp,,C/V\.C/e\.'C/V\
223,53,1,áí,ai,897,4,1,16,Vfin,Vfin,avoir,/V\
224,53,2,reveled,reveléd,898,4,1,16,Vpp,Vpp,,C/V\.C/e\.'C/V\
225,53,3,mun,mun,899,4,1,16,Det,Det,mon,C/V\
226,53,4,duel,duel,900,4,1,16,N,N,,C/V\
227,54,1,Belial,belial,904,4,1,16,N,N,,C/V\.'C/V\
228,54,2,",",",",905,4,1,16,Pnc,Pnc,,
229,54,3,çó,ço,906,4,1,16,Prn,Prn,ce,C/V\
230,54,4,est,est,907,4,1,16,Vfin,Vfin,être,/V\
231,54,5,senz,senz,908,4,1,16,Pre,Pre,sans,C/V\
232,54,6,jú,ju,909,4,1,16,N,N,,C/V\
233,55,1,çó,ço,906,4,1,16,Prn,Prn,ce,C/V\
234,55,2,est,est,907,4,1,16,Vfin,Vfin,être,/V\
235,55,3,senz,senz,908,4,1,16,Pre,Pre,sans,C/V\
236,55,4,jú,ju,909,4,1,16,N,N,,C/V\
237,55,5,;,;,910,4,1,16,Pnc,Pnc,,
238,55,6,é,e,911,4,1,16,Crd,Crd,et,/V\
239,55,7,cil,cil,912,4,1,16,Dem,Dem,cil,C/V\
240,56,1,Deus,deus,961,4,1,17,N,N,,C/V\
241,56,2,",",",",962,4,1,17,Pnc,Pnc,,
242,56,3,ki,ki,963,4,1,17,Qux,Qux,qui,C/V\
243,56,4,de,de,964,4,1,17,Pre,Pre,de,C/(e)\
244,56,5,tut,tut,965,4,1,17,QIs,QIs,tout,C/V\
245,56,6,bien,bien,966,4,1,17,Adv,Adv,bien,C/V\
246,56,7,faire,faire,967,4,1,17,Vinf,Vinf,faire,'C/V\.C/(e)\
247,57,1,rendit,rendit,1020,4,1,20,Vfin,Vfin,rendre,C/V\.'C/V\
248,57,2,a,a,1021,4,1,20,Pre,Pre,à,/V\
249,57,3,l',l',1022,4,1,20,Det,Det,le,C/\
250,57,4,enfanter,enfanter,1023,4,1,20,Vinf,Vinf,,/V\.C/V\.'C/V\
251,58,1,est,est,1048,4,1,20,Vfin,Vfin,être,/V\
252,58,2,de,de,1049,4,1,20,Pre,Pre,de,C/(e)\
253,58,3,sens,sens,1050,4,1,20,N,N,,C/V\
254,58,4,é,e,1051,4,1,20,Crd,Crd,et,/V\
