wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,TT lemma,syntag,syntag2,lemma,page_id,synfunc,syllabified
258,44,6,avoit,avoit,VER,1219,avoiier|avoir_+MI|+MI,Vfin,Vfin,avoir1,1027,,/V\.'C/V\
259,44,7,mis,mis,VER,1220,manoir|metre|mettre_M|CIM|M,Vpp,Vpp,mettre,1027,,C/V\
260,45,1,la,la,DET:def,1217,le_S,Det,Det,le,1027,,C/V\
261,45,2,royne,royne,NOM,1218,röine1|röine2_*+IdTTd|+Td,N,N,,1027,,C/(V)\.'/V\.C/(e)\
262,45,3,avoit,avoit,VER,1219,avoiier|avoir_+MI|+MI,Vfin,Vfin,avoir1,1027,,/V\.'C/V\
263,45,4,mis,mis,VER,1220,manoir|metre|mettre_M|CIM|M,Vpp,Vpp,mettre,1027,,C/V\
264,45,5,a,a,PRE,1221,a_S,Pre,Pre,à,1027,,/V\
265,45,6,dormir,dormir,VER,1222,dormir_+IT,Vinf,Vinf,dormir,1027,,C/V\.'C/V\
266,46,1,les,les,DET:def,1254,le_S,Det,Det,le,1027,,C/V\
267,46,2,joueurs,joueurs,NOM,1255,<unknown>,N,N,,1027,,C/V\.'C/V\
268,46,3,de,de,PRE,1256,de_+S,Pre,Pre,de,1027,,C/(e)\
269,46,4,palme,palme,NOM,1257,paume1|paume2_+T|+T,N,N,,1027,,'C/V\.C/(e)\
270,46,5,jouer,jouer,VER,1258,jouer_M,Vinf,Vinf,jouer,1027,,C/V\.'C/V\
271,47,1,Et,et,CON:coord,1260,et_S,Crd,Crd,et,1027,,/V\
272,47,2,quant,quant,ADV,1261,cant_C,Sub,Sub,quand,1027,,C/V\
273,47,3,il,il,PRO:pers,1262,il_S,Prn,Prn$,3p,1027,s,/V\
274,47,4,vit,vit,VER,1263,vivre1|vëoir_+I|+I,Vfin,Vfin,voir1,1027,,C/V\
275,47,5,les,les,DET:def,1264,le_S,Det,Det,le,1027,,C/V\
276,47,6,escuiers,escuiers,NOM,1265,escuier2|escuier_+I|CI,N,N,,1027,,/V\.C/V\.'C/V\
277,48,1,et,et,CON:coord,1290,et_S,Crd,Crd,et,1027,,/V\
278,48,2,",",",",PON,1291,",",Pnc,Pnc,,1027,,
279,48,3,en,en,PRE,1292,en1_+S,Pre,Pre,en1,1027,,/V\
280,48,4,passant,passant,VER,1293,passer_IM,Vprs,Vprs,passer,1027,,C/V\.'C/V\
281,48,5,oultre,oultre,ADV,1294,outre_C,PrA,PrA,outre2,1027,,'/V\.C/(e)\
282,48,6,",",",",PON,1295,",",Pnc,Pnc,,1027,,
283,48,7,lui,lui,PRO:pers,1296,il|loi1_S|S,Prn,Prn$$,3p,1027,,C/V\
284,48,8,dist,dist,VER,1297,dire_+CMI,Vfin,Vfin,dire,1027,,C/V\
285,49,1,de,de,PRE,1314,de_+S,Pre,Pre,de,1027,,C/(e)\
286,49,2,bien,bien,NOM,1315,bien2|bien_+IT|CI,N,N,bien,1027,,C/V\
287,49,3,",",",",PON,1316,",",Pnc,Pnc,,1027,,
288,49,4,que,que,PROCON,1317,que3_S,Sub,Sub,que,1027,,C/(e)\
289,49,5,de,de,PRE,1318,de_+S,Pre,Pre,de,1027,,C/(e)\
290,49,6,non,non,NOM,1319,nom_+CIT,Neg,Neg,non,1027,,C/V\
291,49,7,convoier,convoier,VER,1320,convoiier_+MI,Vinf,Vinf,convoyer,1027,,C/V\.C/V\.'C/V\
292,50,1,que,que,PROCON,1317,que3_S,Sub,Sub,que,1027,,C/(e)\
293,50,2,de,de,PRE,1318,de_+S,Pre,Pre,de,1027,,C/(e)\
294,50,3,non,non,NOM,1319,nom_+CIT,Neg,Neg,non,1027,,C/V\
295,50,4,convoier,convoier,VER,1320,convoiier_+MI,Vinf,Vinf,convoyer,1027,,C/V\.C/V\.'C/V\
296,50,5,les,les,DET:def,1321,le_S,Det,Det,le,1027,,C/V\
297,50,6,dames,dames,NOM,1322,dame_+CI,N,N,,1027,,'C/V\.C/e\
298,51,1,passez,passez,VER,1329,passer_IM,Vfin,Vfin,passer,1027,,C/V\.'C/V\
299,51,2,et,et,CON:coord,1330,et_S,Crd,Crd,et,1027,,/V\
300,51,3,vous,vous,PRO:pers,1331,vos1_S,Prn,Prn$,2pp,1027,,C/V\
301,51,4,mettez,mettez,VER,1332,metre_M,Vfin,Vfin,mettre,1027,,C/V\.'C/V\
302,51,5,devant,devant,PRE,1333,devant_S,PrA,PrA,devant,1027,,C/V\.'C/V\
303,52,1,tout,tout,PRO:ind,1348,tot_S,QIs,QIs,tout,1027,,C/V\
304,52,2,enfflamé,enfflamé,VER,1349,<unknown>,Vpp,Vpp,,1027,,/V\.C/V\.'C/V\
305,52,3,",",",",PON,1350,",",Pnc,Pnc,,1027,,
306,52,4,soy,soy,PRO:pers,1351,soi1_S,Prn,Prn,soi,1027,,C/V\
307,52,5,inclinant,inclinant,NIL,1352,encliner_G,Vprs,Vprs,,1027,,/V\.C/V\.'C/V\
308,53,1,se,se,PRO:invar,1354,ce1_S,Prn,Prn,ce1,1027,,C/(e)\
309,53,2,met,met,VER,1355,metre|mettre_IM|M,Vfin,Vfin,mettre,1027,,C/V\
310,53,3,devant,devant,PRE,1356,devant_S,PrA,PrA,devant,1027,,C/V\.'C/V\
311,53,4,avec,avec,PRE,1357,avuec_S,PrA,PrA,avec,1027,,/V\.'C/V\
312,53,5,les,les,DET:def,1358,le_S,Det,Det,le,1027,,C/V\
313,53,6,aultres,aultres,ADJ,1359,autre_Z,Adj,Adj,autre,1027,,'/V\.C/e\
314,54,1,avec,avec,PRE,1375,avuec_S,PrA,PrA,avec,1027,,/V\.'C/V\
315,54,2,ses,ses,DET:poss,1376,son4_S,Det,Det,son4,1027,,C/V\
316,54,3,femmes,femmes,NOM,1377,feme_+CI,N,N,,1027,,'C/V\.C/e\
317,54,4,et,et,CON:coord,1378,et_S,Crd,Crd,et,1027,,/V\
318,54,5,leur,leur,NOM,1379,<unknown>,Adj,Adj,leur2,1027,,C/V\
319,54,6,dist,dist,VER,1380,dire_+CMI,Vfin,Vfin,dire,1027,,C/V\
320,55,1,nous,nous,PRO:pers,1390,nos1_S,Prn,Prn$,1pp,1027,,C/V\
321,55,2,rirons,rirons,VER,1391,rire_+M,Vfin,Vfin,rire,1027,,C/V\.'C/V\
322,55,3,!,!,PON,1392,!,Pnc,Pnc,,1027,,
323,55,4,»,»,PON:cit,1393,ğ,Pnc,Pnc,,1027,,
324,55,5,.,.,PON,1394,.,Pnc,Pnc,,1027,,
325,55,6,Lors,lors,ADV,1395,lors_+CIT,Adv,Adv,lors,1027,,C/V\
326,55,7,dist,dist,VER,1396,dire_+CMI,Vfin,Vfin,dire,1027,,C/V\
327,55,8,dame,dame,NOM,1397,dam|dame|dan2_+T|+CIT|+T,N,N,,1027,,'C/V\.C/(e)\
328,55,9,Jehanne,jehanne,NPR,1398,<nolem>_C,N,N,,1027,,C/(V)\.'/V\.C/(e)\
329,56,1,vous,vous,PRO:pers,1413,vos1_S,Prn,Prn$,2pp,1027,s,C/V\
330,56,2,verrez,verrez,VER,1414,vëoir_+I,Vfin,Vfin,voir1,1027,,C/V\.'C/V\
331,56,3,tantost,tantost,ADV,1415,tantost_+IT,Adv,Adv,tantôt,1027,,C/V\.'C/V\
332,56,4,la,la,DET:def,1416,le_S,Det,Det,le,1027,,C/V\
333,56,5,bataille,bataille,NOM,1417,bataille_+IT,N,N,,1027,,C/V\.'C/V\.C/(e)\
334,57,1,du,du,PREDET:de,1418,de+le_S,Pre+Det,Pre+Det,de+le,1027,,C/V\
335,57,2,petit,petit,ADJ,1419,petit_+CIT,Adj,Adj,petit,1027,,C/V\.'C/V\
336,57,3,Saintré,saintré,VER,1420,<unknown>,N,N,,1027,,C/V\.'C/V\
337,57,4,et,et,CON:coord,1421,et_S,Crd,Crd,et,1027,,/V\
338,57,5,de,de,PRE,1422,de_+S,Pre,Pre,de,1027,,C/(e)\
339,57,6,moy,moy,PRO:pers,1423,je_S,Prn,Prn,1ps,1027,,C/V\
340,58,1,Allez,allez,VER,1468,aler_+M,Vfin,Vfin,aller,1027,,/V\.'C/V\
341,58,2,vous,vous,PRO:pers,1469,vos1_S,Prn,Prn%$,2pp,1027,,C/V\
342,58,3,en,en,PRE,1470,en1_+S,Prn,Prn%%,en2,1027,,/V\
343,58,4,",",",",PON,1471,",",Pnc,Pnc,,1027,,
344,58,5,entre,entre,PRE,1472,entre2_+S,PrA,PrA,entre,1027,,'/V\.C/(e)\
345,58,6,vous,vous,PRO:pers,1473,vos1_S,Prn,Prn,2pp,1027,,C/V\
346,58,7,",",",",PON,1474,",",Pnc,Pnc,,1027,,
347,58,8,hommes,hommes,NOM,1475,ome_+C,N,N,,1027,,'/V\.C/e\
348,59,1,Madame,madame,NOM,1541,dame_+I,N,N,,1027,,C/V\.'C/V\.C/(e)\
349,59,2,",",",",PON,1542,",",Pnc,Pnc,,1027,,
350,59,3,assise,assise,VER,1543,asseoir|assëoir|seoir_+C|I|M,Vpp,Vpp,asseoir,1027,,/V\.'C/V\.C/(e)\
351,59,4,sur,sur,PRE,1544,sor2_+S,PrA,PrA,sur,1027,,C/V\
352,59,5,les,les,DET:def,1545,le_S,Det,Det,le,1027,,C/V\
353,59,6,piez,piez,NOM,1546,pie|pié_+C|+I,N,N,,1027,,C/V\
354,60,1,voulloit,voulloit,VER,1589,voloir_*+C,Vfin,Vfin,vouloir,1029,,C/V\.'C/V\
355,60,2,venir,venir,VER,1590,venir_+IT,Vinf,Vinf,venir,1029,c,C/V\.'C/V\
356,60,3,",",",",PON,1591,",",Pnc,Pnc,,1029,,
357,60,4,sy,sy,VER,1592,seeir_M,Adv,Adv,si4,1029,,C/V\
358,60,5,lui,lui,PRO:pers,1593,il|loi1_S|S,Prn,Prn$$,3p,1029,,C/V\
359,60,6,promist,promist,VER,1594,prometre_+CI,Vfin,Vfin,promettre,1029,,C/V\.'C/V\
360,61,1,Et,et,CON:coord,1618,et_S,Crd,Crd,et,1029,,/V\
361,61,2,en,en,PRE,1619,en1_+S,Pre,Pre,en1,1029,,/V\
362,61,3,ces,ces,DET:demo,1620,cel|cest_S|S,Dem,Dem,cist,1029,,C/V\
363,61,4,penssemens,penssemens,NOM,1621,<unknown>,N,N,,1029,,C/V\.C/e\.'C/V\
364,61,5,",",",",PON,1622,",",Pnc,Pnc,,1029,,
365,61,6,Madame,madame,NOM,1623,dame_+I,N,N,,1029,s,C/V\.'C/V\.C/(e)\
366,62,1,Or,or,ADV,1633,or4|or_+IT|CI,Adv,Adv,or2,1029,,/V\
367,62,2,ça,ça,VER,1634,<unknown>,Adv,Adv,çà,1029,,C/V\
368,62,3,",",",",PON,1635,",",Pnc,Pnc,,1029,,
369,62,4,maistre,maistre,NOM,1636,mitre1_+T,N,N,,1029,,'C/V\.C/(e)\
370,62,5,",",",",PON,1637,",",Pnc,Pnc,,1029,,
371,62,6,ça,ça,NPR,1638,<unknown>,Adv,Adv,çà,1029,,C/V\
372,62,7,",",",",PON,1639,",",Pnc,Pnc,,1029,,
373,62,8,par,par,PRE,1640,par_S,Pre,Pre,par1,1029,,C/V\
374,62,9,la,la,DET:def,1641,le_S,Det,Det,le,1029,,C/V\
375,62,10,foy,foy,NOM,1642,foi_+C,N,N,,1029,,C/V\
376,63,1,ça,ça,NPR,1638,<unknown>,Adv,Adv,çà,1029,,C/V\
377,63,2,",",",",PON,1639,",",Pnc,Pnc,,1029,,
378,63,3,par,par,PRE,1640,par_S,Pre,Pre,par1,1029,,C/V\
379,63,4,la,la,DET:def,1641,le_S,Det,Det,le,1029,,C/V\
380,63,5,foy,foy,NOM,1642,foi_+C,N,N,,1029,,C/V\
381,63,6,que,que,PROCON,1643,que3_S,Qux,Qux,que,1029,c,C/(e)\
382,63,7,j',j',PRO:pers,1644,je_S,Prn,Prn$,1ps,1029,s,C/\
383,63,8,ay,ay,VER,1645,avoir_+M,Vfin,Vfin,avoir1,1029,,/V\
384,63,9,de,de,PRE,1646,de_+S,Pre,Pre,de,1029,,C/(e)\
385,63,10,vous,vous,PRO:pers,1647,vos1_S,Prn,Prn,2pp,1029,,C/V\
386,64,1,les,les,DET:def,1688,le_S,Det,Det,le,1029,,C/V\
387,64,2,yeulx,yeulx,NOM,1689,<nolem>,N,N,,1029,,C/V\
388,64,3,lui,lui,PRO:pers,1690,il|loi1_S|S,Prn,Prn,3p,1029,,C/V\
389,64,4,larmoiant,larmoiant,VER,1691,<unknown>,Vprs,Vprs,,1029,,C/V\.C/V\.'C/V\
390,64,5,",",",",PON,1692,",",Pnc,Pnc,,1029,,
391,64,6,le,le,DET:def,1693,le_S,Det,Det,le,1029,,C/(e)\
392,64,7,ceur,ceur,NOM,1694,cor2|cors2|cort1_*+T|+T|+I,N,N,,1029,,C/V\
393,65,1,par,par,PRE,1703,par_S,Pre,Pre,par1,1029,,C/V\
394,65,2,sy,sy,VER,1704,seeir_M,Adv,Adv,si4,1029,,C/V\
395,65,3,qu',qu',PROCON,1705,que1|que2|que3|que4_S|S|S|S,Sub,Sub,que,1029,,C/\
396,65,4,il,il,PRO:pers,1706,il_S,Prn,Prn$,3p,1029,s,/V\
397,65,5,ne,ne,PRO:clit,1707,en2_S,Neg,Neg$$,ne1,1029,,C/(e)\
398,65,6,sceust,sceust,VER,1708,savoir_+MMd,Vfin,Vfin,savoir,1029,,C/(V)\.'/V\
399,65,7,ung,ung,DET:ndf,1709,un_S,QIs,QIs,un,1029,,/V\
400,65,8,seul,seul,ADJ,1710,sol1|sol_+IT|I,Adj,Adj,seul,1029,,C/V\
401,65,9,mot,mot,NOM,1711,mot_+CIT,N,N,,1029,,C/V\
402,66,1,et,et,CON:coord,1728,et_S,Crd,Crd,et,1029,,/V\
403,66,2,que,que,PROCON,1729,que3_S,Sub,Sub,que,1029,c,C/(e)\
404,66,3,vuelt,vuelt,VER,1730,voloir_+Z,Vfin,Vfin,vouloir,1029,,C/V\
405,66,4,dire,dire,VER,1731,dire_+MIT,Vinf,Vinf,dire,1029,c,'C/V\.C/(e)\
406,66,5,ceste,ceste,DET:demo,1732,cest_S,Dem,Dem,cist,1029,,'C/V\.C/(e)\
407,66,6,chiere,chiere,NOM,1733,chiere_+IT,N,N,,1029,,'C/V\.C/(e)\
408,67,1,qui,qui,PROCON,1740,qui_S,Qux,Qux,qui,1029,s,C/V\
409,67,2,entour,entour,ADV,1741,entor_C,PrA,PrA,entour,1029,,/V\.'C/V\
410,67,3,rioient,rioient,VER,1742,rire_+M,Vfin,Vfin,rire,1029,,C/V\.'C/V\./e\
411,67,4,",",",",PON,1743,",",Pnc,Pnc,,1029,,
412,67,5,lui,lui,PRO:pers,1744,il|loi1_S|S,Prn,Prn$$,3p,1029,,C/V\
413,67,6,dirent,dirent,VER,1745,dire_+M,Vfin,Vfin,dire,1029,,'C/V\.C/e\
414,68,1,puis,puis,ADV,1761,puis_IT,PrA,PrA,puis,1029,,C/V\
415,68,2,quant,quant,ADV,1762,cant_C,Sub,Sub,quand,1029,,C/V\
416,68,3,vostre,vostre,DET:poss,1763,vostre_S,Det,Det,votre,1029,,'C/V\.C/(e)\
417,68,4,dame,dame,NOM,1764,dam|dame|dan2_+T|+CIT|+T,N,N,,1029,,'C/V\.C/(e)\
418,68,5,ne,ne,PRO:clit,1765,en2_S,Neg,Neg$$,ne1,1029,,C/(e)\
419,68,6,veistes,veistes,VER,1766,vëoir_+IdMd,Vfin,Vfin,voir1,1029,,C/(V)\.'/V\.C/e\
420,69,1,Ce,ce,PRO:invar,1768,ce1_S,Prn,Prn,ce1,1029,s,C/(e)\
421,69,2,n',n',PRO:clit,1769,en2_S,Neg,Neg$$,ne1,1029,,C/\
422,69,3,est,est,VER,1770,ester|estre1_+M|+I,Vfin,Vfin,être1|ester,1029,,/V\
423,69,4,pas,pas,NOM,1771,pas|past2_+IT|+T,Neg,Neg,pas1,1029,,C/V\
424,69,5,grant,grant,ADJ,1772,grant_+CIT,Adj,Adj,grand,1029,,C/V\
425,69,6,demande,demande,VER,1773,demander_+CI,N,N,,1029,,C/V\.'C/V\.C/(e)\
426,69,7,!,!,PON,1774,!,Pnc,Pnc,,1029,,
427,69,8,»,»,PON:cit,1775,ğ,Pnc,Pnc,,1029,,
428,69,9,Et,et,CON:coord,1776,et_S,Crd,Crd,et,1029,,/V\
429,69,10,tant,tant,ADV,1777,tant_CI,QIs,QIs,tant,1029,,C/V\
430,70,1,Et,et,CON:coord,1776,et_S,Crd,Crd,et,1029,,/V\
431,70,2,tant,tant,ADV,1777,tant_CI,QIs,QIs,tant,1029,,C/V\
432,70,3,le,le,PRO:pers,1778,il_S,Prn,Prn$$,3p,1029,c,C/(e)\
433,70,4,presserent,presserent,VER,1779,<unknown>,Vfin,Vfin,,1029,,C/V\.'C/V\.C/e\
434,70,5,",",",",PON,1780,",",Pnc,Pnc,,1029,,
435,70,6,qu',qu',PROCON,1781,que1|que2|que3|que4_S|S|S|S,Sub,Sub,que,1029,,C/\
436,70,7,il,il,PRO:pers,1782,il_S,Prn,Prn$,3p,1029,s,/V\
437,70,8,dist,dist,VER,1783,dire_+CMI,Vfin,Vfin,dire,1029,,C/V\
438,71,1,N',n',PRO:clit,1795,en2_S,Neg,Neg$$,ne1,1029,,C/\
439,71,2,en,en,PRO:clit,1796,en2_S,Prn,Prn$$,en2,1029,,/V\
440,71,3,avez,avez,VER,1797,avoir_+IM,Vfin,Vfin,avoir1,1029,,/V\.'C/V\
441,71,4,vous,vous,PRO:pers,1798,vos1_S,Prn,Prn%,2pp,1029,s,C/V\
442,71,5,point,point,NOM,1799,point_+CIT,Neg,Neg,point2,1029,c,C/V\
443,71,6,?,?,PON,1800,?,Pnc,Pnc,,1029,,
444,71,7,dist,dist,VER,1801,dire_+CMI,Vfin,Vfin,dire,1029,,C/V\
445,71,8,Madame,madame,NOM,1802,dame_+I,N,N,,1029,s,C/V\.'C/V\.C/(e)\
446,72,1,et,et,CON:coord,1822,et_S,Crd,Crd,et,1029,,/V\
447,72,2,vouldriez,vouldriez,VER,1823,<unknown>,Vfin,Vfin,vouloir,1029,,C/V\.C/<V>\.'/V\
448,72,3,que,que,PROCON,1824,que3_S,Sub,Sub,que,1029,,C/(e)\
449,72,4,fust,fust,VER,1825,estre1|fuster_+I|+M,Vfin,Vfin,être1|ester,1029,,C/V\
450,72,5,vostre,vostre,DET:poss,1826,vostre_S,Det,Det,votre,1029,,'C/V\.C/(e)\
451,72,6,dame,dame,NOM,1827,dam|dame|dan2_+T|+CIT|+T,N,N,,1029,,'C/V\.C/(e)\
452,73,1,Le,le,DET:def,1837,le_S,Det,Det,le,1029,,C/(e)\
453,73,2,petit,petit,ADJ,1838,petit_+CIT,Adj,Adj,petit,1029,,C/V\.'C/V\
454,73,3,Saintré,saintré,VER,1839,<unknown>,N,N,,1029,,C/V\.'C/V\
455,73,4,",",",",PON,1840,",",Pnc,Pnc,,1029,,
456,73,5,qui,qui,PROCON,1841,qui_S,Qux,Qux,qui,1029,s,C/V\
457,73,6,encores,encores,ADV,1842,encore_+IT,Adv,Adv,encore,1029,,/V\.'C/V\.C/e\
458,74,1,qui,qui,PROCON,1841,qui_S,Qux,Qux,qui,1029,s,C/V\
459,74,2,encores,encores,ADV,1842,encore_+IT,Adv,Adv,encore,1029,,/V\.'C/V\.C/e\
460,74,3,",",",",PON,1843,",",Pnc,Pnc,,1029,,
461,74,4,comme,comme,VER,1844,commer_M,Sub,Sub,comme,1029,,'C/V\.C/(e)\
462,74,5,dit,dit,VER,1845,dire_+CMI,Vpp,Vpp,dire,1029,,C/V\
463,74,6,est,est,VER,1846,ester|estre1_+M|+I,Vfin,Vfin,être1|ester,1029,,/V\
464,75,1,fors,fors,ADV,1866,fors2|fuer1_+T|+T,PrA,PrA,hors,1029,,C/V\
465,75,2,de,de,PRE,1867,de_+S,Pre,Pre,de,1029,,C/(e)\
466,75,3,entortellier,entortellier,VER,1868,<unknown>,Vinf,Vinf,,1029,,/V\.C/V\.C/e\.'C/V\
467,75,4,le,le,DET:def,1869,le_S,Det,Det,le,1029,,C/(e)\
468,75,5,pendant,pendant,NOM,1870,pendant_+IT,N,N,,1029,,C/V\.'C/V\
469,76,1,de,de,PRE,1871,de_+S,Pre,Pre,de,1030,,C/(e)\
470,76,2,sa,sa,DET:poss,1872,son4_S,Det,Det,son4,1030,,C/V\
471,76,3,ceinture,ceinture,NOM,1873,ceinture_+IT,N,N,,1030,,C/V\.'C/V\.C/(e)\
472,76,4,entour,entour,ADV,1874,entor_C,PrA,PrA,entour,1030,,/V\.'C/V\
473,76,5,ces,ces,DET:demo,1875,cel|cest_S|S,Dem,Dem,cist,1030,,C/V\
474,76,6,dois,dois,NOM,1876,dois_+IT,N,N,,1030,,C/V\
475,77,1,entour,entour,ADV,1874,entor_C,PrA,PrA,entour,1030,,/V\.'C/V\
476,77,2,ces,ces,DET:demo,1875,cel|cest_S|S,Dem,Dem,cist,1030,,C/V\
477,77,3,dois,dois,NOM,1876,dois_+IT,N,N,,1030,,C/V\
478,77,4,",",",",PON,1877,",",Pnc,Pnc,,1030,,
479,77,5,sans,sans,PRE,1878,sans_+S,Pre,Pre,sans,1030,,C/V\
480,77,6,mot,mot,NOM,1879,mot_+CIT,N,N,,1030,c,C/V\
481,77,7,parler,parler,VER,1880,parler_+MIT,Vinf,Vinf,parler,1030,,C/V\.'C/V\
482,78,1,sans,sans,PRE,1878,sans_+S,Pre,Pre,sans,1030,,C/V\
483,78,2,mot,mot,NOM,1879,mot_+CIT,N,N,,1030,c,C/V\
484,78,3,parler,parler,VER,1880,parler_+MIT,Vinf,Vinf,parler,1030,,C/V\.'C/V\
485,78,4,fut,fut,VER,1881,estre|futre_CMMdI|M,Vfin,Vfin,être1|ester,1030,,C/V\
486,78,5,longuement,longuement,ADV,1882,longement_I,Adv,Adv,,1030,,C/V\.C/e\.'C/V\
487,79,1,dame,dame,NOM,1942,dam|dame|dan2_+T|+CIT|+T,N,N,,1030,,'C/V\.C/(e)\
488,79,2,Katherine,katherine,NPR,1943,<nolem>_C,N,N,,1030,,C/V\.C/V\.'C/V\.C/(e)\
489,79,3,",",",",PON,1944,",",Pnc,Pnc,,1030,,
490,79,4,Isabel,isabel,NPR,1945,<nolem>,N,N,,1030,&,/V\.C/V\.'C/V\
491,80,1,de,de,PRE,1972,de_+S,Pre,Pre,de,1030,,C/(e)\
492,80,2,vous,vous,PRO:pers,1973,vos1_S,Prn,Prn,2pp,1030,,C/V\
493,80,3,faire,faire,VER,1974,faire_+MIT,Vinf,Vinf,faire,1030,,'C/V\.C/(e)\
494,80,4,telle,telle,ADJ,1975,tel_+C,Adj,Adj,tel,1030,,'C/V\.C/(e)\
495,80,5,responce,responce,NOM,1976,response_*+CIT,N,N,,1030,,C/V\.'C/V\.C/(e)\
496,81,1,dittes,dittes,VER,2043,dire_+C,Vfin,Vfin,dire,1030,,'C/V\.C/e\
497,81,2,seurement,seurement,ADV,2044,seurement|sëurement_C|Id,Adv,Adv,si4,1030,,C/(V)\./V\.C/e\.'C/V\
498,81,3,a,a,PRE,2045,a_S,Pre,Pre,à,1030,,/V\
499,81,4,Madame,madame,NOM,2046,dame_+I,N,N,,1030,,C/V\.'C/V\.C/(e)\
500,82,1,puis,puis,ADV,2047,puis_IT,PrA,PrA,puis,1030,,C/V\
501,82,2,quant,quant,ADV,2048,cant_C,Sub,Sub,quand,1030,,C/V\
502,82,3,ne,ne,PRO:clit,2049,en2_S,Neg,Neg$$,ne1,1030,,C/(e)\
503,82,4,veistes,veistes,VER,2050,vëoir_+IdMd,Vfin,Vfin,voir1,1030,,C/(V)\.'/V\.C/e\
504,82,5,vostre,vostre,DET:poss,2051,vostre_S,Det,Det,votre,1030,,'C/V\.C/(e)\
505,82,6,dame,dame,NOM,2052,dam|dame|dan2_+T|+CIT|+T,N,N,,1030,,'C/V\.C/(e)\
506,83,1,Que,que,PROCON,2076,que3_S,Qux,Qux,que,1030,c,C/(e)\
507,83,2,voullez,voullez,VER,2077,<unknown>,Vfin,Vfin,vouloir,1030,,C/V\.'C/V\
508,83,3,vous,vous,PRO:pers,2078,vos1_S,Prn,Prn%,2pp,1030,s,C/V\
509,83,4,que,que,PROCON,2079,que3_S,Sub,Sub,que,1030,c,C/(e)\
510,83,5,je,je,PRO:pers,2080,je_S,Prn,Prn$,1ps,1030,s,C/(e)\
511,83,6,vous,vous,PRO:pers,2081,vos1_S,Prn,Prn$$,2pp,1030,,C/V\
512,83,7,dye,dye,VER,2082,dire_+M,Vfin,Vfin,dire,1030,,'C/V\./(e)\
513,84,1,je,je,PRO:pers,2097,je_S,Prn,Prn$,1ps,1030,s,C/(e)\
514,84,2,le,le,PRO:pers,2098,il_S,Prn,Prn$$,3p,1030,c,C/(e)\
515,84,3,diroye,diroye,VER,2099,dire_+M,Vfin,Vfin,dire,1030,,C/V\.'C/V\./(e)\
