wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,TT lemma,syntag,syntag2,lemma,page_id,synfunc,syllabified
516,84,4,voullentiers,voullentiers,GDF,2100,volontiers_G,Adv,Adv,volentiers,1030,,C/V\.C/V\.'C/V\
517,85,1,Je,je,PRO:pers,2141,je_S,Prn,Prn$,1ps,1031,s,C/(e)\
518,85,2,n',n',PRO:clit,2142,en2_S,Neg,Neg$$,ne1,1031,,C/\
519,85,3,entendz,entendz,VER,2143,entendre_+M,Vfin,Vfin,entendre,1031,,/V\.'C/V\
520,85,4,point,point,NOM,2144,point_+CIT,Neg,Neg,point2,1031,,C/V\
521,85,5,de,de,PRE,2145,de_+S,Pre,Pre,de,1031,,C/(e)\
522,85,6,vostre,vostre,DET:poss,2146,vostre_S,Det,Det,votre,1031,,'C/V\.C/(e)\
523,85,7,mere,mere,NOM,2147,mere_+CIT,N,N,,1031,,'C/V\.C/(e)\
524,86,1,De,de,PRE,2187,de_+S,Pre,Pre,de,1031,,C/(e)\
525,86,2,celles,celles,PRO:demo,2188,cel_S,Dem,Dem,cil,1031,,'C/V\.C/e\
526,86,3,qui,qui,PROCON,2189,qui_S,Qux,Qux,qui,1031,s,C/V\
527,86,4,riens,riens,ADV,2190,riens_Z,N,N,rien,1031,a,C/V\
528,86,5,ne,ne,PRO:clit,2191,en2_S,Neg,Neg$$,ne1,1031,,C/(e)\
529,86,6,me,me,PRO:pers,2192,je_S,Prn,Prn$$,1ps,1031,,C/(e)\
530,86,7,sont,sont,VER,2193,estre1|estre_+I|CMI,Vfin,Vfin,être1|ester,1031,,C/V\
531,87,1,madame,madame,NOM,2199,dame_+I,N,N,,1031,,C/V\.'C/V\.C/(e)\
532,87,2,",",",",PON,2200,",",Pnc,Pnc,,1031,,
533,87,3,je,je,PRO:pers,2201,je_S,Prn,Prn$,1ps,1031,s,C/(e)\
534,87,4,n',n',PRO:clit,2202,en2_S,Neg,Neg$$,ne1,1031,,C/\
535,87,5,en,en,PRO:clit,2203,en2_S,Prn,Prn$$,en2,1031,,/V\
536,87,6,ayme,ayme,VER,2204,amer_M,Vfin,Vfin,aimer,1031,,'/V\.C/(e)\
537,87,7,nulle,nulle,PRO:ind,2205,nul_S,QIs,QIs,nul,1031,c,'C/V\.C/(e)\
538,88,1,lui,lui,PRO:pers,2210,il|loi1_S|S,Prn,Prn$$,3p,1031,,C/V\
539,88,2,dist,dist,VER,2211,dire_+CMI,Vfin,Vfin,dire,1031,,C/V\
540,88,3,:,:,PON,2212,:,Pnc,Pnc,,1031,,
541,88,4,«,«,PON:cit,2213,Ğ,Pnc,Pnc,,1031,,
542,88,5,N',n',PRO:clit,2214,en2_S,Neg,Neg$$,ne1,1031,,C/\
543,88,6,en,en,PRO:clit,2215,en2_S,Prn,Prn$$,en2,1031,,/V\
544,88,7,amez,amez,VER,2216,amer1|amer_+I|MI,Vfin,Vfin,aimer,1031,,/V\.'C/V\
545,88,8,vous,vous,PRO:pers,2217,vos1_S,Prn,Prn%,2pp,1031,s,C/V\
546,88,9,nulle,nulle,DET:ind,2218,nul_S,QIs,QIs,nul,1031,c,'C/V\.C/(e)\
547,88,10,?,?,PON,2219,?,Pnc,Pnc,,1031,,
548,88,11,Ha,ha,INT,2220,a2|hay!_+T|+T,Exc,Exc,,1031,,/V\
549,89,1,et,et,CON:coord,2304,et_S,Crd,Crd,et,1031,,/V\
550,89,2,escuiers,escuiers,NOM,2305,escuier2|escuier_+I|CI,N,N,,1031,,/V\.C/V\.'C/V\
551,89,3,de,de,PRE,2306,de_+S,Pre,Pre,de,1031,,C/(e)\
552,89,4,ce,ce,DET:demo,2307,cel|cist_S|S,Dem,Dem,cist,1031,,C/(e)\
553,89,5,royaume,royaume,NOM,2308,roiaume_*+IT,N,N,,1031,,C/V\.'C/V\.C/(e)\
554,90,1,de,de,PRE,2338,de_+S,Pre,Pre,de,1031,,C/(e)\
555,90,2,leurs,leurs,DET:poss,2339,lor2_S,Det,Det,leur2,1031,,C/V\
556,90,3,tres,tres,NOM,2340,tref2_+I,Adv,Adv,très,1031,,C/V\
557,90,4,desirees,desirees,VER,2341,desirrer_*+T,Vpp,Vpp,désirer,1031,,C/V\.C/V\.'C/V\./e\
558,90,5,dames,dames,NOM,2342,dame_+CI,N,N,,1031,,'C/V\.C/e\
559,91,1,sont,sont,VER,2363,estre1|estre_+I|CMI,Vfin,Vfin,être1|ester,1031,,C/V\
560,91,2,venus,venus,VER,2364,venir_*+I,Vpp,Vpp,venir,1031,,C/V\.'C/V\
561,91,3,en,en,PRO:clit,2365,en2_S,Pre,Pre,en1,1031,,/V\
562,91,4,sy,sy,VER,2366,seeir_M,Adv,Adv,si4,1031,,C/V\
563,91,5,hault,hault,ADJ,2367,haut_+Z,Adj,Adj,haut,1031,,C/V\
564,91,6,honneur,honneur,NOM,2368,onor_*+IT,N,N,,1031,,/V\.'C/V\
565,92,1,ne,ne,PRO:clit,2392,en2_S,Crd,Crd,ne2,1031,,C/(e)\
566,92,2,que,que,PROCON,2393,que3_S,Sub,Sub,que,1031,,C/(e)\
567,92,3,d',d',PRE,2394,de_+S,Pre,Pre,de,1031,,C/\
568,92,4,un,un,DET:ndf,2395,un_S,QIs,QIs,un,1031,,/V\
569,92,5,simple,simple,ADJ,2396,simple_+CIT,Adj,Adj,,1031,,'C/V\.C/(e)\
570,92,6,compaignon,compaignon,NOM,2397,compagnon_*+IT,N,N,,1031,,C/V\.C/V\.'C/V\
571,93,1,comme,comme,VER,2425,commer_M,Sub,Sub,comme,1032,,'C/V\.C/(e)\
572,93,2,le,le,PRO:pers,2426,il_S,Det,Det,le,1032,,C/(e)\
573,93,3,plus,plus,ADV,2427,plus_CI,Adv,Adv,plus,1032,,C/V\
574,93,4,failli,failli,VER,2428,falir_+IM,Vpp,Vpp,faillir,1032,,C/V\.'C/V\
575,93,5,des,des,PREDET:de,2429,de+le_S,Pre+Det,Pre+Det,de+le,1032,,C/V\
576,93,6,aultres,aultres,ADJ,2430,autre_Z,Adj,Adj,autre,1032,,'/V\.C/e\
577,94,1,dittes,dittes,VER,2441,dire_+C,Vpp,Vpp,dire,1032,,'C/V\.C/e\
578,94,2,en,en,PRO:clit,2442,en2_S,Pre,Pre,en1,1032,,/V\
579,94,3,sousriant,sousriant,VER,2443,<unknown>,Vprs,Vprs,sourire,1032,,C/V\.C/V\.'C/V\
580,94,4,",",",",PON,2444,",",Pnc,Pnc,,1032,,
581,94,5,les,les,DET:def,2445,le_S,Det,Det,le,1032,,C/V\
582,94,6,dames,dames,NOM,2446,dame_+CI,N,N,,1032,,'C/V\.C/e\
583,95,1,que,que,PROCON,2456,que3_S,Qux,Qux,que,1032,,C/(e)\
584,95,2,n',n',PRO:clit,2457,en2_S,Neg,Neg$$,ne1,1032,,C/\
585,95,3,estoient,estoient,VER,2458,ester|estre1_+M|+I,Vfin,Vfin,être1|ester,1032,,/V\.'C/V\./e\
586,95,4,que,que,PROCON,2459,que3_S,Sub,Sub,que,1032,,C/(e)\
587,95,5,pour,pour,PRE,2460,por2_+S,Pre,Pre,pour,1032,,C/V\
588,95,6,farser,farser,VER,2461,farcier_+T,Vinf,Vinf,,1032,,C/V\.'C/V\
589,96,1,qui,qui,PROCON,2474,qui_S,Qux,Qux,qui,1032,s,C/V\
590,96,2,ne,ne,PRO:clit,2475,en2_S,Neg,Neg$$,ne1,1032,,C/(e)\
591,96,3,pensoit,pensoit,VER,2476,penser_*+IMT,Vfin,Vfin,penser,1032,,C/V\.'C/V\
592,96,4,pas,pas,NOM,2477,pas|past2_+IT|+T,Neg,Neg,pas1,1032,,C/V\
593,96,5,mains,mains,NOM,2478,main2|main_+I|CI,Adv,Adv,main2,1032,,C/V\
594,96,6,que,que,PROCON,2479,que3_S,Sub,Sub,que,1032,,C/(e)\
595,96,7,de,de,PRE,2480,de_+S,Pre,Pre,de,1032,,C/(e)\
596,96,8,estre,estre,VER,2481,entr'estre|estre1_+M|+IT,Vinf,Vinf,être1|ester,1032,,'/V\.C/(e)\
597,97,1,dame,dame,NOM,2494,dam|dame|dan2_+T|+CIT|+T,N,N,,1032,,'C/V\.C/(e)\
598,97,2,Katherine,katherine,NPR,2495,<nolem>_C,N,N,,1032,,C/V\.C/V\.'C/V\.C/(e)\
599,97,3,",",",",PON,2496,",",Pnc,Pnc,,1032,,
600,97,4,Ysabel,ysabel,NPR,2497,<nolem>_C,N,N,,1032,&,/V\.C/V\.'C/V\
601,98,1,pour,pour,PRE,2541,por2_+S,Pre,Pre,pour,1032,,C/V\
602,98,2,servir,servir,VER,2542,servir_+MIT,Vinf,Vinf,servir,1032,,C/V\.'C/V\
603,98,3,.,.,PON,2543,.,Pnc,Pnc,,1032,,
604,98,4,«,«,PON:cit,2544,Ğ,Pnc,Pnc,,1032,,
605,98,5,Nenni,nenni,INT,2545,<nolem>,NVP,NVP,nenni,1032,,C/V\.'C/V\
606,98,6,!,!,PON,2546,!,Pnc,Pnc,,1032,,
607,98,7,dist,dist,VER,2547,dire_+CMI,Vfin,Vfin,dire,1032,,C/V\
608,98,8,Madame,madame,NOM,2548,dame_+I,N,N,,1032,s,C/V\.'C/V\.C/(e)\
609,99,1,Alors,alors,ADV,2599,alors_+T,Adv,Adv,alors,1032,,/V\.'C/V\
610,99,2,le,le,DET:def,2600,le_S,Det,Det,le,1032,,C/(e)\
611,99,3,pouvre,pouvre,ADJ,2601,povre_*+IT,Adj,Adj,pauvre,1032,,'C/V\.C/(e)\
612,99,4,desconffit,desconffit,VER,2602,<unknown>,Vpp,Vpp,,1032,,C/V\.C/V\.'C/V\
613,100,1,Et,et,CON:coord,2620,et_S,Crd,Crd,et,1032,,/V\
614,100,2,ainssy,ainssy,ADV,2621,ainsi_*+CIT,Adv,Adv,ainsi,1032,,/V\.'C/V\
615,100,3,le,le,PRO:pers,2622,il_S,Prn,Prn$$,3p,1032,c,C/(e)\
616,100,4,me,me,PRO:pers,2623,je_S,Prn,Prn$$,1ps,1032,,C/(e)\
617,100,5,promectez,promectez,VER,2624,<unknown>,Vfin,Vfin,promettre,1032,,C/V\.C/V\.'C/V\
618,101,1,Oïl,oïl,ADV,2627,öil_I,NVP,NVP,oui,1032,,/{V}\.'/V\
619,101,2,",",",",PON,2628,",",Pnc,Pnc,,1032,,
620,101,3,madame,madame,NOM,2629,dame_+I,N,N,,1032,,C/V\.'C/V\.C/(e)\
621,101,4,",",",",PON,2630,",",Pnc,Pnc,,1032,,
622,101,5,sur,sur,PRE,2631,sor2_+S,PrA,PrA,sur,1032,,C/V\
623,101,6,ma,ma,DET:poss,2632,mon1_S,Det,Det,mon1,1032,,C/V\
624,101,7,foy,foy,NOM,2633,foi_+C,N,N,,1032,,C/V\
625,102,1,dist,dist,VER,2639,dire_+CMI,Vfin,Vfin,dire,1032,,C/V\
626,102,2,Madame,madame,NOM,2640,dame_+I,N,N,,1032,s,C/V\.'C/V\.C/(e)\
627,102,3,",",",",PON,2641,",",Pnc,Pnc,,1032,,
628,102,4,vous,vous,PRO:pers,2642,vos1_S,Prn,Prn$$,2pp,1032,,C/V\
629,102,5,en,en,PRO:clit,2643,en2_S,Prn,Prn$$,en2,1032,,/V\
630,102,6,allez,allez,VER,2644,aler_+M,Vfin,Vfin,aller,1032,,/V\.'C/V\
631,103,1,que,que,PROCON,2654,que3_S,Sub,Sub,que,1032,,C/(e)\
632,103,2,demain,demain,ADV,2655,demain_+IT,Adv,Adv,demain,1032,,C/V\.'C/V\
633,103,3,a,a,PRE,2656,a_S,Pre,Pre,à,1032,,/V\
634,103,4,l',l',DET:def,2657,le_S,Det,Det,le,1032,,C/\
635,103,5,eure,eure,NOM,2658,ore3|ëure_+T|+Td,N,N,,1032,,'/V\.C/(e)\
636,103,6,du,du,PREDET:de,2659,de+le_S,Pre+Det,Pre+Det,de+le,1032,,C/V\
637,103,7,jour,jour,NOM,2660,jor_+C,N,N,,1032,,C/V\
638,104,1,d',d',PRE,2661,de_+S,Pre,Pre,de,1032,,C/\
639,104,2,uy,uy,ADV,2662,ui_*+IT,Adv,Adv,hui2,1032,,/V\
640,104,3,vous,vous,PRO:pers,2663,vos1_S,Prn,Prn$,2pp,1032,s,C/V\
641,104,4,soyez,soyez,VER,2664,estre_*M,Vfin,Vfin,être1|ester,1032,,C/V\.'C/V\
642,104,5,aux,aux,PREDET:a,2665,a+le_S,Pre+Det,Pre+Det,à+le,1032,,/V\
643,104,6,galleries,galleries,NOM,2666,<unknown>,N,N,,1032,,C/V\.C/V\.'C/V\./e\
644,105,1,desprisonné,desprisonné,VER,2684,<unknown>,Vpp,Vpp,,1032,a,C/V\.C/V\.C/V\.'C/V\
645,105,2,prend,prend,VER,2685,prendre_+M,Vfin,Vfin,prendre,1032,,C/V\
646,105,3,a,a,PRE,2686,a_S,Pre,Pre,à,1032,,/V\
647,105,4,genoulx,genoulx,NOM,2687,<unknown>,N,N,,1032,,C/V\.'C/V\
648,106,1,et,et,CON:coord,2692,et_S,Crd,Crd,et,1032,,/V\
649,106,2,puis,puis,ADV,2693,puis_IT,PrA,PrA,puis,1032,,C/V\
650,106,3,des,des,PREDET:de,2694,de+le_S,Pre+Det,Pre+Det,de+le,1032,,C/V\
651,106,4,aultres,aultres,ADJ,2695,autre_Z,Adj,Adj,autre,1032,,'/V\.C/e\
652,106,5,.,.,PON,2696,.,Pnc,Pnc,,1032,,
653,106,6,Lors,lors,ADV,2697,lors_+CIT,Adv,Adv,lors,1032,,C/V\
654,106,7,s',s',PRO:pers,2698,soi1_S,Prn,Prn$$,soi,1032,,C/\
655,106,8,en,en,PRO:clit,2699,en2_S,Prn,Prn$$,en2,1032,,/V\
656,106,9,vait,vait,VER,2700,aler|voir_+MIT|M,Vfin,Vfin,aller,1032,,C/V\
657,107,1,et,et,CON:coord,2702,et_S,Crd,Crd,et,1032,,/V\
658,107,2,au,au,PREDET:a,2703,a+le_S,Pre+Det,Pre+Det,à+le,1032,,/V\
659,107,3,congié,congié,NOM,2704,congié_+IT,N,N,,1032,,C/V\.'C/V\
660,107,4,d',d',PRE,2705,de_+S,Pre,Pre,de,1032,,C/\
661,107,5,elles,elles,PRO:pers,2706,il_S,Prn,Prn,3p,1032,,'/V\.C/e\
662,107,6,",",",",PON,2707,",",Pnc,Pnc,,1032,,
663,107,7,lui,lui,PRO:pers,2708,il|loi1_S|S,Prn,Prn$$,3p,1032,,C/V\
664,107,8,dirent,dirent,VER,2709,dire_+M,Vfin,Vfin,dire,1032,,'C/V\.C/e\
665,108,1,Souviengne,souviengne,VER,2712,sovenir_+Z,Vfin,Vfin,souvenir,1032,,C/V\.'C/V\.C/(e)\
666,108,2,vous,vous,PRO:pers,2713,vos1_S,Prn,Prn%%,2pp,1032,,C/V\
667,108,3,de,de,PRE,2714,de_+S,Pre,Pre,de,1032,,C/(e)\
668,108,4,la,la,DET:def,2715,le_S,Det,Det,le,1032,,C/V\
669,108,5,promesse,promesse,NOM,2716,promesse_+CIT,N,N,,1032,,C/V\.'C/V\.C/(e)\
670,109,1,car,car,CON:coord,2718,car_S,Crd,Crd,car,1032,,C/V\
671,109,2,nous,nous,PRO:pers,2719,nos1_S,Prn,Prn$,1pp,1032,s,C/V\
672,109,3,sommes,sommes,VER,2720,estre_M,Vfin,Vfin,être1|ester,1032,,'C/V\.C/e\
673,109,4,pleiges,pleiges,NOM,2721,pleige_+C,N,N,,1033,a,'C/V\.C/e\
674,109,5,pour,pour,PRE,2722,por2_+S,Pre,Pre,pour,1033,,C/V\
675,109,6,vous,vous,PRO:pers,2723,vos1_S,Prn,Prn,2pp,1033,,C/V\
676,110,1,Et,et,CON:coord,2726,et_S,Crd,Crd,et,1033,,/V\
677,110,2,quant,quant,ADV,2727,cant_C,Sub,Sub,quand,1033,,C/V\
678,110,3,il,il,PRO:pers,2728,il_S,Prn,Prn$,3p,1033,s,/V\
679,110,4,fut,fut,VER,2729,estre|futre_CMMdI|M,Vfin,Vfin,être1|ester,1033,,C/V\
680,110,5,hors,hors,ADV,2730,hors_IT,PrA,PrA,hors,1033,,C/V\
681,110,6,de,de,PRE,2731,de_+S,Pre,Pre,de,1033,,C/(e)\
682,110,7,la,la,DET:def,2732,le_S,Det,Det,le,1033,,C/V\
683,110,8,chambre,chambre,NOM,2733,chambre1|chambre_+T|CI,N,N,,1033,,'C/V\.C/(e)\
684,111,1,et,et,CON:coord,2770,et_S,Crd,Crd,et,1033,,/V\
685,111,2,raisonner,raisonner,VER,2771,<unknown>,Vinf,Vinf,,1033,,C/V\.C/V\.'C/V\
686,111,3,du,du,PREDET:de,2772,de+le_S,Pre+Det,Pre+Det,de+le,1033,,C/V\
687,111,4,grant,grant,ADJ,2773,grant_+CIT,Adj,Adj,grand,1033,,C/V\
688,111,5,effroy,effroy,NOM,2774,esfroi_*+Z,N,N,,1033,,/V\.'C/V\
689,112,1,du,du,PREDET:de,2772,de+le_S,Pre+Det,Pre+Det,de+le,1033,,C/V\
690,112,2,grant,grant,ADJ,2773,grant_+CIT,Adj,Adj,grand,1033,,C/V\
691,112,3,effroy,effroy,NOM,2774,esfroi_*+Z,N,N,,1033,,/V\.'C/V\
692,112,4,qu',qu',PROCON,2775,que1|que2|que3|que4_S|S|S|S,Qux,Qux,que,1033,c,C/\
693,112,5,il,il,PRO:pers,2776,il_S,Prn,Prn$,3p,1033,s,/V\
694,112,6,avoit,avoit,VER,2777,avoiier|avoir_+MI|+MI,Vfin,Vfin,avoir1,1033,,/V\.'C/V\
695,112,7,eu,eu,VER,2778,avoir_+CMIdMd,Vpp,Vpp,avoir1,1033,,/(V)\.'/V\
696,113,1,qu',qu',PROCON,2775,que1|que2|que3|que4_S|S|S|S,Qux,Qux,que,1033,c,C/\
697,113,2,il,il,PRO:pers,2776,il_S,Prn,Prn$,3p,1033,s,/V\
698,113,3,avoit,avoit,VER,2777,avoiier|avoir_+MI|+MI,Vfin,Vfin,avoir1,1033,,/V\.'C/V\
699,113,4,eu,eu,VER,2778,avoir_+CMIdMd,Vpp,Vpp,avoir1,1033,,/(V)\.'/V\
700,113,5,en,en,PRE,2779,en1_+S,Pre,Pre,en1,1033,,/V\
701,113,6,son,son,DET:poss,2780,son4_S,Det,Det,son4,1033,,C/V\
702,113,7,logis,logis,NOM,2781,<unknown>,N,N,,1033,,C/V\.'C/V\
703,114,1,en,en,PRO:clit,2785,en2_S,Prn,Prn$$,en2,1033,,/V\
704,114,2,rirent,rirent,VER,2786,<unknown>,Vfin,Vfin,rire,1033,,'C/V\.C/e\
705,114,3,que,que,PROCON,2787,que3_S,Sub,Sub,que,1033,,C/(e)\
706,114,4,vespres,vespres,NOM,2788,vespre_+I,N,N,,1033,c,'C/V\.C/e\
707,114,5,sonnerent,sonnerent,VER,2789,sonner_*M,Vfin,Vfin,,1033,,C/V\.'C/V\.C/e\
708,115,1,qu',qu',PROCON,2847,que1|que2|que3|que4_S|S|S|S,Sub,Sub,que,1033,,C/\
709,115,2,il,il,PRO:pers,2848,il_S,Prn,Prn$,3p,1033,s,/V\
710,115,3,fuioit,fuioit,VER,2849,fuir|fuire_+MIMd|M,Vfin,Vfin,fuir,1033,,C/V\.'C/V\
711,115,4,comme,comme,VER,2850,commer_M,Sub,Sub,comme,1033,,'C/V\.C/(e)\
712,115,5,l',l',DET:def,2851,le_S,Det,Det,le,1033,,C/\
713,115,6,ennemy,ennemy,NOM,2852,enemi_*+IT,N,N,,1033,,/V\.C/e\.'C/V\
714,116,1,Mais,mais,CON:coord,2863,mais_S,Crd,Crd,mais1,1033,,C/V\
715,116,2,une,une,DET:ndf,2864,un_S,QIs,QIs,un,1033,,'/V\.C/(e)\
716,116,3,des,des,PREDET:de,2865,de+le_S,Pre+Det,Pre+Det,de+le,1033,,C/V\
717,116,4,foiz,foiz,NOM,2866,foi|foiz_+C|+CIT,N,N,,1033,,C/V\
718,116,5,",",",",PON,2867,",",Pnc,Pnc,,1033,,
719,116,6,au,au,PREDET:a,2868,a+le_S,Pre+Det,Pre+Det,à+le,1033,,/V\
720,116,7,disner,disner,VER,2869,disner_+MT,Vinf,Vinf,,1033,,C/V\.'C/V\
721,117,1,les,les,DET:def,2871,le_S,Det,Det,le,1033,,C/V\
722,117,2,deux,deux,ADJ:card,2872,deus_CZ,QIs,QIs,2,1033,,C/V\
723,117,3,dames,dames,NOM,2873,dame_+CI,N,N,,1033,,'C/V\.C/e\
724,117,4,estans,estans,VER,2874,ester|estre_+M|M,Vprs,Vprs,être1|ester,1033,,/V\.'C/V\
725,117,5,a,a,PRE,2875,a_S,Pre,Pre,à,1033,,/V\
726,117,6,table,table,NOM,2876,table_+IT,N,N,,1033,,'C/V\.C/(e)\
727,118,1,servir,servir,VER,2885,servir_+MIT,Vinf,Vinf,servir,1033,,C/V\.'C/V\
728,118,2,toutes,toutes,DET:ind,2886,tot_S,QIs,QIs,tout,1033,,'C/V\.C/e\
729,118,3,les,les,DET:def,2887,le_S,Det,Det,le,1033,,C/V\
730,118,4,aultres,aultres,ADJ,2888,autre_Z,Adj,Adj,autre,1033,,'/V\.C/e\
731,118,5,dames,dames,NOM,2889,dame_+CI,N,N,,1033,,'C/V\.C/e\
732,119,1,beau,beau,ADJ,2918,bel_I,Adj,Adj,beau,1033,,C/V\
733,119,2,sire,sire,NOM,2919,seignor|sire2_+CIT|+T,N,N,,1033,,'C/V\.C/(e)\
734,119,3,Saintré,saintré,VER,2920,<unknown>,N,N,,1033,,C/V\.'C/V\
735,119,4,",",",",PON,2921,",",Pnc,Pnc,,1033,,
736,119,5,a,a,PRE,2922,a_S,Pre,Pre,à,1033,,/V\
737,119,6,quel,quel,ADJ,2923,quel_C,Qux,Qux,quel,1033,,C/V\
738,119,7,jeu,jeu,NOM,2924,jeu|jou_+IT|+T,N,N,,1033,,C/V\
739,120,1,et,et,CON:coord,2938,et_S,Crd,Crd,et,1033,,/V\
740,120,2,ores,ores,ADV,2939,or4_+IT,Adv,Adv,or2,1033,,'/V\.C/e\
741,120,3,nous,nous,PRO:pers,2940,nos1_S,Prn,Prn$$,1pp,1033,c,C/V\
742,120,4,fuyez,fuyez,VER,2941,fuir_*+M,Vfin,Vfin,fuir,1033,,C/V\.'C/V\
743,120,5,.,.,PON,2942,.,Pnc,Pnc,,1033,,
744,120,6,—,—,PON,2943,-,Pnc,Pnc,,1033,,
745,120,7,Mes,mes,DET:poss,2944,mon1_S,Det,Det,mon1,1033,,C/V\
746,120,8,dames,dames,NOM,2945,dame_+CI,N,N,,1033,,'C/V\.C/e\
747,121,1,dist,dist,VER,2947,dire_+CMI,Vfin,Vfin,dire,1033,,C/V\
748,121,2,il,il,PRO:pers,2948,il_S,Prn,Prn%,3p,1033,s,/V\
749,121,3,",",",",PON,2949,",",Pnc,Pnc,,1033,,
750,121,4,baissant,baissant,VER,2950,baissier_+M,Vprs,Vprs,,1033,,C/V\.'C/V\
751,121,5,les,les,DET:def,2951,le_S,Det,Det,le,1033,,C/V\
752,121,6,yeulz,yeulz,NOM,2952,ueil_*+Z,N,N,,1033,,C/V\
753,121,7,de,de,PRE,2953,de_+S,Pre,Pre,de,1033,,C/(e)\
754,121,8,honte,honte,NOM,2954,honte_+IT,N,N,,1033,,'C/V\.C/(e)\
755,122,1,et,et,CON:coord,2962,et_S,Crd,Crd,et,1033,,/V\
756,122,2,en,en,PRO:clit,2963,en2_S,Pre,Pre,en1,1033,,/V\
757,122,3,disant,disant,VER,2964,dire_+CMI,Vprs,Vprs,dire,1033,,C/V\.'C/V\
758,122,4,ce,ce,PRO:invar,2965,ce1_S,Prn,Prn,ce1,1033,c,C/(e)\
759,122,5,il,il,PRO:pers,2966,il_S,Prn,Prn$,3p,1033,s,/V\
760,122,6,s',s',PRO:pers,2967,soi1_S,Prn,Prn$$,soi,1033,,C/\
761,122,7,en,en,PRO:clit,2968,en2_S,Prn,Prn$$,en2,1033,,/V\
762,122,8,partist,partist,VER,2969,partir_+M,Vfin,Vfin,partir,1033,,C/V\.'C/V\
763,123,1,Madame,madame,NOM,2982,dame_+I,N,N,,1034,,C/V\.'C/V\.C/(e)\
764,123,2,",",",",PON,2983,",",Pnc,Pnc,,1034,,
765,123,3,qui,qui,PROCON,2984,qui_S,Qux,Qux,qui,1034,s,C/V\
766,123,4,estoit,estoit,VER,2985,ester|estre1_+IM|+I,Vfin,Vfin,être1|ester,1034,,/V\.'C/V\
767,123,5,assize,assize,VER,2986,<nolem>,Vpp,Vpp,asseoir,1034,,/V\.'C/V\.C/(e)\
768,124,1,qui,qui,PROCON,2984,qui_S,Qux,Qux,qui,1034,s,C/V\
769,124,2,estoit,estoit,VER,2985,ester|estre1_+IM|+I,Vfin,Vfin,être1|ester,1034,,/V\.'C/V\
770,124,3,assize,assize,VER,2986,<nolem>,Vpp,Vpp,asseoir,1034,,/V\.'C/V\.C/(e)\
