wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,TT lemma,syntag,syntag2,lemma,textlineid,synfunc,syllabified
1,1,1,ensi,ensi,ADV,24,ainsi_+IT,Adv,Adv,ainsi,103,,/V\.'C/V\
2,1,2,com,com,CON:subord,25,come1_S,Sub,Sub,comme,103,,C/V\
3,1,3,je,je,PRO:pers,26,je_S,Prn,Prn$,1ps,103,s,C/(e)\
4,1,4,vous,vous,PRO:pers,27,vos1_S,Prn,Prn$$,2pp,103,,C/V\
5,1,5,ai,ai,VER,28,aidier|avoir_+Md|+CMI,Vfin,Vfin,avoir1,103,,/V\
6,1,6,conté,conté,VER,29,conter_+I,Vpp,Vpp,conter,103,,C/V\.'C/V\
7,2,1,mandé,mandé,VER,74,mander_+IM,Vpp,Vpp,mander,106,,C/V\.'C/V\
8,2,2,a,a,PRE,75,a_S,Pre,Pre,à,106,,/V\
9,2,3,monsigneur,monsigneur,NOM,76,<unknown>,N,N,,107,,C/V\.C/V\.'C/V\
10,2,4,Tristran,tristran,NPR,77,tristan_Z,N,N,,107,,C/V\.'C/V\
11,3,1,a,a,PRE,95,a_S,Pre,Pre,à,108,,/V\
12,3,2,mot,mot,NOM,96,mot_+CIT,N,N,,108,,C/V\
13,3,3,a,a,PRE,97,a_S,Pre,Pre,à,108,,/V\
14,3,4,toutes,toutes,DET:ind,98,tot_S,QIs,QIs,tout,108,,'C/V\.C/e\
15,3,5,les,les,DET:def,99,le_S,Det,Det,le,108,,C/V\
16,3,6,paroles,paroles,NOM,100,parole_+I,N,N,,108,,C/V\.'C/V\.C/e\
17,4,1,avoit,avoit,VER,146,avoiier|avoir_+MI|+MI,Vfin,Vfin,avoir1,113,,/V\.'C/V\
18,4,2,le,le,DET:def,147,le_S,Det,Det,le,113,,C/(e)\
19,4,3,soir,soir,NOM,148,soir_+IT,N,N,,113,,C/V\
20,4,4,devant,devant,PRE,149,devant_S,PrA,PrA,devant,113,,C/V\.'C/V\
21,4,5,geü,geü,VER,150,jesir_+I,Vpp,Vpp,gésir,113,,C/(V)\.'/V\
22,5,1,A,a,PRE,189,a_S,Pre,Pre,à,117,,/V\
23,5,2,l',l',DET:def,190,le_S,Det,Det,le,117,,C/\
24,5,3,endemain,endemain,NOM,191,endemain|lendemain_+IT|+T,N,N,,117,,/V\.C/e\.'C/V\
25,5,4,",",",",PON,192,",",Pnc,Pnc,,117,,
26,5,5,auques,auques,ADV,193,alques_G,Adv,Adv,auques,117,,'/V\.C/e\
27,5,6,matin,matin,NOM,194,matin2|matin_+IT|I,N,N,,117,,C/V\.'C/V\
28,6,1,avoit,avoit,VER,222,avoiier|avoir_+MI|+MI,Vfin,Vfin,avoir1,119,,/V\.'C/V\
29,6,2,faite,faite,VER,223,faire_+CMI,Vpp,Vpp,faire,119,,'C/V\.C/(e)\
30,6,3,le,le,DET:def,224,le_S,Det,Det,le,120,,C/(e)\
31,6,4,jour,jour,NOM,225,jor_+C,N,N,,120,,C/V\
32,6,5,devant,devant,PRE,226,devant_S,PrA,PrA,devant,120,,C/V\.'C/V\
33,7,1,sa,sa,DET:poss,258,son4_S,Det,Det,son4,122,,C/V\
34,7,2,lance,lance,NOM,259,lance_+IT,N,N,,122,,'C/V\.C/(e)\
35,7,3,tout,tout,PRO:ind,260,tot_S,QIs,QIs,tout,122,,C/V\
36,7,4,apertement,apertement,ADV,261,apertement_I,Adv,Adv,,122,,/V\.C/V\.C/e\.'C/V\
37,8,1,Ha,ha,INT,264,a2|hay!_+T|+T,Exc,Exc,,122,,/V\
38,8,2,!,!,PON,265,!,Pnc,Pnc,,122,,
39,8,3,pour,pour,PRE,266,por2_+S,Pre,Pre,pour,123,,C/V\
40,8,4,Dieu,dieu,NOM,267,dieu_+CIT,N,N,,123,,C/V\
41,8,5,",",",",PON,268,",",Pnc,Pnc,,123,,
42,8,6,sire,sire,NOM,269,seignor|sire2_+CIT|+T,N,N,,123,,'C/V\.C/(e)\
43,8,7,",",",",PON,270,",",Pnc,Pnc,,123,,
44,8,8,fait,fait,VER,271,faire|farre_+CMI|M,Vfin,Vfin,faire,123,,C/V\
45,8,9,li,li,DET:def,272,le_S,Det,Det,le,123,,C/V\
46,8,10,peres,peres,NOM,273,pere_CI,N,N,,123,,'C/V\.C/e\
47,9,1,mais,mais,CON:coord,305,mais_S,Crd,Crd,mais1,125,,C/V\
48,9,2,regardés,regardés,VER,306,regarder_*+I,Vfin,Vfin,regarder,126,,C/V\.C/V\.'C/V\
49,9,3,a,a,PRE,307,a_S,Pre,Pre,à,126,,/V\
50,9,4,vostre,vostre,DET:poss,308,vostre_S,Det,Det,votre,126,,'C/V\.C/(e)\
51,9,5,sens,sens,NOM,309,sens_+IT,N,N,,126,,C/V\
52,10,1,ne,ne,PRO:clit,340,en2_S,Neg,Neg$$,ne1,128,,C/(e)\
53,10,2,metrai,metrai,VER,341,metre|mettre_CIM|M,Vfin,Vfin,mettre,128,,C/V\.'C/V\
54,10,3,main,main,NOM,342,main2|main3_+IT|+T,N,N,,129,c,C/V\
55,10,4,",",",",PON,343,",",Pnc,Pnc,,129,,
56,10,5,se,se,DET:poss,344,son4_S,Sub,Sub,si3,129,,C/(e)\
57,10,6,grant,grant,ADJ,345,grant_+CIT,Adj,Adj,grand,129,,C/V\
58,10,7,besoingne,besoingne,NOM,346,besoigne_+I,N,N,,129,,C/V\.'C/V\.C/(e)\
59,11,1,k',k',PROCON,392,que1|que2|que3|que4_S|S|S|S,Qux,Qux,que,133,c,C/\
60,11,2,il,il,PRO:pers,393,il_S,Prn,Prn$,3p,133,s,/V\
61,11,3,puet,puet,VER,394,pöoir_+I,Vfin,Vfin,pouvoir2,133,,C/V\
62,11,4,tenir,tenir,VER,395,tenir1|tenir|tenoir_+T|MI|M,Vinf,Vinf,tenir,133,,C/V\.'C/V\
63,11,5,vers,vers,PRE,396,vers2_+S,Pre,Pre,vers2,133,,C/V\
64,11,6,Sorelois,sorelois,NPR,397,<nolem>,N,N,,133,,C/V\.C/e\.'C/V\
65,12,1,Quant,quant,ADV,412,cant_C,Sub,Sub,quand,201,,C/V\
66,12,2,Lanselos,lanselos,NPR,413,<unknown>,N,N,,201,s,C/V\.C/e\.'C/V\
67,12,3,se,se,PRO:pers,414,soi1_S,Prn,Prn$$,soi,201,,C/(e)\
68,12,4,fu,fu,VER,415,estre1|estre_+I|CMI,Vfin,Vfin,être1|ester,201,,C/V\
69,12,5,partis,partis,VER,416,partir_+IM,Vpp,Vpp,partir,201,,C/V\.'C/V\
70,13,1,Dont,dont,PRO:invar,445,dont_S,Adv,Adv,donc,203,,C/V\
71,13,2,n',n',PRO:clit,446,en2_S,Neg,Neg$$,ne1,204,,C/\
72,13,3,ot,ot,VER,447,avoir|öir_+IM|+I,Vfin,Vfin,avoir1|ouïr,204,,/V\
73,13,4,mie,mie,ADV,448,mie_C,Neg,Neg,mie3,204,,'C/V\./(e)\
74,13,5,granment,granment,ADV,449,granment_I,Adv,Adv,,204,,C/V\.'C/V\
75,13,6,alé,alé,VER,450,aler_+MI,Vpp,Vpp,aller,204,,/V\.'C/V\
76,14,1,de,de,PRE,482,de_+S,Pre,Pre,de,207,,C/(e)\
77,14,2,la,la,DET:def,483,le_S,Det,Det,le,207,,C/V\
78,14,3,maison,maison,NOM,484,maison|mason_+CIT|+T,N,N,,207,,C/V\.'C/V\
79,14,4,le,le,DET:def,485,le_S,Det,Det,le,207,,C/(e)\
80,14,5,roi,roi,NOM,486,ri|roi1|roi2|roi3|rois1|roit2|roiz|ré4_+T|+T|+IT|+T|+T|+T|+T|+T,N,N,,208,,C/V\
81,14,6,Artu,artu,NPR,487,artu_I|Z,N,N,,208,,/V\.'C/V\
82,15,1,le,le,DET:def,485,le_S,Det,Det,le,207,,C/(e)\
83,15,2,roi,roi,NOM,486,ri|roi1|roi2|roi3|rois1|roit2|roiz|ré4_+T|+T|+IT|+T|+T|+T|+T|+T,N,N,,208,,C/V\
84,15,3,Artu,artu,NPR,487,artu_I|Z,N,N,,208,,/V\.'C/V\
85,15,4,et,et,CON:coord,488,et_S,Crd,Crd,et,208,,/V\
86,15,5,compaingnon,compaingnon,NOM,489,compagnon_+Z,N,N,,208,,C/V\.C/V\.'C/V\
87,16,1,Brandelis,brandelis,VER,514,<unknown>,N,N,,210,a,C/V\.C/e\.'C/V\
88,16,2,et,et,CON:coord,515,et_S,Crd,Crd,et,210,,/V\
89,16,3,li,li,DET:def,516,le_S,Det,Det,le,210,,C/V\
90,16,4,autres,autres,ADJ,517,autre_CI,Adj,Adj,autre,210,,'/V\.C/e\
91,16,5,Quex,quex,ADJ,518,quel_C,N,N,,210,,C/V\
92,17,1,il,il,PRO:pers,538,il_S,Prn,Prn$,3p,213,s,/V\
93,17,2,nel,nel,PROCON,539,il|ne1_Z|Z,Neg+Prn,Neg$$+Prn$$,ne1+3p,213,c,C/V\
94,17,3,reconnurent,reconnurent,VER,540,reconoistre_+C,Vfin,Vfin,reconnaître,213,,C/V\.C/V\.'C/V\.C/e\
95,17,4,de,de,PRE,541,de_+S,Pre,Pre,de,214,,C/(e)\
96,17,5,riens,riens,ADV,542,riens_Z,N,N,rien,214,,C/V\
97,18,1,pour,pour,PRE,543,por2_+S,Pre,Pre,pour,214,,C/V\
98,18,2,ce,ce,PRO:invar,544,ce1_S,Prn,Prn,ce1,214,,C/(e)\
99,18,3,k',k',PROCON,545,que1|que2|que3|que4_S|S|S|S,Qux,Qux,que,214,,C/\
100,18,4,il,il,PRO:pers,546,il_S,Prn,Prn$,3p,214,s,/V\
101,18,5,faisoit,faisoit,VER,547,faire_+CM,Vfin,Vfin,faire,214,,C/V\.'C/V\
102,18,6,son,son,DET:poss,548,son4_S,Det,Det,son4,214,,C/V\
103,18,7,escu,escu,NOM,549,escu_+IT,N,N,,214,,/V\.'C/V\
104,19,1,couvert,couvert,VER,551,covrir_+M,Vpp,Vpp,couvrir,214,,C/V\.'C/V\
105,19,2,d',d',PRE,552,de_+S,Pre,Pre,de,214,,C/\
106,19,3,une,une,DET:ndf,553,un_S,QIs,QIs,un,214,,'/V\.C/(e)\
107,19,4,houche,houche,NOM,554,<nolem>,N,N,,215,,'C/V\.C/(e)\
108,19,5,vermeille,vermeille,ADJ,555,vermeil_I,Adj,Adj,,215,,C/V\.'C/V\.C/(e)\
109,20,1,ne,ne,PRO:clit,586,en2_S,Crd,Crd,ne2,218,,C/(e)\
110,20,2,n',n',PRO:clit,587,en2_S,Neg,Neg$$,ne1,218,,C/\
111,20,3,i,i,PRO:clit,588,i2_S,Prn,Prn$$,y,218,,/V\
112,20,4,avoit,avoit,VER,589,avoiier|avoir_+MI|+MI,Vfin,Vfin,avoir1,218,,/V\.'C/V\
113,20,5,nule,nule,DET:ind,590,nul_S,QIs,QIs,nul,218,,'C/V\.C/(e)\
114,20,6,entresaingne,entresaingne,NOM,591,<nolem>,N,N,,218,,/V\.C/e\.'C/V\.C/(e)\
115,21,1,Quant,quant,ADV,635,cant_C,Sub,Sub,quand,222,,C/V\
116,21,2,il,il,PRO:pers,636,il_S,Prn,Prn$,3p,222,s,/V\
117,21,3,le,le,PRO:pers,637,il_S,Prn,Prn$$,3p,222,c,C/(e)\
118,21,4,voient,voient,VER,638,vëoir_+I,Vfin,Vfin,voir1,222,,'C/V\./e\
119,21,5,aprochier,aprochier,VER,639,aprochier_+IT,Vinf,Vinf,,222,,/V\.C/V\.'C/V\
120,22,1,dusques,dusques,ADV,653,dusque_+T,PrA,PrA,dusque,223,,'C/V\.C/e\
121,22,2,a,a,PRE,654,a_S,Pre,Pre,à,223,,/V\
122,22,3,aus,aus,PRO:pers,655,il_S,Prn,Prn,3p,223,,/V\
123,22,4,",",",",PON,656,",",Pnc,Pnc,,223,,
124,22,5,si,si,ADV,657,si_+IT,Adv,Adv,si4,223,,C/V\
125,22,6,le,le,PRO:pers,658,il_S,Prn,Prn$$,3p,223,c,C/(e)\
126,22,7,saluent,saluent,VER,659,salüer_+IId,Vfin,Vfin,saluer,223,,C/V\.'C/V\./e\
127,23,1,mout,mout,ADV,666,mout_I,QIs,QIs,moult,224,,C/V\
128,23,2,bel,bel,ADJ,667,bel1|bel_+T|I,Adj,Adj,beau,224,,C/V\
129,23,3,et,et,CON:coord,668,et_S,Crd,Crd,et,224,,/V\
130,23,4,mout,mout,ADV,669,mout_I,QIs,QIs,moult,224,,C/V\
131,23,5,cortoisement,cortoisement,ADV,670,cortoisement_I,Adv,Adv,,224,,C/V\.C/V\.C/e\.'C/V\
132,24,1,Sire,sire,NOM,673,seignor|sire2_+CIT|+T,N,N,,224,,'C/V\.C/(e)\
133,24,2,",",",",PON,674,",",Pnc,Pnc,,224,,
134,24,3,i,i,PRO:clit,675,i2_S,Prn,Prn$$,y,225,,/V\
135,24,4,font,font,VER,676,faire|fondre_+MI|+MI,Vfin,Vfin,faire,225,,C/V\
136,24,5,il,il,PRO:pers,677,il_S,Prn,Prn,3p,225,s,/V\
137,24,6,",",",",PON,678,",",Pnc,Pnc,,225,,
138,24,7,qui,qui,PROCON,679,qui_S,Qux,Qux,qui,225,a,C/V\
139,24,8,estes,estes,VER,680,ester|estre1_+M|+I,Vfin,Vfin,être1|ester,225,,'/V\.C/e\
140,24,9,vous,vous,PRO:pers,681,vos1_S,Prn,Prn,2pp,225,s,C/V\
141,25,1,qui,qui,PROCON,679,qui_S,Qux,Qux,qui,225,a,C/V\
142,25,2,estes,estes,VER,680,ester|estre1_+M|+I,Vfin,Vfin,être1|ester,225,,'/V\.C/e\
143,25,3,vous,vous,PRO:pers,681,vos1_S,Prn,Prn,2pp,225,s,C/V\
144,25,4,?,?,PON,682,?,Pnc,Pnc,,225,,
145,25,5,—,—,PON,683,-,Pnc,Pnc,,225,,
146,25,6,Signeur,signeur,NOM,684,seignor_+C,N,N,,225,,C/V\.'C/V\
147,25,7,",",",",PON,685,",",Pnc,Pnc,,225,,
148,25,8,fait,fait,VER,686,faire|farre_+CMI|M,Vfin,Vfin,faire,225,,C/V\
149,25,9,il,il,PRO:pers,687,il_S,Prn,Prn,3p,225,s,/V\
150,26,1,je,je,PRO:pers,689,je_S,Prn,Prn$,1ps,225,s,C/(e)\
151,26,2,sui,sui,VER,690,estre1|savoir|sivre_+I|+M|+MMd,Vfin,Vfin,être1|ester,225,,C/V\
152,26,3,uns,uns,DET:ndf,691,un_S,QIs,QIs,un,225,,/V\
153,26,4,cevaliers,cevaliers,NOM,692,chevalier_+Z,N,N,,225,,C/V\.C/V\.'C/V\
154,26,5,errans,errans,VER,693,arer|arer|arer|errer1|errer2_*+M|+M|+M|+T|+IT,Vprs,Vprs,errer,226,,/V\.'C/V\
155,27,1,Et,et,CON:coord,710,et_S,Crd,Crd,et,227,,/V\
156,27,2,estes,estes,VER,711,ester|estre1_+M|+I,Vfin,Vfin,être1|ester,227,,'/V\.C/e\
157,27,3,vous,vous,PRO:pers,712,vos1_S,Prn,Prn,2pp,227,s,C/V\
158,27,4,de,de,PRE,713,de_+S,Pre,Pre,de,227,,C/(e)\
159,27,5,la,la,DET:def,714,le_S,Det,Det,le,227,,C/V\
160,27,6,maison,maison,NOM,715,maison|mason_+CIT|+T,N,N,,227,,C/V\.'C/V\
161,28,1,quel,quel,ADJ,806,quel_C,Qux,Qux,quel,234,,C/V\
162,28,2,part,part,NOM,807,part1|part2|part3|part4_+IT|+T|+T|+T,N,N,,234,,C/V\
163,28,3,volés,volés,VER,808,voler_*+IT,Vfin,Vfin,vouloir,234,,C/V\.'C/V\
164,28,4,vous,vous,PRO:pers,809,vos1_S,Prn,Prn,2pp,234,s,C/V\
165,28,5,cevauchier,cevauchier,VER,810,<nolem>,Vinf,Vinf,chevaucher,234,c,C/V\.C/V\.'C/V\
166,29,1,volés,volés,VER,808,voler_*+IT,Vfin,Vfin,vouloir,234,,C/V\.'C/V\
167,29,2,vous,vous,PRO:pers,809,vos1_S,Prn,Prn,2pp,234,s,C/V\
168,29,3,cevauchier,cevauchier,VER,810,<nolem>,Vinf,Vinf,chevaucher,234,c,C/V\.C/V\.'C/V\
169,29,4,?,?,PON,811,?,Pnc,Pnc,,234,,
170,29,5,—,—,PON,812,-,Pnc,Pnc,,234,,
171,29,6,Signeur,signeur,NOM,813,seignor_+C,N,N,,234,,C/V\.'C/V\
172,30,1,a,a,PRE,825,a_S,Pre,Pre,à,235,,/V\
173,30,2,l',l',DET:def,826,le_S,Det,Det,le,235,,C/\
174,30,3,entree,entree,NOM,827,entree_+IT,N,N,,235,,/V\.'C/V\./(e)\
175,30,4,de,de,PRE,828,de_+S,Pre,Pre,de,235,,C/(e)\
176,30,5,Soreloys,soreloys,NOM,829,<unknown>,N,N,,235,,C/V\.C/e\.'C/V\
177,31,1,Et,et,CON:coord,832,et_S,Crd,Crd,et,236,,/V\
178,31,2,nous,nous,PRO:pers,833,nos1_S,Prn,Prn,1pp,236,,C/V\
179,31,3,",",",",PON,834,",",Pnc,Pnc,,236,,
180,31,4,dient,dient,VER,835,dire_+CMIIdMd,Vfin,Vfin,dire,236,,'C/V\./e\
181,31,5,li,li,DET:def,836,le_S,Det,Det,le,236,,C/V\
182,31,6,chevalier,chevalier,NOM,837,chevalier_+IT,N,N,,236,,C/V\.C/V\.'C/V\
183,32,1,alom,alom,VER,839,aler_+Z,Vfin,Vfin,aller,236,,/V\.'C/V\
184,32,2,autresi,autresi,ADV,840,autresi_+IT,Adv,Adv,autresi,236,,/V\.C/e\.'C/V\
185,32,3,cele,cele,DET:demo,841,cel_S,Dem,Dem,cil,236,,'C/V\.C/(e)\
186,32,4,part,part,NOM,842,part1|part2|part3|part4_+IT|+T|+T|+T,N,N,,236,,C/V\
187,33,1,avom,avom,VER,851,avoir_+IM,Vfin,Vfin,avoir1,237,,/V\.'C/V\
188,33,2,nous,nous,PRO:pers,852,nos1_S,Prn,Prn,1pp,237,s,C/V\
189,33,3,autresi,autresi,ADV,853,autresi_+IT,Adv,Adv,autresi,237,,/V\.C/e\.'C/V\
190,33,4,a,a,PRE,854,a_S,Pre,Pre,à,237,,/V\
191,33,5,faire,faire,VER,855,faire_+MIT,Vinf,Vinf,faire,238,,'C/V\.C/(e)\
192,34,1,Atant,atant,ADV,883,atant|tant_CI|I,Adv,Adv,atant,301,,/V\.'C/V\
193,34,2,se,se,PRO:pers,884,soi1_S,Prn,Prn$$,soi,301,,C/(e)\
194,34,3,metent,metent,VER,885,metre_IM,Vfin,Vfin,mettre,301,,'C/V\.C/e\
195,34,4,a,a,PRE,886,a_S,Pre,Pre,à,301,,/V\
196,34,5,la,la,DET:def,887,le_S,Det,Det,le,301,,C/V\
197,34,6,voie,voie,NOM,888,voie_+CIT,N,N,,301,,'C/V\./(e)\
198,35,1,parlant,parlant,VER,897,parler_+IM,Vprs,Vprs,parler,302,,C/V\.'C/V\
199,35,2,de,de,PRE,898,de_+S,Pre,Pre,de,302,,C/(e)\
200,35,3,maintes,maintes,DET:ind,899,maint_S,QIs,QIs,maint,302,,'C/V\.C/e\
201,35,4,aventures,aventures,NOM,900,aventure_+I,N,N,,302,,/V\.C/V\.'C/V\.C/e\
202,36,1,Il,il,PRO:pers,902,il_S,Prn,Prn$,3p,302,s,/V\
203,36,2,demandent,demandent,VER,903,demander_+I,Vfin,Vfin,demander,303,,C/V\.'C/V\.C/e\
204,36,3,a,a,PRE,904,a_S,Pre,Pre,à,303,,/V\
205,36,4,Lanselot,lanselot,NPR,905,<nolem>,N,N,,303,,C/V\.C/e\.'C/V\
206,37,1,s',s',PRO:pers,906,soi1_S,Sub,Sub,si3,303,,C/\
207,37,2,il,il,PRO:pers,907,il_S,Prn,Prn$,3p,303,s,/V\
208,37,3,fu,fu,VER,908,estre1|estre_+I|CMI,Vfin,Vfin,être1|ester,303,,C/V\
209,37,4,onques,onques,ADV,909,onque_+CIT,Adv,Adv,onques,303,,'/V\.C/e\
210,37,5,en,en,PRE,910,en1_+S,Pre,Pre,en1,303,,/V\
211,37,6,la,la,DET:def,911,le_S,Det,Det,le,303,,C/V\
212,37,7,maison,maison,NOM,912,maison|mason_+CIT|+T,N,N,,303,,C/V\.'C/V\
213,38,1,le,le,DET:def,913,le_S,Det,Det,le,303,,C/(e)\
214,38,2,roi,roi,NOM,914,ri|roi1|roi2|roi3|rois1|roit2|roiz|ré4_+T|+T|+IT|+T|+T|+T|+T|+T,N,N,,303,,C/V\
215,38,3,Artu,artu,NPR,915,artu_I|Z,N,N,,304,,/V\.'C/V\
216,38,4,.,.,PON,916,.,Pnc,Pnc,,304,,
217,38,5,«,«,PON:cit,917,QUOTED,Pnc,Pnc,,304,,
218,38,6,Signeur,signeur,NOM,918,seignor_+C,N,N,,304,,C/V\.'C/V\
219,38,7,",",",",PON,919,",",Pnc,Pnc,,304,,
220,38,8,fait,fait,VER,920,faire|farre_+CMI|M,Vfin,Vfin,faire,304,,C/V\
221,38,9,il,il,PRO:pers,921,il_S,Prn,Prn,3p,304,s,/V\
222,39,1,G',g',PRO:pers,925,je_S,Prn,Prn$,1ps,304,s,C/\
223,39,2,i,i,PRO:clit,926,i2_S,Prn,Prn$$,y,304,c,/V\
224,39,3,fui,fui,VER,927,estre1|fuir_+I|+MIMd,Vfin,Vfin,être1|ester,304,,C/V\
225,39,4,ja,ja,ADV,928,ja_+CIT,Adv,Adv,jà,304,,C/V\
226,39,5,",",",",PON,929,",",Pnc,Pnc,,304,,
227,39,6,fait,fait,VER,930,faire|farre_+CMI|M,Vfin,Vfin,faire,304,,C/V\
228,39,7,il,il,PRO:pers,931,il_S,Prn,Prn,3p,304,s,/V\
229,39,8,",",",",PON,932,",",Pnc,Pnc,,304,,
