wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,para_id,syntag,lemma,NCA_src,boundary,synfunc,NCA_taggerpos,NCA_sent
410,84,3,sont,sont,VER:pres:3:pl,2582,40,Vfin,estre1|estre,+I|CMI,"[('SubVfin', 'c'), ('Vfin', ''), ('PreN', 'a')]",,VER,127
411,84,4,des,des,PREDET:de:obj:femi:pl,2583,40,Pre+Det,de+le|le,S|C,"[('PreN', 'a'), ('Pre+Det', ''), ('N', '')]",,PREDET:de,127
412,84,5,menaces,menaces,NOM:obj:femi:pl,2584,40,N,menace,+I,"[('PreN', 'a'), ('N', ''), ('NGrp', 'o')]",,NOM,127
413,85,1,aussi,aussi,ADV,2588,40,Adv,aussi,+CIT,"[('AdvSubSubVfin', ''), ('Adv', ''), ('SubSubVfin', '')]",,ADV,127
414,85,2,comme,comme,CON:subord,2589,40,Sub,come1|come,*I|CI,"[('SubSubVfin', ''), ('Sub', ''), ('SubVfin', '')]",,CON:subord,127
415,85,3,se,se,PROCON,2590,40,Sub,se|soi1,S=C,"[('SubVfin', ''), ('Sub', ''), ('N', 's')]",,DET:poss,127
416,85,4,diex,diex,NOM:suj:masc:sg,2591,40,N,dieu,*+CIT,"[('SubVfin', ''), ('N', 's'), ('Vfin', '')]",s,NOM,127
417,86,1,sire,sire,NOM:suj:masc:sg,2608,40,N,seignor|sire2,+CIT|+T,"[('SubVfin', 'q'), ('N', ''), ('N', '')]",,NOM,129
418,86,2,dieu,dieu,NOM:suj:masc:sg,2609,40,N,dieu,+CIT,"[('SubVfin', 'q'), ('N', ''), ('VfinGrp', 'inc')]",,NOM,129
419,86,3,",",",",PON,2610,40,Pnc,",",,,,PON,129
420,86,4,fait,fait,VER:pres:3:sg,2611,40,Vfin,faire|farre,+CMI|M,"[('VfinGrp', 'inc'), ('Vfin', ''), ('DetAdj', 's')]",,VER,129
421,86,5,li,li,DET:def:suj:masc:sg,2612,40,Det,le,CST,"[('DetAdj', 's'), ('Det', ''), ('Adj', '')]",,DET:def,129
422,86,6,sains,sains,ADJ:suj:masc:sg,2613,40,Adj,sain,+I,"[('SubVfin', 'q'), ('VfinGrp', 'inc'), ('PreSub+Sub', '')]",,ADJ,129
423,87,1,ne,ne,PROCON,2635,40,Crd,ni,C,"[('PreN', '&'), ('Crd', ''), ('Pre', '')]",,PROCON,130
424,87,2,pour,pour,PRE,2636,40,Pre,por2|por,+ST|C,"[('PreN', '&'), ('Pre', ''), ('Det', '')]",,PRE,130
425,87,3,ton,ton,DET:poss:obj:masc:sg,2637,40,Det,ton4,S,"[('PreN', '&'), ('Det', ''), ('N', '')]",,DET:poss,130
426,87,4,avantage,avantage,NOM:obj:masc:sg,2638,40,N,avantage,+IT,#,,NOM,130
427,88,1,mes,mes,CON:subord,2680,40,Crd,UNKNOWN,,"[('PreN', '&'), ('Crd', ''), ('Pre', '')]",,CON:subord,132
428,88,2,pour,pour,PRE,2681,40,Pre,por2|por,+ST|C,"[('PreN', '&'), ('Pre', ''), ('Det', '')]",,PRE,132
429,88,3,nostre,nostre,DET:poss:obj:masc:sg,2682,40,Det,nostre,CS,"[('PreN', '&'), ('Det', ''), ('N', '')]",,DET:poss,132
430,88,4,profit,profit,NOM:obj:masc:sg,2683,40,N,porfit2,T,"[('VfinGrp', ''), ('PreN', 'a'), ('SubVfin', '')]",,NOM,132
431,89,1,se,se,PROCON,2685,40,Sub,se,C,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,PROCON,132
432,89,2,nous,nous,PRO:pers:1:pl,2686,40,Prn,nos1|nos,S|C,"[('SubVfin', ''), ('Prn', 's'), ('Prn', 'c')]",s,PRO:pers,132
433,89,3,le,le,PRO:pers:obj:3:masc:sg:unb,2687,40,Prn,il,CIST,"[('SubVfin', ''), ('Prn', 'c'), ('Vfin', '')]",c,PRO:pers,132
434,89,4,savons,savons,VER:pres:1:pl,2688,40,Vfin,savoir,+IM,"[('SubVfin', ''), ('Vfin', ''), ('VinfGrp', 'c')]",,VER,132
435,89,5,mettre,mettre,VER:infi,2689,40,Vinf,manumettre|metre|mettre,M|IMMd|M,"[('VinfGrp', 'c'), ('Vinf', ''), ('PreN', '')]",,VER,132
436,90,1,hastivement,hastivement,ADV,2746,41,Adv,hastivement,I,"[('VinfGrp', 'c'), ('Adv', ''), ('PreVinf', '')]",,ADV,134
437,90,2,du,du,PREDET:de:obj:masc:sg,2747,41,Pre+Det,de+le|le,S|C,"[('PreVinf', ''), ('Pre+Det', ''), ('Vinf', '')]",,PREDET:de,134
438,90,3,prenre,prenre,VER:infi,2748,41,Vinf,prendre|prenre,+M|M,#,,VER,134
439,91,1,nous,nous,PRO:pers:1:pl,2759,41,Prn,nos1|nos,S|C,"[('VfinGrp', ''), ('Prn', ''), ('Vfin', '')]",,PRO:pers,135
440,91,2,donra,donra,VER:futu:3:sg,2760,41,Vfin,doner,+CIM,"[('VfinGrp', ''), ('Vfin', ''), ('AdvSubVfin', 'c')]",,VER,135
441,91,3,plus,plus,ADV,2761,41,Adv,plus,CI,"[('AdvSubVfin', 'c'), ('Adv', ''), ('PreN', '')]",,ADV,135
442,91,4,de,de,PRE,2762,41,Pre,de,+CIST,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,135
443,91,5,bien,bien,NOM:obj:masc:sg,2763,41,N,bien1|bien2|bien,+IT|C|I,"[('VfinGrp', ''), ('AdvSubVfin', 'c'), ('PreN', '')]",,ADV,135
444,92,1,en,en,PRE,2764,41,Pre,en1|en,+IST|CI,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,135
445,92,2,cest,cest,DET:demo:obj:masc:sg,2765,41,Det,cest,CS,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:demo,135
446,92,3,siecle,siecle,NOM:obj:masc:sg,2766,41,N,seule|siecle,+T|+IT,"[('PreN', ''), ('N', ''), ('PreAdj', '&')]",,NOM,135
447,92,4,",",",",PON,2767,41,Pnc,",",,,,PON,135
448,92,5,et,et,CON:coord,2768,41,Crd,et,ST,"[('PreAdj', '&'), ('Crd', ''), ('Pre', '')]",,CON:coord,135
449,92,6,en,en,PRE,2769,41,Pre,en1|en,+IST|CI,"[('PreAdj', '&'), ('Pre', ''), ('Det', '')]",,PRE,135
450,92,7,l,l',DET:def:obj:masc:sg,2770,41,Det,le,CS,"[('PreAdj', '&'), ('Det', ''), ('Adj', '')]",,DET:def,135
451,92,8,autre,autre,ADJ:obj:masc:sg,2771,41,Adj,autre,CIId,"[('VfinGrp', ''), ('PreN', ''), ('AdvSubVfin', 'c')]",,ADJ,135
452,93,1,a,a,PRE,2796,41,Pre,a3|a,+T|CGIS,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,136
453,93,2,son,son,DET:poss:obj:masc:sg,2797,41,Det,son4|son,S|C,"[('PreN', ''), ('Det', ''), ('Adj', '')]",,DET:poss,136
454,93,3,mauvais,mauvais,ADJ:obj:masc:sg,2798,41,Adj,mauvais,+IT,"[('PreN', ''), ('Adj', ''), ('N', '')]",,ADJ,136
455,93,4,sergant,sergant,NOM:obj:masc:sg,2799,41,N,serjant,+T,#,,NOM,136
456,94,1,car,car,CON:coord,2801,41,Crd,car,ST,"[('VfinGrp', ''), ('Crd', ''), ('PreN', '')]",,CON:coord,137
457,94,2,apres,aprés,PRE,2802,41,Pre,apres|après,C|IdSTd,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,137
458,94,3,la,la,DET:def:obj:femi:sg,2803,41,Det,le,CST,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:def,137
459,94,4,menace,menace,NOM:obj:femi:sg,2804,41,N,menace,+IT,"[('VfinGrp', ''), ('PreN', ''), ('SubVfin', '')]",,NOM,137
460,95,1,quant,quant,ADV,2806,41,Sub,cant,CI,"[('SubVfin', ''), ('Sub', ''), ('NGrp', 's')]",,ADV,137
461,95,2,le,le,DET:def:suj:masc:sg,2807,41,Det,le,CST,"[('NGrp', 's'), ('Det', ''), ('Adj', '')]",,DET:def,137
462,95,3,mauvais,mauvais,ADJ:suj:masc:sg,2808,41,Adj,mauvais,+IT,"[('NGrp', 's'), ('Adj', ''), ('N', '')]",,ADJ,137
463,95,4,serjant,serjant,NOM:suj:masc:sg,2809,41,N,serjant,+IT,"[('SubVfin', ''), ('NGrp', 's'), ('Adv', '')]",,NOM,137
464,96,1,ne,ne,PRO:clit,2810,41,Neg,en2|ne,S|C,"[('SubVfin', ''), ('Adv', ''), ('Prn', 'c')]",,PRO:clit,137
465,96,2,se,se,PROCON,2811,41,Prn,se,C,"[('SubVfin', ''), ('Prn', 'c'), ('Vfin', '')]",c,PROCON,137
466,96,3,veut,veut,VER:pres:3:sg,2812,41,Vfin,vëoir,+IdMMd,"[('SubVfin', ''), ('Vfin', ''), ('Vinf', '')]",,VER,137
467,96,4,amender,amender,VER:infi,2813,41,Vinf,amender,+IT,"[('VfinGrp', ''), ('SubVfin', ''), ('NGrp', 's')]",,VER,137
468,97,1,qui,qui,PROCON,2826,41,Sub,qui,CST,"[('SubVfin', ''), ('Sub', 's'), ('AdvSubN', 'c')]",s,PROCON,137
469,97,2,piz,piz,ADV,2827,41,Adv,piz|poiz,+IT|+T,"[('SubVfin', ''), ('AdvSubN', 'c'), ('Vfin', '')]",,NOM,137
470,97,3,valent,valent,VER:pres:3:pl,2828,41,Vfin,valoir,+MI,"[('SubVfin', ''), ('Vfin', ''), ('AdvSubN', 'c')]",,VER,137
471,97,4,que,que,PROCON,2829,41,Sub,que2|que3|que,T|S|C,"[('SubN', ''), ('Sub', ''), ('N', '')]",,PROCON,137
472,97,5,mort,mort,NOM:suj:femi:sg,2830,41,N,mordre1|morir,+I|+IT,#,,VER,137
473,98,1,car,car,CON:coord,2843,42,Crd,car,ST,"[('VfinGrp', '+'), ('Crd', ''), ('Prn', 's')]",,CON:coord,138
474,98,2,il,il,PRO:pers:suj:3:masc:sg:unb,2844,42,Prn,il,CIST,"[('VfinGrp', '+'), ('Prn', 's'), ('Vfin', '')]",s,PRO:pers,138
475,98,3,est,est,VER:pres:3:sg,2845,42,Vfin,ester|estre1,+M|+I,"[('VfinGrp', '+'), ('Vfin', ''), ('Vpp', '')]",,VER,138
476,98,4,eschapé,eschapé,VER:pper:masc:sg,2846,42,Vpp,eschaper,+IM,"[('VfinGrp', '+'), ('Vpp', ''), ('PreN', '')]",,VER,138
477,99,1,de,de,PRE,2847,42,Pre,de,+CIST,"[('PreN', ''), ('Pre', ''), ('Adv', '')]",,PRE,138
478,99,2,aussi,aussi,ADV,2848,42,Adv,aussi,+CIT,"[('PreN', ''), ('Adv', ''), ('Adj', '')]",,ADV,138
479,99,3,grant,grant,ADJ:obj:masc:sg,2849,42,Adj,grant,+CIT,"[('PreN', ''), ('Adj', ''), ('N', '')]",,ADJ,138
480,99,4,peril,peril,NOM:obj:masc:sg,2850,42,N,peril,+IT,"[('PreN', ''), ('N', ''), ('PreAdv', '&')]",,NOM,138
481,100,1,ou,ou,PROCON,2851,42,Crd,o|où,C|Td,"[('PreAdv', '&'), ('Crd', ''), ('Pre', '')]",,PROCON,138
482,100,2,de,de,PRE,2852,42,Pre,de,+CIST,"[('PreAdv', '&'), ('Pre', ''), ('Adv', '')]",,PRE,138
483,100,3,plus,plus,ADV,2853,42,Adv,plus,CI,"[('PreN', ''), ('PreAdv', '&'), ('SubVfin', '')]",,ADV,138
484,100,4,que,que,PROCON,2854,42,Sub,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,PROCON,138
485,100,5,nous,nous,PRO:pers:1:pl,2855,42,Prn,nos1|nos,S|C,"[('SubVfin', ''), ('Prn', 's'), ('Vfin', '')]",s,PRO:pers,138
486,100,6,feimes,feimes,VER:simp:1:pl,2856,42,Vfin,faire|farre|feire,+IdMMd|M|Md,#,,VER,138
487,101,1,que,que,PROCON,2902,43,Sub,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', 'c'), ('N', 's')]",c,PROCON,140
488,101,2,dieu,dieu,NOM:suj:masc:sg,2903,43,N,dieu,+CIT,"[('SubVfin', ''), ('N', 's'), ('Prn', '')]",s,NOM,140
489,101,3,nous,nous,PRO:pers:1:pl,2904,43,Prn,nos1|nos,S|C,"[('SubVfin', ''), ('Prn', ''), ('Vfin', '')]",,PRO:pers,140
490,101,4,a,a,VER:pres:3:sg,2905,43,Vfin,avoir,+CMI,"[('SubVfin', ''), ('Vfin', ''), ('Vpp', '')]",,VER,140
491,101,5,donnee,donnee,VER:pper:femi:sg,2906,43,Vpp,doner,+C,"[('VfinGrp', ''), ('PreVinf', ''), ('AdvSubVfin', '')]",,VER,140
492,102,1,de,de,PRE,2925,43,Pre,de,+CIST,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,141
493,102,2,la,la,DET:def:obj:femi:sg,2926,43,Det,le,CST,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:def,141
494,102,3,foy,foy,NOM:obj:femi:sg,2927,43,N,foi,+C,"[('VinfGrp', 'c'), ('NGrp', 'c'), ('SubVfin', '')]",,NOM,141
495,102,4,",",",",PON,2928,43,Pnc,",",,,,PON,141
496,102,5,que,que,PROCON,2929,43,Sub,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', ''), ('PreN', '')]",,PROCON,141
497,102,6,pour,pour,PRE,2930,43,Pre,por2|por,+ST|C,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,141
498,102,7,mort,mort,NOM:obj:femi:sg,2931,43,N,mort,+CIT,"[('PreN', ''), ('N', ''), ('PreN', '&')]",,NOM,141
499,103,1,qui,qui,PROCON,2935,43,Sub,qui,CST,"[('SubVfin', ''), ('Sub', 's'), ('Vfin', '')]",s,PROCON,141
500,103,2,avenist,avenist,VER:subi:3:sg,2936,43,Vfin,avenir,+I,"[('SubVfin', ''), ('Vfin', ''), ('PreN', '')]",,VER,141
501,103,3,au,au,PREDET:a:obj:masc:sg,2937,43,Pre+Det,a+le|le,S|C,"[('PreN', ''), ('Pre+Det', ''), ('N', '')]",,PREDET:a,141
502,103,4,cors,cors,NOM:obj:masc:sg,2938,43,N,cors1|cors2,+IT|+IT,"[('SubVfin', ''), ('PreN', ''), ('Sub', '')]",,NOM,141
503,104,1,encontre,encontre,PRE,2948,43,Pre,encontre1|encontre,IST|CI,"[('PreVinf', ''), ('Pre', ''), ('PreN', '')]",,PRE,141
504,104,2,par,par,PRE,2949,43,Pre,par,CIS,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,141
505,104,3,parole,parole,NOM:obj:femi:sg,2950,43,N,parole,+IT,"[('PreN', ''), ('N', ''), ('PreN', '&')]",,NOM,141
506,105,1,que,que,PROCON,2963,43,Sub,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', ''), ('SubVfin', '')]",,PROCON,142
507,105,2,",",",",PON,2964,43,Pnc,",",,,,PON,142
508,105,3,quant,quant,ADV,2965,43,Sub,cant,CI,"[('SubVfin', ''), ('Sub', ''), ('NGrp', 's')]",,ADV,142
509,105,4,les,les,DET:def:suj:femi:pl,2966,43,Det,le,CST,"[('NGrp', 's'), ('Det', ''), ('N', '')]",,DET:def,142
510,105,5,gens,gens,NOM:suj:femi:pl,2967,43,N,gent1|giens,+I|+T,"[('SubVfin', ''), ('NGrp', 's'), ('Prn', '')]",,NOM,142
511,105,6,se,se,PROCON,2968,43,Prn,se,C,"[('SubVfin', ''), ('Prn', ''), ('Vfin', '')]",,PROCON,142
512,105,7,meurent,meurent,VER:pres:3:pl,2969,43,Vfin,mëurer,*+Td,"[('SubVfin', ''), ('SubVfin', ''), ('Prn', 's')]",,VER,142
513,106,1,que,que,PROCON,2978,43,Sub,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,PROCON,142
514,106,2,il,il,PRO:pers:suj:3:masc:sg:unb,2979,43,Prn,il,CIST,"[('SubVfin', ''), ('Prn', 's'), ('Prn', 'c')]",s,PRO:pers,142
515,106,3,les,les,PRO:pers:acc:3:masc:pl,2980,43,Prn,il,CIST,"[('SubVfin', ''), ('Prn', 'c'), ('Vfin', '')]",c,PRO:pers,142
516,106,4,puisse,puisse,VER:subp:3:sg,2981,43,Vfin,pöoir,+I,"[('SubVfin', ''), ('Vfin', ''), ('VinfGrp', 'c')]",,VER,142
517,106,5,faire,faire,VER:infi,2982,43,Vinf,faire,+MIT,"[('VinfGrp', 'c'), ('Vinf', ''), ('VinfGrp', 'c')]",,VER,142
518,107,1,en,en,PRE,2984,43,Pre,en1|en,+IST|CI,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,142
519,107,2,aucune,aucune,DET:ind:obj:femi:sg,2985,43,Det,aucun,CS,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:ind,142
520,107,3,doutance,doutance,NOM:obj:femi:sg,2986,43,N,dotance,+C,"[('PreN', ''), ('N', ''), ('PreN', '')]",,NOM,142
521,108,1,ne,ne,PRO:clit,3006,43,Neg,ni,C,"[('SubVfin', 'c'), ('Adv', ''), ('Prn', '')]",,PROCON,143
522,108,2,li,li,PRO:pers:suj:3:masc:sg:bet,3007,43,Prn,ele|il,C|CIST,"[('SubVfin', 'c'), ('Prn', ''), ('Vfin', '')]",,PRO:pers,143
523,108,3,peut,peut,VER:pres:3:sg,3008,43,Vfin,paistre|poeir|pouvoir,+M|M|M,"[('SubVfin', 'c'), ('Vfin', ''), ('Prn', 's')]",,VER,143
524,108,4,-,-,PON,3009,43,Pnc,-,,,,PON,143
525,108,5,il,il,PRO:pers:suj:3:masc:sg:unb,3010,43,Prn,il,CIST,"[('SubVfin', 'c'), ('Prn', 's'), ('Vinf', 'c')]",s,PRO:pers,143
526,108,6,tollir,tollir,VER:infi,3011,43,Vinf,tolir,+M,"[('VfinGrp', ''), ('SubVfin', 'c'), ('VfinGrp', '&')]",c,VER,143
527,109,1,et,et,CON:coord,3037,44,Crd,et,ST,"[('VinfGrp', '&'), ('Crd', ''), ('PreN', '')]",,CON:coord,144
528,109,2,en,en,PRE,3038,44,Pre,en1|en,+IST|CI,"[('PreN', ''), ('Pre', ''), ('Adj', '')]",,PRE,144
529,109,3,tele,tele,ADJ:obj:femi:sg,3039,44,Adj,tel,+CI,"[('PreN', ''), ('Adj', ''), ('N', '')]",,ADJ,144
530,109,4,maniere,maniere,NOM:obj:femi:sg,3040,44,N,maniere,+CIT,"[('VinfGrp', '&'), ('PreN', ''), ('Vinf', '')]",,NOM,144
531,110,1,et,et,CON:coord,3115,44,Crd,et,ST,"[('VfinGrp', ''), ('Crd', ''), ('SubVfin', '')]",,CON:coord,147
532,110,2,qui,qui,PROCON,3116,44,Sub,qui,CST,"[('SubVfin', ''), ('Sub', 's'), ('Adv', '')]",s,PROCON,147
533,110,3,ainsi,ainsi,ADV,3117,44,Adv,ainsi,+CIT,"[('SubVfin', ''), ('Adv', ''), ('Prn', 'c')]",,ADV,147
534,110,4,le,le,PRO:pers:obj:3:masc:sg:unb,3118,44,Prn,il,CIST,"[('SubVfin', ''), ('Prn', 'c'), ('Vfin', '')]",c,PRO:pers,147
535,110,5,fait,fait,VER:pres:3:sg,3119,44,Vfin,faire|farre,+CMI|M,"[('VfinGrp', ''), ('SubVfin', ''), ('Prn', 's')]",,VER,147
536,111,1,mezque,mezque,CON:subord,3163,45,Sub,mais,que_Z,"[('SubPreVinf', ''), ('Sub', ''), ('PreVinf', '')]",,CON:subord,148
537,111,2,par,par,PRE,3164,45,Pre,par,CIS,"[('PreVinf', ''), ('Pre', ''), ('Vinf', '')]",,PRE,148
538,111,3,oir,oïr,VER:infi,3165,45,Vinf,devoir|os3|öir,+M|+Td|+IdTd,"[('PreVinf', ''), ('Vinf', ''), ('Vinf', 'c')]",,VER,148
539,111,4,dire,dire,VER:infi,3166,45,Vinf,dire,+MIT,#,c,VER,148
540,112,1,le,le,PRO:pers:obj:3:masc:sg:unb,3223,45,Prn,il,CIST,"[('SubVfin', ''), ('Prn', 'c'), ('Prn', '')]",c,PRO:pers,152
541,112,2,m,m',PRO:pers:obj:1:sg:unb,3224,45,Prn,je,S,"[('SubVfin', ''), ('Prn', ''), ('Vfin', '')]",,PRO:pers,152
542,112,3,avoit,avoit,VER:impf:3:sg,3225,45,Vfin,avoiier|avoir,+MI|+MI,"[('SubVfin', ''), ('Vfin', ''), ('Vpp', '')]",,VER,152
543,112,4,tesmoingné,tesmoingné,VER:pper:masc:sg,3226,45,Vpp,UNKNOWN,,#,,VER,152
