wd_id,line_id,linewd,word,lex_id,tag,old_wd_id,para_id,syntag,syntag2,lemma,lemma_auto,NCA_src,boundary,synfunc,NCA_taggerpos,NCA_sent,syllabified
1,1,1,que,que,PROCON,38,19,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,PROCON,41,C/(e)\
2,1,2,je,je,PRO:pers:suj:1:sg:unb,39,19,Prn,Prn$,1ps,je,CIST,"[('SubVfin', ''), ('Prn', 's'), ('Vfin', '')]",s,PRO:pers,41,C/(e)\
3,1,3,fu,fu,VER:simp:3:sg,40,19,Vfin,Vfin,être1|ester,estre1|estre,+I|CMI,"[('SubVfin', ''), ('Vfin', ''), ('PreN', 'a')]",,VER,41,C/V\
4,1,4,en,en,PRO:clit,41,19,Pre,Pre,en1,en1|en,+IST|CI,"[('PreN', 'a'), ('Pre', ''), ('Det', '')]",,PRE,41,/V\
5,1,5,sa,sa,DET:poss:obj:femi:sg,42,19,Det,Det,son4,son4|son,S|C,"[('PreN', 'a'), ('Det', ''), ('N', '')]",,DET:poss,41,C/V\
6,1,6,compaignie,compaignie,NOM:obj:femi:sg,43,19,N,N,,compagne1|compagne2,*+IT|+IT,"[('PreN', 'a'), ('N', ''), ('PreN', '&')]",,NOM,41,C/V\.C/V\.'C/V\./(e)\
7,2,1,et,et,CON:coord,80,19,Crd,Crd,et,et,ST,"[('PreN', '&'), ('Crd', ''), ('Pre', '')]",,CON:coord,42,/V\
8,2,2,de,de,PRE,81,19,Pre,Pre,de,de,+CIST,"[('PreN', '&'), ('Pre', ''), ('Det', '')]",,PRE,42,C/(e)\
9,2,3,ses,ses,DET:poss:obj:masc:pl,82,19,Det,Det,son4,son4|son,S|C,"[('PreN', '&'), ('Det', ''), ('Adj', '')]",,DET:poss,42,C/V\
10,2,4,bons,bons,ADJ:obj:masc:pl,83,19,Adj,Adj,bon,bon,+CI,"[('PreN', '&'), ('Adj', ''), ('N', '')]",,ADJ,42,C/V\
11,2,5,enseignemens,enseignemens,NOM:obj:masc:pl,84,19,N,N,,UNKNOWN,,"[('SubVfin', 'c'), ('PreN', ''), ('PrePrnSubVfin', '')]",,NOM,42,/V\.C/V\.C/e\.'C/V\
12,3,1,mist,mist,VER:simp:3:sg,140,20,Vfin,Vfin,mettre,manoir|metre|mettre,M|CIM|M,"[('SubVfin', ''), ('Vfin', ''), ('Prn', 's')]",,VER,44,C/V\
13,3,2,il,il,PRO:pers:suj:3:masc:sg:unb,141,20,Prn,Prn%,3p,il,CIST,"[('SubVfin', ''), ('Prn', 's'), ('NGrp', 'c')]",s,PRO:pers,44,/V\
14,3,3,son,son,DET:poss:obj:masc:sg,142,20,Det,Det,son4,son4|son,S|C,"[('NGrp', 'c'), ('Det', ''), ('N', '')]",,DET:poss,44,C/V\
15,3,4,cors,cors,NOM:obj:masc:sg,143,20,N,N,,cors1|cors2,+IT|+IT,"[('SubVfin', ''), ('NGrp', 'c'), ('PreN', '')]",,NOM,44,C/V\
16,3,5,en,en,PRE,144,20,Pre,Pre,en1,en1|en,+IST|CI,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,44,/V\
17,3,6,avanture,avanture,NOM:obj:femi:sg,145,20,N,N,,aventure,+I,"[('SubVfin', ''), ('PreN', ''), ('PreN', '')]",,NOM,44,/V\.C/V\.'C/V\.C/(e)\
18,4,1,en,en,PRE,196,21,Pre,Pre,en1,en1|en,+IST|CI,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,45,/V\
19,4,2,une,une,DET:ndf:obj:femi:sg,197,21,QIs,QIs,un,un,CS,"[('PreN', ''), ('Det', ''), ('AdjGrp', '')]",,DET:ndf,45,'/V\.C/(e)\
20,4,3,moult,moult,ADV,198,21,QIs,QIs,moult,mout,I,"[('AdjGrp', ''), ('Adv', ''), ('Adj', '')]",,ADV,45,C/V\
21,4,4,grant,grant,ADJ:obj:femi:sg,199,21,Adj,Adj,grand,grant,+CIT,"[('PreN', ''), ('AdjGrp', ''), ('N', '')]",,ADJ,45,C/V\
22,4,5,maladie,maladie,NOM:obj:femi:sg,200,21,N,N,,maladie,+T,"[('PreN', ''), ('N', ''), ('SubVfin', '')]",,NOM,45,C/V\.C/V\.'C/V\./(e)\
23,5,1,de,de,PRE,290,22,Pre,Pre,de,de,+CIST,"[('PreN', ''), ('Pre', ''), ('Det', '')]",,PRE,47,C/(e)\
24,5,2,la,la,DET:def:obj:femi:sg,291,22,Det,Det,le,le,CST,"[('PreN', ''), ('Det', ''), ('N', '')]",,DET:def,47,C/V\
25,5,3,bouche,bouche,NOM:obj:femi:sg,292,22,N,N,,boche,*+IT,"[('VfinGrp', ''), ('PreN', ''), ('Vfin', '')]",,NOM,47,'C/V\.C/(e)\
26,5,4,fu,fu,VER:simp:3:sg,293,22,Vfin,Vfin,être1|ester,estre1|estre,+I|CMI,"[('VfinGrp', ''), ('Vfin', ''), ('Prn', 's')]",,VER,47,C/V\
27,5,5,il,il,PRO:pers:suj:3:masc:sg:unb,294,22,Prn,Prn%,3p,il,CIST,"[('VfinGrp', ''), ('Prn', 's'), ('AdjGrp', 'a')]",s,PRO:pers,47,/V\
28,5,6,si,si,PROCON,295,22,Adv,Adv,si4,si,C,"[('AdjGrp', 'a'), ('Adv', ''), ('Adj', '')]",,PROCON,47,C/V\
29,5,7,sobre,sobre,ADJ:suj:masc:sg,296,22,Adj,Adj,,<unknown>,,"[('VfinGrp', ''), ('AdjGrp', 'a'), ('SubVfin', '')]",,ADJ,47,'C/V\.C/(e)\
30,6,1,fu,fu,VER:simp:3:sg,293,22,Vfin,Vfin,être1|ester,estre1|estre,+I|CMI,"[('VfinGrp', ''), ('Vfin', ''), ('Prn', 's')]",,VER,47,C/V\
31,6,2,il,il,PRO:pers:suj:3:masc:sg:unb,294,22,Prn,Prn%,3p,il,CIST,"[('VfinGrp', ''), ('Prn', 's'), ('AdjGrp', 'a')]",s,PRO:pers,47,/V\
32,6,3,si,si,PROCON,295,22,Adv,Adv,si4,si,C,"[('AdjGrp', 'a'), ('Adv', ''), ('Adj', '')]",,PROCON,47,C/V\
33,6,4,sobre,sobre,ADJ:suj:masc:sg,296,22,Adj,Adj,,<unknown>,,"[('VfinGrp', ''), ('AdjGrp', 'a'), ('SubVfin', '')]",,ADJ,47,'C/V\.C/(e)\
34,6,5,",",",",PON,297,22,Pnc,Pnc,,",",,,,PON,47,
35,6,6,que,que,PROCON,298,22,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', ''), ('NGrp', '')]",,PROCON,47,C/(e)\
36,6,7,onques,onques,ADV,299,22,Adv,Adv,onques,onque,+CIT,"[('NGrp', ''), ('Adv', ''), ('N', '')]",,ADV,47,'/V\.C/e\
37,6,8,jour,jour,NOM:obj:masc:sg,300,22,N,N,,jor,+C,"[('NGrp', ''), ('N', ''), ('PreN', '')]",,NOM,47,C/V\
38,7,1,je,je,PRO:pers:suj:1:sg:unb,304,22,Prn,Prn$,1ps,je,CIST,"[('SubVfin', ''), ('Prn', 's'), ('Adv', '')]",s,PRO:pers,47,C/(e)\
39,7,2,ne,ne,PRO:clit,305,22,Neg,Neg$$,ne1,en2|ne,S|C,"[('SubVfin', ''), ('Adv', ''), ('Prn', '')]",,PRO:clit,47,C/(e)\
40,7,3,li,li,PRO:pers:suj:3:masc:sg:bet,306,22,Prn,Prn$$,3p,ele|il,C|CIST,"[('SubVfin', ''), ('Prn', ''), ('Vfin', '')]",,PRO:pers,47,C/V\
41,7,4,oy,oÿ,VER:simp:1:sg,307,22,Vfin,Vfin,ouïr,ouir|oïr,M|M,"[('SubVfin', ''), ('Vfin', ''), ('VinfGrp', 'c')]",,VER,47,/V\.'C/V\
42,7,5,deviser,deviser,VER:infi,308,22,Vinf,Vinf,,deviser,+IMT,"[('VinfGrp', 'c'), ('Vinf', ''), ('NGrp', 'c')]",,VER,47,C/V\.C/V\.'C/V\
43,8,1,aussi,aussi,ADV,312,22,Adv,Adv,aussi,aussi,+CIT,"[('AdvSubVfin', ''), ('Adv', ''), ('SubVfin', '')]",,ADV,47,/V\.'C/V\
44,8,2,comme,comme,CON:subord,313,22,Sub,Sub,comme,come1|come,*I|CI,"[('SubVfin', ''), ('Sub', ''), ('NGrp', 's')]",,CON:subord,47,'C/V\.C/(e)\
45,8,3,maint,maint,DET:ind:suj:masc:pl,314,22,QIs,QIs,maint,maint,S,"[('NGrp', 's'), ('Det', ''), ('Adj', '')]",,DET:ind,47,C/V\
46,8,4,richez,richëz,ADJ:suj:masc:pl,315,22,Adj,Adj,riche,riche,*+IT,"[('NGrp', 's'), ('Adj', ''), ('N', '')]",,ADJ,47,'C/V\.C/e\
47,8,5,homes,homes,NOM:suj:masc:pl,316,22,N,N,,ome,+CI,"[('SubVfin', ''), ('NGrp', 's'), ('Vfin', '')]",,NOM,47,'/V\.C/e\
48,9,1,ne,ne,PROCON,353,22,Crd,Crd,ne2,ni,C,"[('VfinGrp', '&'), ('Crd', ''), ('Adv', '')]",,PROCON,49,C/(e)\
49,9,2,onques,onques,ADV,354,22,Adv,Adv,onques,onque,+CIT,"[('VfinGrp', '&'), ('Adv', ''), ('Adv', '')]",,ADV,49,'/V\.C/e\
50,9,3,ne,ne,PRO:clit,355,22,Neg,Neg$$,ne1,en2|ne,S|C,"[('VfinGrp', '&'), ('Adv', ''), ('Prn', '')]",,PRO:clit,49,C/(e)\
51,9,4,li,li,PRO:pers:suj:3:masc:sg:bet,356,22,Prn,Prn$$,3p,ele|il,C|CIST,"[('VfinGrp', '&'), ('Prn', ''), ('Vfin', '')]",,PRO:pers,49,C/V\
52,9,5,oy,oÿ,VER:simp:1:sg,357,22,Vfin,Vfin,ouïr,ouir|oïr,M|M,"[('VfinGrp', '&'), ('Vfin', ''), ('VinfGrp', 'c')]",,VER,49,/V\.'C/V\
53,9,6,nommer,nommer,VER:infi,358,22,Vinf,Vinf,,nommer,M,"[('VinfGrp', 'c'), ('Vinf', ''), ('NGrp', 'c')]",,VER,49,C/V\.'C/V\
54,10,1,le,le,DET:def:suj:masc:sg,362,22,Det,Det,le,le,CST,"[('NGrp+Sub', 's'), ('Det', ''), ('Adj_S', '')]",,DET:def,49,C/(e)\
55,10,2,quel,quel,ADJ:suj:masc:sg,363,22,Qux,Qux,quel,quel1|quel,I|CI,"[('NGrp+Sub', 's'), ('Adj_S', ''), ('N', '')]",,ADJ,49,C/V\
56,10,3,nons,nons,NOM:suj:masc:sg,364,22,N,N,,noinz|nom,+T|+I,"[('SubVfin', ''), ('NGrp+Sub', 's'), ('Vfin', '')]",,NOM,49,C/V\
57,10,4,est,est,VER:pres:3:sg,365,22,Vfin,Vfin,être1|ester,ester|estre1,+M|+I,"[('SubVfin', ''), ('Vfin', ''), ('Adv', '')]",,VER,49,/V\
58,10,5,bien,bien,ADV,366,22,Adv,Adv,bien,bien1|bien2|bien,+IT|C|I,"[('SubVfin', ''), ('Adv', ''), ('Vpp', 'a')]",,ADV,49,C/V\
59,10,6,espandu,espandu,VER:pper:masc:sg,367,22,Vpp,Vpp,épandre,espandre|pandre,+I|M,"[('SubVfin', ''), ('Vpp', 'a'), ('PreN', '')]",a,VER,49,/V\.C/V\.'C/V\
60,11,1,et,et,CON:coord,474,23,Crd,Crd,et,et,ST,"[('VfinGrp', '&'), ('Crd', ''), ('Prn', 's')]",,CON:coord,53,/V\
61,11,2,je,je,PRO:pers:suj:1:sg:unb,475,23,Prn,Prn$,1ps,je,CIST,"[('VfinGrp', '&'), ('Prn', 's'), ('Prn', 'c')]",s,PRO:pers,53,C/(e)\
62,11,3,le,le,PRO:pers:obj:3:masc:sg:unb,476,23,Prn,Prn$$,3p,il,CIST,"[('VfinGrp', '&'), ('Prn', 'c'), ('Vfin', '')]",c,PRO:pers,53,C/(e)\
63,11,4,vouloie,vouloie,VER:impf:1:sg,477,23,Vfin,Vfin,vouloir,voloir,*+I,"[('VfinGrp', '&'), ('Vfin', ''), ('Vinf', 'c')]",,VER,53,C/V\.'C/V\./(e)\
64,11,5,tremprer,tremprer,VER:infi,478,23,Vinf,Vinf,,UNKNOWN,,"[('VfinGrp', '&'), ('Vinf', 'c'), ('PreN', '')]",c,VER,53,C/V\.'C/V\
65,12,1,les,les,DET:def:suj:femi:pl,483,23,Det,Det,le,le,CST,"[('NGrp', 's'), ('Det', ''), ('N', '')]",,DET:def,53,C/V\
66,12,2,goutes,goutes,NOM:suj:femi:pl,484,23,N,N,,gote,*+I,"[('NGrp', 's'), ('N', ''), ('NGrp', '&')]",,NOM,53,'C/V\.C/e\
67,12,3,et,et,CON:coord,485,23,Crd,Crd,et,et,ST,"[('NGrp', '&'), ('Crd', ''), ('Det', '')]",,CON:coord,53,/V\
68,12,4,les,les,DET:def:suj:femi:pl,486,23,Det,Det,le,le,CST,"[('NGrp', '&'), ('Det', ''), ('N', '')]",,DET:def,53,C/V\
69,12,5,maladies,maladies,NOM:suj:femi:pl,487,23,N,N,,maladie,*+T,"[('NGrp', '&'), ('N', ''), ('PreN', '')]",,NOM,53,C/V\.C/V\.'C/V\./e\
70,13,1,et,et,CON:coord,499,23,Crd,Crd,et,et,ST,"[('VfinGrp', ''), ('Crd', ''), ('SubVfin', '')]",,CON:coord,54,/V\
71,13,2,se,se,PROCON,500,23,Sub,Sub,si3,se,C,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,PROCON,54,C/(e)\
72,13,3,je,je,PRO:pers:suj:1:sg:unb,501,23,Prn,Prn$,1ps,je,CIST,"[('SubVfin', ''), ('Prn', 's'), ('Vfin', '')]",s,PRO:pers,54,C/(e)\
73,13,4,bevoie,bevoie,VER:impf:1:sg,502,23,Vfin,Vfin,boire,boivre,*+MI,"[('SubVfin', ''), ('Vfin', ''), ('NGrp', 'c')]",,VER,54,C/V\.'C/V\./(e)\
74,13,5,le,le,DET:def:obj:masc:sg,503,23,Det,Det,le,le,CST,"[('NGrp', 'c'), ('Det', ''), ('N', '')]",,DET:def,54,C/(e)\
75,13,6,vin,vin,NOM:obj:masc:sg,504,23,N,N,,vin,+IT,"[('NGrp', 'c'), ('N', ''), ('AdjGrp', '')]",,NOM,54,C/V\
76,14,1,nulle,nulle,DET:ind:obj:femi:sg,575,24,QIs,QIs,nul,nul,CS,"[('DetAdvSubVfin', 'c'), ('Det', ''), ('Adv', '')]",,DET:ind,58,'C/V\.C/(e)\
77,14,2,riens,riens,ADV,576,24,N,N,rien,riens,Z,"[('DetAdvSubVfin', 'c'), ('Adv', ''), ('SubVfin', '')]",,ADV,58,C/V\
78,14,3,",",",",PON,577,24,Pnc,Pnc,,",",,,,PON,58,
79,14,4,que,que,PROCON,578,24,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', ''), ('SubVfin', '')]",,PROCON,58,C/(e)\
80,14,5,se,se,PROCON,579,24,Sub,Sub,si3,se,C,"[('SubVfin', ''), ('Sub', ''), ('NGrp', 's')]",,PROCON,58,C/(e)\
81,14,6,tout,tout,DET:ind:suj:masc:sg,580,24,QIs,QIs,tout,tot,CS,"[('NGrp', 's'), ('Det', ''), ('Det', '')]",,DET:ind,58,C/V\
82,14,7,le,le,DET:def:suj:masc:sg,581,24,Det,Det,le,le,CST,"[('NGrp', 's'), ('Det', ''), ('N', '')]",,DET:def,58,C/(e)\
83,14,8,monde,monde,NOM:suj:masc:sg,582,24,N,N,,monde1|monde,+IT|CI,"[('SubVfin', ''), ('NGrp', 's'), ('Prn', 'c')]",,NOM,58,'C/V\.C/(e)\
84,15,1,que,que,PROCON,586,24,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,PROCON,58,C/(e)\
85,15,2,vous,vous,PRO:pers:2:pl,587,24,Prn,Prn$,2pp,ous2|vos1,T|S,"[('SubVfin', ''), ('Prn', 's'), ('Adv', '')]",s,PRO:pers,58,C/V\
86,15,3,ne,ne,PRO:clit,588,24,Neg,Neg$$,ne1,en2|ne,S|C,"[('SubVfin', ''), ('Adv', ''), ('Vfin', '')]",,PRO:clit,58,C/(e)\
87,15,4,peussiez,peussiez,VER:subi:2:pl,589,24,Vfin,Vfin,pouvoir2,pouvoir,M,"[('SubVfin', ''), ('Vfin', ''), ('Vinf', 'c')]",,VER,58,C/(V)\./V\.C/<V>\.'/V\
88,15,5,congnoistre,congnoistre,VER:infi,590,24,Vinf,Vinf,connaître,cognoistre,*M,#,c,VER,58,C/V\.'C/V\.C/(e)\
89,16,1,pour,pour,PRE,637,24,Pre,Pre,pour,por2|por,+ST|C,"[('PrePrnSubVfin', ''), ('Pre', ''), ('Prn', '')]",,PRE,59,C/V\
90,16,2,ce,ce,PRO:invar,638,24,Prn,Prn,ce1,ce1|ce,S|C,"[('PrePrnSubVfin', ''), ('Prn', ''), ('SubVfin', '')]",,PRO:invar,59,C/(e)\
91,16,3,que,que,PROCON,639,24,Qux,Qux,que,que2|que3|que,T|S|C,"[('SubVfin', ''), ('Sub', ''), ('PreN', '')]",,PROCON,59,C/(e)\
92,16,4,des,des,PREDET:de:obj:femi:pl,640,24,Pre+Det,Pre+Det,de+le,de+le|le,S|C,"[('PreN', ''), ('Pre+Det', ''), ('Adj', '')]",,PREDET:de,59,C/V\
93,16,5,dures,dures,ADJ:obj:femi:pl,641,24,Adj,Adj,dur,dur,+I,"[('PreN', ''), ('Adj', ''), ('N', '')]",,ADJ,59,'C/V\.C/e\
94,16,6,paroles,paroles,NOM:obj:femi:pl,642,24,N,N,,parole,+I,"[('SubVfin', ''), ('PreN', ''), ('Vfin', '')]",,NOM,59,C/V\.'C/V\.C/e\
95,17,1,et,et,CON:coord,660,25,Crd,Crd,et,et,ST,"[('VinfGrp', '&'), ('Crd', ''), ('Vinf', '')]",,CON:coord,60,/V\
96,17,2,armer,armer,VER:infi,661,25,Vinf,Vinf,armer,armer,+IMT,"[('VinfGrp', 'c'), ('VinfGrp', '&'), ('PreN', '')]",,VER,60,/V\.'C/V\
97,17,3,en,en,PRE,662,25,Pre,Pre,en1,en1|en,+IST|CI,"[('PreN', ''), ('Pre', ''), ('Adj', '')]",,PRE,60,/V\
98,17,4,tele,tele,ADJ:obj:femi:sg,663,25,Adj,Adj,tel,tel,+CI,"[('PreN', ''), ('Adj', ''), ('N', '')]",,ADJ,60,'C/V\.C/(e)\
99,17,5,maniere,maniere,NOM:obj:femi:sg,664,25,N,N,,maniere,+CIT,"[('PreN', ''), ('N', ''), ('SubVfin', '')]",,NOM,60,C/V\.'C/V\.C/(e)\
100,18,1,ne,ne,PRO:clit,684,25,Neg,Neg$$,ne1,en2|ne,S|C,"[('SubVfin', '&'), ('Adv', ''), ('Vfin', '')]",,PRO:clit,60,C/(e)\
101,18,2,deissent,deissent,VER:subi:3:pl,685,25,Vfin,Vfin,dire,dire,+MMd,"[('SubVfin', '&'), ('Vfin', ''), ('SubVfin', 'c')]",,VER,60,C/(V)\.'/V\.C/e\
102,18,3,que,que,PROCON,686,25,Sub,Sub,que,que2|que3|que,T|S|C,"[('SubVfin', 'c'), ('Sub', ''), ('Prn', 's')]",,PROCON,60,C/(e)\
103,18,4,il,il,PRO:pers:suj:3:masc:sg:unb,687,25,Prn,Prn$,3p,il,CIST,"[('SubVfin', 'c'), ('Prn', 's'), ('Vfin', '')]",s,PRO:pers,60,/V\
104,18,5,feist,feist,VER:subi:3:sg,688,25,Vfin,Vfin,faire,faire|feire,+MIdMd|Md,"[('SubVfin', 'c'), ('Vfin', ''), ('Adv', '')]",,VER,60,C/(V)\.'/V\
105,18,6,pou,pou,ADV,689,25,Adv,Adv,peu,poi,*I,#,,ADV,60,C/V\
106,19,1,huit,huit,ADJ:card,765,25,QIs,QIs,8,uit,CIT,"[('NGrp', 'c'), ('Adj', ''), ('Adj', '')]",,ADJ:card,62,/V\
107,19,2,cenz,cenz,ADJ:card,766,25,QIs,QIs,100,cent,CI,"[('NGrp', 'c'), ('Adj', ''), ('N', '')]",,ADJ:card,62,C/V\
108,19,3,livres,livres,NOM:obj:masc:pl,767,25,N,N,,livre2|livre3,+I|+I,"[('NGrp', 'c'), ('N', ''), ('PreN', '')]",,NOM,62,'C/V\.C/e\
109,19,4,de,de,PRE,768,25,Pre,Pre,de,de,+CIST,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,62,C/(e)\
110,19,5,parisis,parisis,NOM:obj:masc:pl,769,25,N,N,,parasis|parisis,+T|+T,#,,NOM,62,C/V\.C/V\.'C/V\
111,20,1,se,se,PROCON,781,25,Sub,Sub,si3,se,C,"[('SubVfin', ''), ('Sub', ''), ('Prn', 's')]",,PROCON,63,C/(e)\
112,20,2,il,il,PRO:pers:suj:3:masc:sg:unb,782,25,Prn,Prn$,3p,il,CIST,"[('SubVfin', ''), ('Prn', 's'), ('Prn', 'c')]",s,PRO:pers,63,/V\
113,20,3,les,les,PRO:pers:acc:3:masc:pl,783,25,Prn,Prn$$,3p,il,CIST,"[('SubVfin', ''), ('Prn', 'c'), ('Vfin', '')]",c,PRO:pers,63,C/V\
114,20,4,eust,eust,VER:subi:3:sg,784,25,Vfin,Vfin,avoir1,avoir,+CMMdId,"[('SubVfin', ''), ('Vfin', ''), ('Vpp', '')]",,VER,63,/(V)\.'/V\
115,20,5,donnez,donnez,VER:pper:masc:pl,785,25,Vpp,Vpp,donner,doner,*+CM,"[('SubVfin', ''), ('Vpp', ''), ('PreN', '')]",,VER,63,C/V\.'C/V\
116,20,6,pour,pour,PRE,786,25,Pre,Pre,pour,por2|por,+ST|C,"[('PreN', ''), ('Pre', ''), ('N', '')]",,PRE,63,C/V\
117,20,7,dieu,dieu,NOM:obj:masc:sg,787,25,N,N,,dieu,+CIT,"[('SubVfin', ''), ('PreN', ''), ('VfinGrp', '&')]",,NOM,63,C/V\
118,21,1,si,si,PROCON,801,25,Adv,Adv,si4,si,C,"[('AdvSubVfin', ''), ('Adv', ''), ('SubVfin', '')]",,PROCON,63,C/V\
119,21,2,comme,comme,CON:subord,802,25,Sub,Sub,comme,come1|come,*I|CI,"[('SubVfin', ''), ('Sub', ''), ('NGrp', 's')]",,CON:subord,63,'C/V\.C/(e)\
120,21,3,son,son,DET:poss:suj:masc:sg,803,25,Det,Det,son4,son4|son,S|C,"[('NGrp', 's'), ('Det', ''), ('N', '')]",,DET:poss,63,C/V\
121,21,4,pere,pere,NOM:suj:masc:sg,804,25,N,N,,paire|pere1|piere,+T|+T|+T,"[('SubVfin', ''), ('NGrp', 's'), ('Vfin', '')]",,NOM,63,'C/V\.C/(e)\
122,21,5,faisoit,faisoit,VER:impf:3:sg,805,25,Vfin,Vfin,faire,faire,+CM,#,,VER,63,C/V\.'C/V\
123,22,1,et,et,CON:coord,838,26,Crd,Crd,et,et,ST,"[('VfinGrp', ''), ('Crd', ''), ('PrePrn', '')]",,CON:coord,65,/V\
124,22,2,pour,pour,PRE,839,26,Pre,Pre,pour,por2|por,+ST|C,"[('PrePrn', ''), ('Pre', ''), ('Prn', '')]",,PRE,65,C/V\
125,22,3,ce,ce,PRO:invar,840,26,Prn,Prn,ce1,ce1|ce,S|C,"[('VfinGrp', ''), ('PrePrn', ''), ('Vfin', '')]",,PRO:invar,65,C/(e)\
